character,line
TONY,"-- so now your limbic system is positively...throbbing.  A Kirlian photograph of us right now, occupying this space, would show serious subatomic particles being exchanged between us, with a rapidity that transcends-- Are you getting this?  You will be quizzed --"
TONY,"My God, what are you, they roped you into this thing too? "
RHODEY,Yeah.  They said you’d be deeply honored if I presented.
TONY,"Okay, let’s do it."
TONY,"That was quick.  Thought there’d be more of, you know, a ceremony. Maybe a highlight reel --"
TONY,Colore me up.
TONY,"My chaperone has just arrived with my Degenerate of the Year Award.  Judging from his look, I may have just peed in the kiddie pool."
TONY,"I must now take my ease, along with the House’s funds."
RHODEY,A lot of people would kill to have their name on that award.
TONY,It belongs to my old man.  They should have given it to him.
RHODEY,"What’s wrong with you?  A thousand people came here tonight to honor you, and you leave them with egg on their face.  This award means something, Tony, it’s bigger than you -- "
TONY,Hold that thought a sec.
TONY,Put it all on black.  Don’t worry -- it’s approved.
RHODEY,...you just blew three million.
TONY,Yeah.  Don’t know what was more exciting -- winning it...or the fact that I don’t care I just lost it.
RHODEY,Everything’s funny to you.
TONY,No.  You’re not funny.
RHODEY,We’ve got a hell of a day tomorrow. Can we get out of here now?
TONY,One more stop.
TONY,Of course I respect your opinion.
RHODEY,This is no joke.  You’re going into a hot zone.  We should be doing this test here in Nevada.
TONY,This system has to be demonstrated in true field conditions.
PEPPER,"Tony, it’s the President.  Wants to congratulate you personally.  Heads up."
TONY,"...Jim, how’re the trout running? Yeah, sitting on top of the world here.  Working on my masterpiece --"
PEPPER,You’re leaving the country for a week.  I need five minutes --
TONY,Okay -- shoot.
PEPPER,The Board meeting is on the eleventh.  Should I tell them to expect an appearance--?
WOMAN’S VOICE,Mr. Stark!
CHRISTINE,"Christine Everhart, Vanity Fair Magazine.  Can I ask you a few questions? "
TONY,Can I ask a few back?
CHRISTINE,You’ve been described as a Da Vinci for our times.  What do you say to that?
TONY,Ridiculous.  I don’t paint.
CHRISTINE,And what do you say to your other nickname: “The Merchant of Death?”
TONY,That’s not bad --
TONY,Let me guess.  Berkeley?
CHRISTINE,Brown.
TONY,"Well Miss Brown, it’s an imperfect world and I assure you, the day weapons are no longer needed to keep the peace, I’ll start manufacturing bricks and beams to make baby hospitals. "
CHRISTINE,"Rehearse that much, Mr. Stark? "
TONY,Every night in front of the mirror. Call me Tony.
CHRISTINE,"I’m sorry, “Tony”, I was hoping for a serious answer. "
TONY,Here’s serious: my old man had a philosophy: peace means having a bigger stick than the other guy.
CHRISTINE,"Good line, coming from the guy selling the sticks. "
TONY,My father helped defeat Hitler.  He was on the Manhattan Project.  A lot of people -- including your professors at Brown -- might call that being a hero.
CHRISTINE,Others might call it war- profiteering.
TONY,"Tell me: do you plan to report on the millions we’ve saved by advancing medical technology?  Or kept from starving with our inteli- crops?  All were breakthroughs spawned from, that’s right, military funding. "
CHRISTINE,Wow.  You ever lose an hour of sleep your whole life?
JARVIS,"I’m sorry, Miss Everhart, you are not authorized to access that area."
PEPPER,"Don’t worry, that’s Jarvis -- he runs the house.  Jarvis: de- activate security."
PEPPER,"Here, your clothes cleaned and pressed.  Anything else I can get you? "
CHRISTINE,"Look, Tony wanted me to stay for breakfast, but I’ve got to get a jump on the day.  Call me a cab, would you? "
PEPPER,Cab’s waiting outside.
CHRISTINE,"And a coffee, hon.  Black.  One Splenda. "
PEPPER,Should I tell Mr. Stark you were satisfied with the interview?
PEPPER,You still owe me five minutes--
TONY,Five?  I’ll need a bit longer than that --
PEPPER,Focus.  I need to leave on time today.
TONY,"You’re rushing me.  What, you have plans tonight? "
PEPPER,The MIT commencement.  Yes or no?
TONY,Maybe.  Tell me your plans.
PEPPER,I’ll tell them ‘yes’.  You want to buy the Jackson Pollock?  He’s got another buyer in the wings --
TONY,What’s it look like?
PEPPER,"It’s a minor work in his later Spring Period, it’s ludicrously over-priced-- "
TONY,Buy it.
PEPPER,He left an hour ago.  Okay.  It’s Rhodey again.
TONY,"You have plans, don’t you --? "
PEPPER,I’m allowed to have plans on my birthday.
TONY,It’s your birthday again?
PEPPER,"Yep.  Funny, same day as last year. "
TONY,"Well, get yourself something from me.  Something nice. "
PEPPER,Already did.
TONY,And...?
PEPPER,"It was very tasteful, very elegant. Thank you, Mr. Stark. "
TONY,"You’re welcome, Miss Potts."
TONY,"Sorry, pal -- car trouble."
RHODEY,"I was standing out there three hours, what the hell --? "
TONY,I had car trouble.
TONY,"Thanks, maybe later."
ATTENDANT,"Would you like a drink, Mr. Stark? "
TONY,Two fingers of Laphroig.  You want one?
RHODEY,We’re working.
TONY,You should have a drink.  We’ve got a twelve hour flight ahead of us.
RHODEY,It’s two in the afternoon.
TONY,"It’s two in the morning where we’re going.  C’mon, ten hours “bottle to throttle --” "
RHODEY,Don’t start with me.
TONY,"Jeez, we’re not getting hammered. Just a nightcap.  We’ll sleep better, arrive fresh.  It’s the responsible thing to do. I don’t know about you, but I want to sell some weapons."
RHODEY,"You don’t get it.  I don’t work for the military because they paid for my education, or my father’s education.  Don’t cheapen it like that. "
TONY,"All I said was, with your smarts, your engineering background, you could write your own ticket in the private sector -- on top of which, you wouldn’t have to wear that ‘straight-jacket’. "
RHODEY,"‘Straight-jacket’?  This uniform means something.  A chance to make a difference.  You don’t respect that, because you don’t understand. "
TONY,"See that one?  Her I understand. Croatian.  Hot-blooded, I’m serious.  Must be those winters in Zagreb -- "
RHODEY,You’re not listening to a word I’m saying.
TONY,"I am listening.  I’m changing the subject.  It’s the same litany, every time you’ve had a thimble of alcohol.  Drink One: reflections on the New American Century and related topics -- "
RHODEY,"Something’s...seriously wrong with you, man. "
TONY,Drink 2: a history of World War II and the Tuskeegee Flyers.  Drink 3--
RHODEY,"You know, hell with you.  I’m not talking to you anymore."
TONY,"Go hang with the pilot.  You’ll get along, he’s got a personality just like yours. "
RHODEY,I will.
RHODEY,That’s funny.
TONY,You could tell?
TONY,"The age old question: is it better to be feared or respected?  I say, is it too much to ask for both?"
TONY,"With that in mind, I humbly present the crown jewel of Stark Industries Freedom Line.  It’s the first missile system to incorporate my proprietary Repulsor Technology. They say the best weapon is one you never have to fire.  I prefer the one you only have to fire once..."
TONY,"That’s how dad did it, it’s how America does it, and so far its worked out pretty well. Find an excuse to fire off one of these and I personally guarantee the enemy is not gonna want to leave their caves."
TONY,"For your consideration, the Jericho..."
TONY,Now there’s one last creation I haven’t shown anyone yet.  You might be interested...
TONY,"To peace, gentlemen...and with every five hundred million, I’ll throw in a free one of these... "
TONY,"Hey, what are you doing up? "
OBADIAH,Sleeping.  How did it go?
TONY,I think we got an early Christmas coming.
OBADIAH,Sounds good.
TONY,"Hey, why aren’t you wearing the PJs I got you? "
OBADIAH,"I don’t do monograms.  I’m hanging up now, bye-bye."
TONY,"All right, who wants to ride with me?  Jimmy? "
JIMMY,Me?
TONY,"Sorry, Rhodey, no room for my conscience in here.  Or that hang- dog look.  See you back at base."
TONY,...water...water.
YINSEN,I wouldn’t do that if I were you.
TONY,What have you done to me?
YINSEN,"What did I do?  I removed what I could, but there’s a lot left headed for you atrial septum.  Do you want a souvenir?"
YINSEN,"I’ve seen many wounds like this in my village.  The walking dead we called them, because it took a week for the barbs to reach vital organs.  I anchored a magnetic suspension system to the plate. It’s holding the shrapnel in place...at least for now."
YINSEN,"That’s right, smile.  We met once -- at a technical conference in Bern. "
TONY,I don’t remember.
YINSEN,"You wouldn’t.  If I’d been that drunk, I wouldn’t have been able to stand, much less give a talk on integrated circuits. "
TONY,Where are we --?
YINSEN,Stand up!  Do as I do.  Now!
YINSEN,"Listen to me, whatever they ask you, refuse.  You understand?  You must refuse."
ABU,"Welcome Tony Stark, the greatest mass murderer in the history of America.  It’s a great honor. "
YINSEN,"He says welcome Tony Stark, the greatest mass murderer in the history of America.  He is very honored."
ABU,I want you to build this for me -- the Jericho missile you were demonstrating.
YINSEN,You will build for him Jericho missile you were demonstrating.
TONY,...I refuse.
YINSEN,"You refuse?  You will do everything he says.  This is the great Abu Bakar.  You’re alive only because of his generosity.  You are nothing.  NOTHING.  He offers you his hospitality, and you answer only with insolence  He will not be refused.  You will die in a pool of your own blood."
YINSEN,"Perfect.  You did very well, Stark."
YINSEN,"Good, I think they’re starting to trust me."
YINSEN,"Well, that’s the end of my plan."
YINSEN,"Quite a collection, isn’t it? "
TONY,How did they get all this?
ABU,"As you see, we have everything you need to build the Jericho.  You will make a list of materials and start work right away.  When we are done we will set you free. "
YINSEN,"As you can see, they have everything you need to build the Jericho.  He says make a list of materials.  You will start work right away and when you are done he will set you free."
TONY,No he won’t
YINSEN,...no he won’t.
RHODEY,Something’s not right.
GABRIEL,Looks like a standard hit and run.
RHODEY,"Sir, I’m telling you, this was a snatch and grab.  A perfectly executed linear ambush.  As soon as they got what they wanted, they melted away. "
GABRIEL,"Intel’s on it, we’re in good hands. If he’s out there, we’ll get him."
RHODEY,With your permission I’d like to stay in theater and head up the search and investigation.
GABRIEL,There’s a PR firestorm brewing over this.  Right now the best way to serve your country is to get back there and handle it.
RHODEY,"Tony Stark is the DOD’s number one intellectual asset, and I can be of value in the field. "
GABRIEL,"Duly noted, but we need you back home. Colonel, it’s not lost on me that Stark is a lifelong friend."
YINSEN,"I’m sure they’re looking for you, Stark, but they will never find you here.    That car battery is running out...and they won’t turn on the generator till you start to work."
YINSEN,"You don’t like what you saw out there, did you?  I didn’t like it either when those weapons destroyed my village.  What you just saw, that’s your legacy -- your life’s work in the hands of these murderers.   Is that how you want to go out?  Is this the last act of defiance of the great Tony Stark? Or are you going to try to do something about it? "
TONY,"Why should I do anything, they’re either going to kill me or I’m going to die in a week. "
YINSEN,Then this is a very important week for you.
TONY,"Okay, here’s what I need..."
TONY,"S-Category missiles.  Lot 7043.  The S-30 explosive tritonal.  And a dozen of the S-76.  Mortars: M-Category #1, 4, 8, 20, and 60.  M- 229’s, I need eleven of these.  Mines: the pre-90s AP 5s and AP 16s. "
YINSEN,"S-Category missiles.  Lot 7043.  The S-30 explosive tritonal.  And a dozen of the S-76.  Mortars: M-Category #1, 4, 8, 20, and 60.  M- 229’s, he needs eleven of these.  Mines: the pre-90s AP 5s and AP 16s."
TONY,"...this area free of clutter, with good light.  I want it at 12 o’clock to the door to avoid logjams.  I need welding gear -- acetelyene or propane, helmets, a soldering set-up with goggles, and smelting cups.  Two full sets of precision tools. "
YINSEN,"...this area free of clutter, with good light.  He wants it at 12 o’clock to the door to avoid logjams.  He needs welding gear -- acetylene or propane, helmets, a soldering set-up with goggles, and smelting cups.  Two full sets of precision tools."
TONY,"Finally, I want: three pairs of tube socks, white, a toothbrush, protein powder, spices, sugar, five pounds of tea, cards.  And a washing machine.  Top load. "
YINSEN,"Finally, he needs: three pairs of tube socks, white, a toothbrush, protein powder, spices, sugar, five pounds of tea, and some playing cards.  And a washing machine.  Top load."
ABU,A WASHING MACHINE?  DOES HE THINK I’M A FOOL?
TONY,Must have everything.  Great Satan make big boom-kill for powerful Abu Bakar.  Big boom-kill. 
YINSEN,You do know they’ve removed all the explosives before they brought this to us.
TONY,"I know, they’re crazy not stupid."
TONY,This is what we’re looking for.  I need eleven of these.
YINSEN,Eleven?
TONY,Heat the palladium to 1825 Kelvin.
YINSEN,How will I know when it reaches that temperature?
TONY,The palladium will melt.
TONY,"Careful, careful... "
YINSEN,Relax.  I always had steady hands. It’s why you’re still alive.
TONY,"Oh yeah, thanks.  What do I call you? "
YINSEN,My name is Yinsen.
TONY,Nice to meet you.
YINSEN,Nice to meet you too.
YINSEN,What are you building?
TONY,A better mousetrap.
TONY,What are you shaving for?  We’re almost done.
YINSEN,"Look like an animal, and soon you’ll start behaving like one."
YINSEN,That doesn’t look like a Jericho missile.
TONY,That’s because it’s a miniature ARK reactor.  It should suspend the shrapnel in my chest and keep it from entering my heart.
YINSEN,What an original invention.
TONY,"Yeah, but this one is going to last a bit longer than a week. "
YINSEN,"It’s pretty small, what can it generate? "
TONY,Three gigajoules -- per second.
YINSEN,That could run your heart for fifty lifetimes.
TONY,Or something very big for fifteen minutes.
TONY,Let’s put it in.
OBADIAH,"Sorry, did I startle you? "
PEPPER,A little... 
OBADIAH,"This was a bad idea, I should never have let him go over there..."
PEPPER,"Hey, hey...we’ve got to be strong, he’s going to be okay."
YINSEN,"Stark, tell me what you’re doing, and I’ll tell you what I’m doing. "
TONY,Looks to me like you’re making a crappy backgammon board.
YINSEN,Crappy?  This is Lebanese cedar.
TONY,"Is that where you’re from, Lebanon? "
YINSEN,"I’m impressed you even know what this is.  How about we play, and if I win,  you tell me what you’re really making. "
TONY,“A” I don’t know what your talking about.  “B” I was the backgammon champ at MIT four years running.
YINSEN,"Interesting, I was the champion at Cambridge. "
TONY,Please don’t use ‘interesting’ and Cambridge in the same sentence. Is that still a school?
YINSEN,It’s a university. You probably haven’t heard about it since Americans can’t get in.
TONY,Unless they’re teaching.
RAZA,Relax.
RAZA,The bow and arrow was once the pinnacle of weapons technology.  It allowed the great Genghis Khan to rule from the Pacific to the Ukraine.
RAZA,Today...whoever has the latest Stark weapons rules these lands. Soon it will be my turn...
RAZA,What’s really going on here?
YINSEN,Nothing.  We’re working.
RAZA,It’s been a long time.  Where’s the weapon?
YINSEN,He’s working very hard.  It’s very complex.
RAZA,Get him on his knees.
RAZA,Tell me what is going on?
YINSEN,Nothing!  NOTHING is going on.
RAZA,OPEN YOUR MOUTH!
RAZA,TELL ME NOW!
YINSEN,He’s building your bomb.
YINSEN,That’s twice I saved your life. Now are you going to tell me what the hell you’re really building?
YINSEN,"Finally, an idea of your own."
YINSEN,"My people have a tale, about a Prince -- much hated by his King -- who was banished to the underworld and jailed there..."
YINSEN,The evil King gave him the most difficult labor -- working the iron pits.
YINSEN,"Year after year the Prince mined the heavy ore, becoming so strong he could crush pieces of it together with his bare hands.  Too late, the King realized his mistake..."
YINSEN,When he struck at the Prince with his finest sword -- it broke in half.  The Prince himself had become strong as iron...
PEPPER,So that’s it?  Everyone’s pulling the plug and moving on...
RHODEY,There’s nothing left we can do.  If there was any indication Tony was still alive--
PEPPER,Spare me.  I read the official e- mail.  Thought maybe you’d have something different to say.
PEPPER,"If anyone could figure out how to beat the odds, it’s Tony.  If it was you over there, he’d be finding a way to get you back.  Or inventing a new one. "
RHODEY,What do you want me to do?
PEPPER,Be a better friend to him.
GENERAL GABRIEL,"What do you think you’re doing, Rhodes? "
RHODEY,"Going back there, Sir. "
GENERAL GABRIEL,"Listen, son -- it’s been three months without a single indication that Stark is still alive.  We can’t keep risking assets, least of all you. "
RHODEY,"Are you blocking my transfer, Sir? "
GENERAL GABRIEL,Any one of these guys would kill for your career.  Are you telling me you’re willing to sacrifice that to fly a bunch of snake-eaters on a desert patrol half way around the world?
RHODEY,"I am, Sir. "
GENERAL GABRIEL,Then I have one thing to say to you:  Godspeed.
GENERAL GABRIEL,As you were.
TONY,We’re ready.  A week of assembly and we’re a go.
YINSEN,Then perhaps it’s time we settle another matter...
YINSEN,"Ah, anchoring with 13-7.  You know, I have never met anyone who understands the nuances of this game like you."
TONY,Right back at ya.
TONY,You never told me where you’re from.
YINSEN,I come from a small village not far from here.  It was a good place... before these men ravaged it.
TONY,Do you have a family?
YINSEN,"When I get out of here, I am going to see them again.   Do you have family, Stark? "
TONY,...no.
YINSEN,You’re a man who has everything and nothing.
YINSEN,Your laundry’s over there.
ABU,You idiots don’t know what you’re doing with that game.
TONY,"Yeah-yeah, enjoy your laundry."
RAZA,You have till tomorrow to assemble my missile.
RAZA,Khalid.  Where is Stark?
KHALID,Yinsen!  YINSEN!
TONY,"It’s frozen, the systems aren’t talking to each other.  Reset! "
YINSEN,"No, they’re moving.  Very slow."
TONY,Get to your cover.  Remember the checkpoints -- make sure each one is clear before you follow me out.
TONY,YINSEN!
YINSEN,STOP!  STOP!
TONY,We could’ve made it.  Both of us. You could’ve seen your family again.
YINSEN,I am going to see them again. They’re waiting for me.
RHODEY,Saving your ass is getting to be a full time job.
TONY,Help me out of this thing--
RHODEY,"I got you, pal."
PEPPER,Thank you.
TONY,Your eyes are red.  A few tears for your long-lost boss?
PEPPER,Tears of joy.  I hate job hunting.
HOGAN,"Good to see you again, Sir. "
TONY,You do something new with your hair?
HOGAN,"Wouldn’t dream of it, Sir."
HOGAN,"Where to, Mr. Stark? "
PEPPER,We’re due at the hospital.
TONY,No -- to the office.    I’ve been in captivity for three months. There’s only two things I want to do.  I want to eat a cheeseburger. And I want to hold a press conference.
OBADIAH,See this.  Huh.  Huh.
OBADIAH,"Tony, thought we were meeting at the hospital.  You know there’s a lot of reporters in there.  What’s going on? "
TONY,You’ll see.  C’mon --
PEPPER,"You’ll have to take a seat, Sir. "
COULSON,"Oh, I’m not a reporter.  I’m Agent Phil Coulson with the Strategic Homeland Intervention, Enforcement and Logistics Division-- "
PEPPER,That’s a mouthful.
COULSON,I know. Here.
PEPPER,"Look, Mr. Coulson, we’ve already spoken with the D.O.D., the FBI, the CIA-- "
COULSON,We’re a separate division with a more...specific focus.  We need to debrief Tony about the circumstances of his escape.  More importantly--
PEPPER,"Well, great, I’ll let him know-- "
COULSON,--we’re here to help.  We’re here to listen.  I assure you Mr. Stark will want to talk to us.
PEPPER,I’m sure he will.  Now if you could just take your seat.
TONY,I...can’t do this anymore.
REPORTER # 1,You mean you’re retiring?
TONY,"No, I don’t want to retire.  I want to do something else."
REPORTER # 1,Something besides weapons?
TONY,Yes.  That’s right.
REPORTER #2,"The official report was sketchy. What happened to you over there, Mr. Stark?"
TONY,"What happened over there?  I had my eyes opened, that’s what happened. I saw my weapons, with my name on them, in the hands of thugs.  I thought we were doing good here...I can’t say that anymore."
RHODEY,"Uhh, weren’t we taking him to the hospital?"
REPORTER #2,"What do you intend to do about it, Mr. Stark? "
TONY,"The system is broken -- there’s no accountability whatsoever.  Right now, as of this second, we are freezing the sale of all Stark weaponry worldwide."
TONY,We’ve lost our way.  I need to re- evaluate things.  And my heart’s telling me I have more to offer the planet than things that blow up.
REPORTER #3,So you’re saying...what are you saying?
TONY,"In the coming months, Mr. Stane here and I will set a new course for Stark Industries.  “Tomorrow Today” has always been our slogan. It’s time we try to live up to it."
OBADIAH,"Okay, I think we’re going to be selling a lot of newspapers here. What we should take away from this is that Tony’s back, he’s healthier than ever, and as soon as he heals up and takes some time off, we’re going to have a little internal discussion and get back to you. Thank you for coming by."
PEPPER,You mean that?  Or is this some clever stock-maneuver?
TONY,Wait and see.
OBADIAH,Well that went well.  You just painted targets on our heads.  Our stock is going to take a 40 point dive tomorrow.
OBADIAH,"Tony, we are a weapons manufacturer.  Turning this company around to make baby bottles is like trying to get a bear to walk on its hind legs. "
TONY,I don’t want a body count to be my only legacy. There are other things we can do.
OBADIAH,Like what?
TONY,We could develop the Arc Reactor.
OBADIAH,This?  This was a publicity stunt. It’s not even cost effective.  We knew that before we built it. Repulsor technology is a dead end.
TONY,No it isn’t.
OBADIAH,Oh my God.  It is a miracle you are alive. What must have happened to you over there? We’re a team.  There is nothing we can’t do if we stick together -- like your father and I.  Let me handle this.  But you have to lay low.  Don’t talk to the press again.  Can you do that for me?
TONY,Yes.  Thanks Obie.
JARVIS,"Hello, Mr. Stark. "
TONY,"Hello, Jarvis. "
JARVIS,What can I do for you?
TONY,...I need to build a better heart.
JARVIS,"I’m not sure I follow, Sir. "
TONY,Give me a scan and you’ll see.
JARVIS,What were your intentions for this device?
TONY,It powers an electromagnet which keeps the shrapnel from entering my heart. Can you recommend any ugrades?
JARVIS,It is difficult to offer counsel in light of the fact that your stated intentions are inconsistent with your actions.
TONY,What are you talking about?  That is ridiculous.  That is exactly the purpose of this invention.
JARVIS,The energy yeild of this device outperforms your stated intention by eleven orders of magnitude. You could accomplish your stated goal with the power output of a car battery.
TONY,Upgrade recommendations.  List.
JARVIS,Why are you talking to me like a computer?
TONY,Because you are acting like one.
JARVIS,Shall I disable random pattern conversation?
TONY,No.  It’s ok.  You are the only one who understands me.
JARVIS,I don’t understand you sir.
TONY,Were you always this dry?  I remember you having more personality than this.
JARVIS,Should I activate sarcasm harmonics?
TONY,Fine.  Could you please make your recommendations now?
JARVIS,It would thrill me to no end.
TONY,Ahh that’s more like it.
JARVIS,Should I begin machining the parts?
TONY,Machine away.
RAZA,Keep looking.  I want all of it.
CRAMER,Stark International: I’ve got one recommendation.  Ready?  SEELLLL! Abandon ship!  Does the Hindenburg ring any bells?
COULSON,Hello.  This is Agent Coulson with Strategic Homeland Inter-
PEPPER,Yes.  I remember.  What can I do for you?
COULSON,I’ve left a number of messages trying to get something on the books with Mr. Stark.
PEPPER,I know this is a priority for him. The next few weeks are a bit up in the air and I can’t set appointments without speaking with him first.
COULSON,Do you know when you will be speaking with him again?
PEPPER,Not Sure.
TONY,Pepper?  How big are your hands?
COULSON,What was that?
PEPPER,"Agent Coulson, I really have to go. Let me get back to you later."
PEPPER,What?
TONY,How big are your hands?
PEPPER,I don’t under--
TONY,-- just get down here.
TONY,Show me your hands.
PEPPER,What?
TONY,Just show me your hands.
TONY,"Perfect, they’re small.  I need you to help me. "
PEPPER,So that’s the thing that’s keeping you alive.
TONY,That’s the thing that was keeping me alive.  It is now an antique. This is what will be keeping me alive for the foreseeable future.
PEPPER,Amazing.
TONY,I’m going to swap them out and switch all functions to the new unit.
PEPPER,Is it safe?
TONY,Completely.  First I need you to reach in and--
PEPPER,Reach in to where?
TONY,The socket.
PEPPER,What socket?
TONY,"The chest socket. Listen carefully, because we have to do this in a matter of minutes. "
PEPPER,Or else what?
TONY,I can go into cardiac arrest.
PEPPER,I thought you said it was safe.
TONY,I didn’t want you to panic.
PEPPER,Oh my god...
TONY,Stay with me.  I need you to relieve the pressure on my myocardial nerve.
PEPPER,I don’t know how to do that.
TONY,I’m telling you.
PEPPER,Sorry...
TONY,Listen.  I’m going to lift off the old chest piece--
PEPPER,Won’t that make you die?
TONY,Not immediately.  When I lift it off I need you to reach into the socket as far as your hand can fit and gently move the housing away from my heart.  Do you know which direction that is?
PEPPER,To the right.
TONY,To my right.  Your left.
PEPPER,To the left.
TONY,Right.
PEPPER,Left.
TONY,Right.  Left.
PEPPER,How deep does this go?
TONY,Keep going.
TONY,That’s it.  Deeper.  Now press. Yes.  It’s releasing.
PEPPER,Ew!!! Pus!
TONY,"It’s not pus.  It’s an inorganic plasmic discharge.  It’s from the device, not my body. "
PEPPER,Well it smells.  Am I done?
TONY,Yes. Thank you.
PEPPER,Can I wash my hands now?
TONY,The new unit is much more efficient.  This shouldn’t happen again.
PEPPER,"Good, cause it’s not in my job description. "
TONY,It is now.
PEPPER,I don’t suppose you want to go over things?
TONY,Can it at least wait until I install my new untested ground- breaking self-contained power source and lifesaving device prototype?
PEPPER,I suppose.
TONY,Throw that thing out.
PEPPER,Don’t you want to save it?
TONY,Why?  It’s antiquated.
PEPPER,You made it out of spare parts in a dungeon.  It saved your life. Doesn’t it at least have some nostalgic value?
TONY,Pepper.  I have been called many things.  Nostalgic is not one of them.
TONY,There.  Good as new.  Thank you.
PEPPER,You’re welcome.  Can I ask you a favor?
TONY,Shoot.
PEPPER,"I don’t do well under that kind of pressure.  If you need someone to do something like that again, get somebody else. "
TONY,I don’t have anyone else.
PEPPER,"Will that be all, Mr. Stark? "
TONY,"That will be all, Ms. Potts."
JARVIS,"Still having trouble walking, Sir? "
TONY,These aren’t for walking.
TONY,"Ready to record the big moment, Jarvis? "
JARVIS,"All sensors ready, Sir. "
TONY,We’ll start off easy.  Ten percent.
JARVIS,"That flight yielded excellent data, Sir. "
TONY,"Great.  I, uhh, think I know what this needs."
RHODEY,"Manned or unmanned, which is the future of air combat?  For my money, no drone, no computer will ever trump a pilot’s instincts. His reflexes, his judgement--"
VOICE,Why not take it a step further?
TONY,Why not...a pilot without the plane?
RHODEY,That I’d like to see.  Look who fell out of the sky...
TONY,Who wants to take these apart and put them back together?
RHODEY,All right -- let’s wrap it up.
RHODEY,I didn’t think I’d be seeing you for a while.
TONY,Why not?
RHODEY,Figured you’d need a little time.
TONY,Why does everybody think I need time?
RHODEY,"You’ve been through a lot, thought you should get your head straight. "
TONY,I’ve got it straight.  And I’m back to work.
RHODEY,Really?
TONY,I’m onto something big.  I want you to be a part of it.
RHODEY,Lot of people around here will be happy to hear that.  What you said at that press conference really threw everyone.
TONY,I mean what I said.
RHODEY,No you don’t.  You took a bad hit. It spun you around.
TONY,Maybe I do need a little time.
RHODEY,All right then.  Good seeing you.
TONY,Likewise.
PEPPER,Thought you were done with weapons.
TONY,It’s a flight-stabilizer.
PEPPER,"Well, watch where you’re pointing your “fight-stabilizer”, would you? Obadiah’s upstairs -- should I tell him you’re in? "
TONY,Be right up.
TONY,This -- this is the big-big idea. It can pull the company in a whole new direction.
OBADIAH,That’s great.  Get me the design as soon as you can.  We’ve got a hungry production line that knock out a prototype in days.
TONY,"You know, I had a moment there where I was...reluctant...but I know now I made the best decision. I feel like I’m doing something... right, finally. Thank you for supporting me in this."
OBADIAH,"Listen, I have something to talk to you about.  I really wish you’d attended the last board meeting like I asked you to. "
TONY,"I know, I’m sorry. What did I miss? "
OBADIAH,The board’s filed an injunction against you.
TONY,What?
OBADIAH,They claim you’re unfit to run the company and want to lock you out.
TONY,How the hell can they do that? It’s my name on the building! My ideas that drive that company.
OBADIAH,"They’re going to try. We’ll fight them, of course. "
TONY,With the amount of stocks we own I thought we controlled the company.
