character,line
YON-ROGG,"This is a dangerous mission, we must all be ready to join the collective if that is our fate today. For the good of all Kree!"
"VERS, BRON-CHAR, KORATH, MINN-ERVA AND ATT-LASS",For the good of all Kree!
YON-ROGG,"Vers, track Soh-Larr's beacon. Att-Lass and Minn-Erva find elevation."
MINN-ERVA,Locals on the periphery. Maybe a dozen.
YON-ROGG,Minn-Erva?
MINN-ERVA,Do you read me? Anybody copy?
YON-ROGG,Repeat.
VERS,His beacon's coming from that temple. Let's move.
YON-ROGG,"No. This is the perfect spot for an ambush. Only one way in, only one way out."
BRON-CHAR,And we have to pass the locals.
YON-ROGG,We don't know if they are locals. Too risky.
VERS,You don't have to go with me. I'll go alone.
YON-ROGG,No! You won't.
YON-ROGG,"Right. Keep a close radius, we lose comms we meet back at the Helion. Come on."
MINN-ERVA,"Att-Lass, you getting this?"
ATT-LASS,Copy. I see them.
YON-ROGG,Get back!
BRON-CHAR,Commander!
YON-ROGG,Get back. Back!
YON-ROGG,"Minn-Erva, do you have eyes on this?"
YON-ROGG,Get back! Minn-Erva!
MINN-ERVA,Does anybody copy?
YON-ROGG,I don't want to hurt you. Get back! Stay back!
ATT-LASS,"They're locals. I found two dead, no green. They're just starving."
VERS,HGX-78
SOH-LARR,TRT79-VVX6
BRON-CHAR,Get back!
YON-ROGG,Skrulls!
YON-ROGG,Vers? Skrulls! It's an ambush.
YON-ROGG,Vers!
BRON-CHAR,Incoming!
YON-ROGG,Back to the Helion!
YON-ROGG,Vers? Do you copy?
VERS,How did you know the code?
GENERAL TALOS,How about I tell you my secret? When you tell me yours?
SKRULL TECH,Let's open her up.
GENERAL TALOS,Where are we?
SKRULL SCIENTIST,Stand by.
MARIA,Where's your head at?
VERS,In the clouds. Where's yours?
MARIA,On my shoulders. About to show these boys how to do it. You ready?
VERS,"Higher, further, faster baby."
MARIA,That's right.
GENERAL TALOS,This can't be right.
GENERAL TALOS,Go back even further.
BOY,You're going too fast. You need to go slow.
GENERAL TALOS,Who is this person? Are we in the right...?
JOSEPH DANVERS,What the hell are you thinking? You don't belong out here!
SKRULL SCIENTIST,I think we went back too far.
VERS,You let him drive.
SKRULL SCIENTIST,Let me try something.
CADETS,You don't belong out here! You're not strong enough! You'll kill yourself!
DRILL INSTRUCTOR,They'll never let you fly.
GENERAL TALOS,Am I the only one who's confused here?
PILOT,"You're a decent pilot, but you're too emotional. You do know why they call it a cockpit, don't you?"
VERS' BROTHER,"Huge rumble throughout the cosmos shook the moon and the sun and the stars in the sky. And so, little Alouette flew up throughout the night."
VERS,Did you see her? It's Alouette.
MARIA,"Get your butt's inside, it's time to eat."
CAROL,Prepare for takeoff Lieutenant Trouble.
GENERAL TALOS,Charming memory.
SKRULL SCIENTIST,Hang on. I think I got it.
WENDY LAWSON,Goose likes you. She doesn't typically take to people.
VERS,Early start to your morning.
WENDY LAWSON,"Ah. Late night actually, I can't sleep when there's work to do. Sound familiar?"
VERS,Flying airplanes never feels like work.
WENDY LAWSON,Wonderful view isn't it?
VERS,I prefer the view from up there.
WENDY LAWSON,You'll get there soon enough Ace.
GENERAL TALOS,"Wait, wait, wait. That's her. Get her back."
SKRULL SCIENTIST,Stand by.
WENDY LAWSON,Sound familiar?
WENDY LAWSON,Wonderful view isn't it?
VERS,I prefer the view from up there.
WENDY LAWSON,You'll get there soon enough...
GENERAL TALOS,What's that on her shirt? I couldn't read it.
WENDY LAWSON,Sound familiar?
WENDY LAWSON,Wonderful view isn't it?
VERS,I prefer the view from up there.
WENDY LAWSON,You'll get there soon enough...
GENERAL TALOS,Focus.
VERS,Excuse me?
GENERAL TALOS,Look down.
GENERAL TALOS,"Focus. Pegasus, Dr. Wendy Lawson. That's her."
CAROL,Can you hear that?
GENERAL TALOS,Do we have the location?
SKRULL TECH,Got it.
GENERAL TALOS,Now track Lawson until we find the energy signature.
GENERAL TALOS,Interesting.
GENERAL TALOS,Huh. Hold on. Go back right before this. Go back.
CAROL,"That's no MIG, Lawson."
GENERAL TALOS,"This is it. Now, let me see where you're headed. That's right, look at the coordinates. Focus. Open, please. That's it. That's it. You're almost there.You're almost there. Don't fight it. Focus!"
GENERAL TALOS,Get her back. Get her back now!
SKRULL SCIENTIST,This doesn't make any sense.
GENERAL TALOS,Do we have any information we can act on?
SKRULL SCIENTIST,Just that Lawson was somewhere on the Planet C53. We're on our way.
GENERAL TALOS,"Then dig, dig, dig, deeper. Lawson is our link to that lightspeed engine! And everything we're after..."
GENERAL TALOS,Oh. That did something. Try that again.
SKRULL,Oh-uh.
GENERAL TALOS,Not yet!
VERS,What did you do to me?
GENERAL TALOS,We're just after a little information.
VERS,What did you put in my head?
GENERAL TALOS,Nothing that wasn't already there.
VERS,But those aren't my memories.
GENERAL TALOS,"Yeah, its like a bad trip in there. I'm not surprised you can't keep it straight. They really did a number on you."
VERS,Enough of your mind games! What do you want?
GENERAL TALOS,We're looking for the location of a Doctor Lawson and her light speed engine.
VERS,I don't know any Doctor Lawson.
GENERAL TALOS,Then why is she in your head?
VERS,You wouldn't know how these things come off would ya? No? Fine.
VERS,Hey!
TALOS,Leaving so soon? We're just getting to know each other.
VERS,Vers to Star Force Command. Do you read me?
VERS,Hello? Do you copy?
VERS,"Hi, I'm Vers. Kree Star Force. Is this C-53? Do you understand me? Is my universal translator working?"
SECURITY OFFICER,"Yeah, I understand you."
VERS,"Oh, good. Are you in charge of security for this district?"
SECURITY OFFICER,Sort of. The movie theatre has its own guy.
VERS,Where can I find communications equipment?
VERS,Thank you.
GENERAL TALOS,"Track the pod, find the girl. She knows more than she knows."
GENERAL TALOS,"Hey, this one's taken."
VERS,Come on.
YON-ROGG,"Vers. Verify, CTC39."
VERS,"GRX31600, and I'm fine thank you for asking. Is everyone ok, what happened?"
YON-ROGG,Skrull ambush. I thought we'd lost you. Did you find Soh-Larr?
VERS,"It wasn't Soh-Larr. Talos simmed him, even knew his code."
YON-ROGG,That's impossible. That code was buried in his unconscious.
VERS,"The Skrulls messed with my mind. The machine that they used, I think it was how they extracted Soh-Larr's code."
YON-ROGG,"Vers, where are you?"
VERS,I'm on planet C-53. The Skrulls are looking for someone named Lawson.
YON-ROGG,Who?
VERS,She's... who I see...
YON-ROGG,"She's what? Vers. Vers, what?"
VERS,"She's a scientist. They think that she's cracked the code on light speed tech. I have to get to her before they do, or else they'll be able to invade new galaxies."
YON-ROGG,No. You've been caught once already. How far to C-53?
BRON-CHAR,Closest jump point is 22 hours.
YON-ROGG,"Vers. Hold your position until we get there, keep your comms online so that we can contact you."
VERS,No! What if they get a hold of it before...
YON-ROGG,Vers? Vers!
KORATH,"If the Skrulls have got to her, she's compromised."
YON-ROGG,She's stronger than you think.
BRON-CHAR,Have you visited C-53?
MINN-ERVA,"Once, it's a real shithole."
COULSON,You call this in?
FURY,"Excuse me miss, do you know anything about a lady who went through the roof of that Blockbuster over there? Witness says she was dressed for laser tag."
VERS,"Oh. Yeah, I think she went that way."
FURY,"Ah. I'd like to ask you some questions. Maybe give you the 4-1-1 on late night drop-bys. Could I see some identification, please?"
VERS,Vers. Kree Star Force. We don't carry identification on metal cards.
FURY,Vers. Star Force. How long are you planning on being in town?
VERS,"Oh, I'll be out of your hair as soon as I track down the Skrulls which are infiltrating your planet."
FURY,Skrulls?
VERS,"Shape-shifters. They can transform into any lifeform down to the DNA. Oh boy, you guys don't have a clue do you?"
FURY,"Oh, oh, oh, oh. Hold on. How do we know that you're not one of those... shapeshifters?"
VERS,Congratulations Agent Fury. You have finally asked a relevant question.
FURY,Oh! Congratulations to you Star Force Lady. You're under arrest.
STAN LEE,"Trust me, true believer. Trust me-"
STAN LEE,"Trust me, true believer."
COULSON,Train's heading for a tunnel up ahead.
FURY,Let's greet them at the station.
COULON,"Fury, this is Agent Colson. Umm, I'm still here at the Blockbuster and where did everybody go? I've finished collecting evidence."
BIKER,Nice scuba suit.
BIKER,"Line up honey, heh? Got a smile for me?"
MEDICAL EXAMINER,"All life on Earth is carbon-based, not this guy. Whatever he runs on, it's not on the periodic table."
FURY,You're saying he's not from around here?
MEDICAL EXAMINER,"Hey, how's your eye?"
FURY,"Well, I'd say fine. But it can't believe what it's seeing."
DIRECTOR,"You said, that this thing looked like Coulson?"
FURY,Talked like him too.
DIRECTOR,The woman said that there were more?
FURY,The word she used was infiltration.
DIRECTOR,Belive her?
FURY,Not 'till I say this.
DIRECTOR,What's your plan?
FURY,"I got to find Blockbuster girl. I got word on a motorcycle thief which fits her description. She can tell us why these lizards are here, maybe she can tell us how to kick them to the curb."
DIRECTOR,Good. Do it alone though. Can't trust anyone. Not even our own men.
FURY,Yes sir.
DIRECTOR,"Wow, they're ugly bastards aren't they?"
MEDICAL EXAMINER,"Yeah, well. They're not Brad Pitt sir."
DIRECTOR,Safe journey to the beyond my friend. I will finish what we started.
MEDICAL EXAMINER,I wouldn't get too close there boss.
DIRECTOR,No-one in or out.
BARTENDER,What can I get ya?
VERS,Where was this photograph taken?
BARTENDER,At an airport?
VERS,Where's Pegasus?
FURY,That's classified. Not unlike the file I started on you.
FURY,But I see you changed it up a bit since then. Grunge is a good look for you.
VERS,Did you have a rough day Agent Fury?
FURY,"It's cool. You know, space invasion, big car chase, got to watch an alien autopsy. Typical 9 to 5."
VERS,So you saw one?
FURY,I was never one to believe in aliens. But I can't unsee that.
VERS,This is gonna get a little awkward but I gotta ask.
FURY,You think I'm one of those green things.
VERS,Can't be too careful.
FURY,You are looking at 100 percent red-blooded Earthman.
VERS,I'm afraid I'm gonna need proof.
FURY,We talking cheek swab or urine sample.
CAROL,No. The DNA would match.
FURY,Well my AOL password.
VERS,Skrulls can only assume recent memories of their host bodies.
FURY,Oh oh! You wanna get personal.
VERS,Where were you born?
FURY,"Huntsville, Alabama. But technically I don't remember that part."
VERS,Name of your first pet.
FURY,Mr. Snuffers.
VERS,Mr. Snuffers?
FURY,That's what I said. Did I pass?
VERS,Not yet. First job?
FURY,"Soldier, straight out of high school. Got the ranks of full breed Colonel."
VERS,And then?
FURY,Spy.
VERS,Where?
FURY,"It was the Cold War, we were everywhere. Uh... Belfast, Bucharest, Belgrade, Budapest."
VERS,Now?
FURY,"Been riding a desk for the past few years, trying to figure out where our future enemies are coming from. Never occurred to me that they'd be coming from above."
VERS,Name a detail so bizarre a Skrull could never fabricate it.
FURY,"If toast is cut diagonally, I can't eat it. You didn't need that did you?"
VERS,"No. No, I didn't. But I enjoyed it."
FURY,Ok. Your turn. Prove you're not a Skrull.
FURY,And how is that supposed to prove to me that your not a Skrull?
VERS,It's a photon blast.
FURY,And...?
VERS,A Skrull can't do that. So a full-bred colonel turned spy turned SHIELD agent must have pretty high-security clearance. Where's Pegasus?
FURY,"So the Skrulls are alien races which infiltrate and overtake alien planets. And you're a Kree, a race of noble warriors."
VERS,Heroes. Noble warrior heroes.
FURY,So um. What do Skrulls want with Dr. Lawson?
VERS,They believe she developed a light speed engine at Pegasus.
FURY,"Light speed engine? I've got to admit, that's not the craziest thing I've heard today."
VERS,"Well, it's still early."
FURY,"And you, what do you want?"
VERS,To stop the Skrulls before they become unstoppable.
FURY,"And...? Look, war is a universal language. I know a rogue soldier when I see one, you've got a personal stake in this."
SECURITY CHECKPOINT,"This is a government property, turn your vehicle around."
FURY,"Nicholas Joseph Fury, Agent of SHIELD."
SECURITY CHECKPOINT,Place your thumb on the pad. One moment.
VERS,"Nicholas Joseph Fury, you have three names?"
FURY,"Everybody calls me Fury. Not Nicholas, not Joseph, not Nick. Just Fury."
VERS,What does your mom call you?
FURY,Fury.
VERS,What do you call her?
FURY,Fury.
VERS,What about your kids?
FURY,"If I have them, they'll call me Fury."
SECURITY CHECKPOINT,You're cleared for access.
FURY,Thank you.
FURY,"Oh, hold up. You look like somebody's disaffected niece. Put that on."
VERS,What is this?
FURY,It's the SHIELD logo.
VERS,Does announcing your identity on clothing help with the covert part of your job.
FURY,Said the space soldier who was wearing a rubber suit.
FURY,Lose the flannel.
SECURITY,How can I help you?
FURY,We're agents of SHIELD.
VERS,We're looking for a woman named Lawson.
FURY,A Dr. Wendy Lawson.
VERS,Do you know her?
SECURITY,Follow me.
VERS,Hmm.
FURY,"Are you familiar with the phrase ""Welcome Wagon""?"
VERS,No.
FURY,"Well, this ain't it."
VERS,Is that a communicator?
FURY,Yeah. State-of-the-art two-way pager.
VERS,Who are you paging?
FURY,"My mom. Don't worry, I didn't mention you."
FURY,After you.
VERS,Impressive.
FURY,Oh. You should see what I can do with a paperclip.
FURY,"Hey, there. How are you?"
FURY,Oh my goodness. Look at you. Just look at you. Aren't you the cutest little thing.
FURY,"Aren't you cute? And what's your name, huh? What's your name? ""Goose"", cool name for a cool cat."
VERS,Fury.
FURY,I'll be back.
FURY,Oh. Let me get my fingerprint out. Just let me unravel this puppy.
FURY,You sat there and watched me play with tape? When all you had to do was...
VERS,I didn't want to steal your thunder.
VERS,Huh. Lawson.
VERS,Ha. Lawson's plan for the light-speed engine. I wonder why they terminated the project.
FURY,"Um, maybe because she's cuckoo."
VERS,Kree glyphs?
FURY,Hmm?
VERS,Lawson is not cuckoo. She's Kree.
FURY,"Well, she's dead."
VERS,What?
FURY,"She crashed the ASIS aircraft during an unauthorized test flight. Took a pilot down with her. That's why security here's so unfriendly. They're covering up a billion dollar mistake. Oh, and your light-speed engine is toast."
VERS,When did this crash happen?
FURY,Six years ago. 1989.
VERS,Who was the pilot?
FURY,"Um, most of this thing's redacted but there is a testimonial here from a Maria Rambeau. Last person to see them both alive."
FURY,You OK?
VERS,Mm-hmm.
FURY,Back in a minute.
LAWSON,This isn't about fighting wars. It's about ending them.
VERS,I know Lawson was Kree. She was here on C-53 and died in a plane crash. Do you know anything about this?
YON-ROGG,"I just discovered a mission report sent from C-53. There's only so much I'm cleared to tell you Vers, but...  Lawson was an undercover Kree operative named Mar-Vell. She was working on a unique energy core. Experimenting with tech that apparently could help us win the war."
DIRECTOR,Still here?
FURY,She's co-operating with the investigation sir.
DIRECTOR,You men stay here.
DIRECTOR,I want to question her alone. Excellent work Nicholas.
VERS,Does it say anything about me?
YON-ROGG,"Anything about you? No, of course not. Why would it?"
VERS,I found evidence that I had a life here.
YON-ROGG,On C-53?
VERS,Mar-Vell is who I see in the Supreme Intelligence. I knew her. And I knew her as Lawson.
YON-ROGG,This sounds like Skrull simulation Vers.
VERS,No its not! 'Cause I remember I was here!
YON-ROGG,Stop! Remember your training. Know your enemy. It could be you. Do not let your emotions undermine your judgment.
FURY,"She's on sub-level 6. I'll get off on 5, take the stairs in case she runs for it. Do a pincer move, like we did in Havana."
DIRECTOR,Right. Like we did in Havana.
YON-ROGG,We're nearing the jump-point. Leave your beacon on so I can find you. We'll get to the bottom of this Vers. Together.
VERS,Ok.
FURY,Vers!... Vers!
AGENT,Fury's colluding with the target.
COULSON,Then why did he call us in?
AGENT,All I know is that we take him in too. Dead or alive.
COULSON,Dead or alive?
DIRECTOR,Is it something I said?
DIRECTOR,"Now you know, I don't really need these to see.  But, they do kinda complete the look.  Don't you think?"
VERS,You called them in?
FURY,My bad!
AGENT,"Coulson, you have eyes on them?"
COULSON,They're not down here. Let's try up there.
FURY,What?
VERS,Your communicator. You obviously can't be trusted with it.
FURY,Do you know how to fly this thing?
VERS,Uh... we'll see.
FURY,That's a yes or no question.
VERS,Yes.
FURY,That's what I'm talking about!
FURY,We've got a stowaway.
VERS,Hang on Goose.
FURY,"Who's a good kitty huh? Huh Goose? Yes, that's right. Who's a good kitty Goose? You're a good kitty."
VERS,"See anyone you know? Funny story... I arrived on Hala, near dead, no memory... That was six years ago."
FURY,So you think you're the pilot that went down with Dr Lawson.
VERS,I'm saying that the last person to see them alive can probably tell us.
FURY,Maria Rambeau.
CAROL,Mmhmm. So how do we get to Louisianna?
FURY,Due East. Hang a right at Memphis.
VERS,"That agent, that stopped the Skrulls from fighting us..."
FURY,Coulson. New guy. Guess he doesn't hate me yet.
VERS,"Yeah well, give him time."
FURY,"I guess he had a feeling, went with his gut against orders. It's a really hard thing to do. That's what keeps us human."
VERS,I get in trouble for that. A lot.
FURY,I see that about you. Rescuing the guy how sold you out to the Skrulls. I guess that's not standard Kree operating procedure.
VERS,"Well, I won't tell your boss if you don't tell mine."
YON-ROGG,Ronan.
RONAN,The Accusors have completed their operation but the greater mission was a failure thanks to your team.
YON-ROGG,It was a trap. To lure our operative Vers to talk for her kidnapper.
RONAN,"Give us the location, we'll take care of the terrorist threat."
YON-ROGG,By bombing them out of the galaxy. No. We'll handle this.
RONAN,Several Skrulls anywhere is a threat to Kree everywhere. Where are they?
KORATH,They are...
YON-ROGG,"Lost. They are lost, for now. But we will find them."
RONAN,"Do so, or we will."
YON-ROGG,Maintain the course for C-53.
VERS,"Excuse me, I'm looking for Maria Rambeau."
MONICA,"Aunty Carol? Mom, it's Aunty Carol! I knew it, everybody said you were dead but we knew they were lying."
VERS,I'm not really who you think I am.
MARIA,That is the craziest shit I have ever heard.
MONICA,Green-transforming aliens? There's no such thing.
FURY,"You're absolutely right, young lady. There is no such thing. 'Cause if there were, we would want to keep that to ourselves."
VERS,You don't believe me.
MONICA,No way. That's so cool.
FURY,"Oh, ho. She can do a lot more than just make tea with those hands."
MONICA,Like what? Show us.
'VERS,Maybe later.
MONICA,"I kept all your stuff, I'll go get it."
VERS,You want to give her a hand with that?
FURY,Mmm??
MARIA,You don't remember anything?
VERS,"I see... flashes. Little moments, but I can't tell what's real. If I could just piece together what happened that morning, maybe it'll all make sense?"
MARIA,"You woke me up, banging on my door at dawn. Your usual move. Back then we had to get up so early, the Air Force still wasn't letting women fly combat, so testing Lawson's planes was our only shot at doing something that mattered. And you wanted to race to base, in your old Mustang, and I wasn't about to argue, 'cause I knew my Camaro would dominate. But you cheated, took a shortcut."
VERS,Since when is a shortcut cheating?
MARIA,Since it violates the pre-determined rules of engagement.
VERS,I definitely don't remember those.
MARIA,"Mmm, of course you don't. When I got to the hanger, Lawson was agitated, she said 'she had lives to save'. She was trying to take the Aces up herself, but you said..."
VERS,"'If there were lives at stake, I would fly the plane.'"
MARIA,"Yup. Big hero moment. The kind of moment we've both been waiting for. The Doc was always unique. That's why I liked her. But, now you're saying she's from another planet."
VERS,I know this must be hard for you.
MARIA,"What, this part right here? No, no. Know what's hard? Losing my best friend, in a mission so secret they act like it never even happened. Hard... is knowing you were out there somewhere, too damn stubborn to die. And now you come up in here after 6 years... with your super-charged fire-hands and you expect me to call you... I don't even know what... 'Vers'? Is that really who you are now?"
VERS,I don't know.
MONICA,Come look.
MONICA,This is me and you on Halloween.
MONICA,"I'm Amelia Earhart and you're Janis Joplin. Oh, this is you when you were little, you didn't get along with your parents so Mom said we became your real family."
MONICA,This is us on Christmas. I got more...
MONICA,Here's another picture of when you were little. And this is how you right after you graduated...
MONICA,"Oh wait. I forgot, your jacket. Mom doesn't let me wear it anymore after I spilled ketchup on it."
MARIA,That was all that survived the crash. Or so we thought.
VERS,Don't answer that.
MARIA,It's just my neighbor.
VERS,They can change into anyone.
TOM,Hi there.
VERS,What do you want?
TOM,Ummm...
MARIA,Hey Tom. This is my friend Carol.
TOM,"Pleased to meet you. Yow! Static electricity out here's no joke. I noted that peculiar bird you got parked by the road, and I was just wondering if you'd mind if I bring the boys over to get a closer looksie?"
VERS,A closer looksie?
TOM,Yeah.
VERS,"To see the bird parked out by the road. You're really working overtime to sell this one, aren't you Talos?"
MARIA,"I'm sorry. Tom, this isn't really a good time. I'll come by tomorrow? Okay?"
TOM,Uhh...
MARIA,Okay.
TALOS,"You know, you really should be kinder to your neighbors. You never know when you're gonna need to borrow some sugar."
TALOS,"Now, hang on a second, before you go swinging those jazz hands around, making a mess in your friend's house - and... it's a lovely home."
MARIA,Oh my God. What the hell?!
TALOS,"No one's gonna hurt the girl. Just, don't kill me. That would really complicate the situation."
FURY,I'm about five seconds from complicating that wall with some ugly-ass Skrull brains.
TALOS,I'm sorry I simmed your boss. But now I stand before you as my true self. Without deception.
VERS,"And who is that, out there?"
TALOS,"Okay, that's a fair point. But I'm sure that you understand, I had to take some precautions. I saw you crush 20 of my best men with your hands bound. I just wanna talk."
VERS,"Last time we talked, I ended up hanging from my ankles."
TALOS,"That was before I knew who you were. Before I found what made you different from the others. I have an audio recording from Pegasus, of your voice, from a plane crash six years ago. On a device I believe you call a 'black box'."
MARIA,They told me it was destroyed in the crash. How'd you get it?
TALOS,Does she not understand? Young lady I have a special skill that kinda allows me to get into places I'm not supposed to be.
MARIA,"Call me young lady again, and I'm gonna put my foot in a place it's not supposed to be."
TALOS,Am I supposed to guess where that is?
FURY AND MARIA,Your ass.
TALOS,"Okay, I get it. We're all a little on edge here. But look, I just need your help decoding some coordinates. If you sit down, you listen to this, I assure you, it'll be worth your while."
CAROL,Call your buddy back inside and I'll listen.
TALOS,Deal.
TALOS,Oh my God! Get that thing away! How'd that get in here?
VERS,"The cat? This isn't what you're afraid of, is it?"
TALOS,That's not a cat. That's a Flerken.
FURY,A Flerken?
MONICA,Mom?
MONICA,Why can't I listen to?
VERS,What's happening?
FURY,It's loading.
LAWSON,"Punch in the coordinates. 5229, -47, 8.768, 0.2."
VERS,Copy that. Where are we going Doc?
LAWSON,My laboratory.
VERS,Your laboratory? What do you mean?
LAWSON,Oh no.
VERS,"Is that... Wait, what is that? It's not showing up on my radar."
LAWSON,Go Carol. Fly!
VERS,"That's no MIG, Lawson. Who the hell are they?"
LAWSON,"Those are the bad guys. Fly faster, now."
VERS,"Yes, ma'am. What do they want?"
LAWSON,Me. My work. I never should have brought you along.
VERS,Here come some G's. They're firing backward. Hold on!
VERS,Bail out! Bail out! Bail out! Stay with me Lawson!
MARIA,"Danvers, do you copy?"
VERS,"Yeah, I copy. We hit ground."
MARIA,Can anyone hear me?
VERS,Yeah. I copy! Doc?
VERS,Your blood... it's blue.
LAWSON,"Yeah, but, uh...how's my hair? Help me out."
LAWSON,I have to destroy it before they get here.
VERS,What? Lawson?
LAWSON,You remember what I said about our work here? What it's for?
'VERS,' To end wars?
LAWSON,"Yeah. But the wars are bigger than you know. Damn it! My name is not Lawson. My real name, is Mar-Vell and I come from a planet called Hala."
VERS,I would say that your delusional but we just got shot down by a spaceship and your blood is blue.
LAWSON,"Listen, I spent half my life fighting a shameful war. Now skedaddle before you give me any more regrets. Just remember the coordinates, okay? You've got to save them without me."
VERS,Save who? How?
LAWSON,I've got to blow this engine before they find it.
YON-ROGG,We have no interest in hurting you.
VERS,No?! Because all the shooting kinda gave me the wrong impression!
YON-ROGG,"The energy core, where is it?"
VERS,Pararescue's on the way. You have two minutes until you're surrounded.
YON-ROGG,Then I see no reason to prolong this conversation.
VERS,No wait. You mean that energy core?
MINN-ERVA,"Commander, she's still moving. Permission to fire?"
YON-ROGG,Hold your fire.
MINN-ERVA,There's nothing left. The core has been destroyed.
YON-ROGG,She absorbed its power. She's coming with us.
VERS,He lied to me.
VERS,Everything that I knew was a lie.
TALOS,Now you understand.
VERS,What? What do I understand now?
TALOS,Yon-Rogg killed Mar-Vell. He killed her. Because she found out that she was on the wrong side of an unjust war.
VERS,No. Your people are terrorists... that kill innocents. I saw the ruins on Torfa.
TALOS,"Ruins that the Accusers are responsible for. My people lived as refugees on Torfa. Homeless, ever since we resisted Kree rule and they destroyed our planet. Now the handful of us that are left, will be slaughtered next...unless you will help me finish what Mar-Vell started. The coordinates you found, would've powered a lightspeed ship capable of carrying us to safety. A new home, where the Kree can't reach us."
MARIA,"Lawson always told us that her work at Pegasus wasn't to fight wars, but to end them."
TALOS,She wanted you to help us find the core.
VERS,"Well, I already destroyed it."
TALOS,"No, you destroyed the engine. The core that powered it is in a remote location. If you help us decode those coordinates, we can find it."
VERS,You'll use it to destroy us.
TALOS,We just want a home. You and I lost everything at the hands of the Kree. Can't you see it now? You're not one of them.
VERS,You don't know me. You have no idea who I am. I don't even know who I am!
MARIA,"You are Carol Danvers. You are the woman on that black box risking her life to do the right thing. My best friend... who supported me as a mother, and a pilot when no one else did. You're smart and funny, and a huge pain in the ass. And you are the most powerful person I knew, way before you could shoot fire from your fist. You hear me? You hear me?"
TALOS,"I know I don't deserve your trust but you were our only lead. We discovered that your energy signature matched Mar-Vell's core. Now, we know why. If only you knew, the importance of it to me. I just need your help decoding the coordinates to Mar-Vell's lab."
CAROL,Those weren't coordinates. They're safe vectors.
