character,line
MANTIS,Oh. I was raised alone on Ego’s planet. I do not understand the intricacies of social interaction.
MANTIS,Can I pet your puppy? It is adorable.
DRAX,Yes...
MANTIS,AHH!
DRAX,That’s called a practical joke!
MANTIS,I liked it very much!
QUILL,"Give me a break! After all this time, and he just expects to be my Dad all of the sudden! "
GAMORA,I hear you.
QUILL,"I mean, this could be a trap - the Kree purists, the Ravagers, now the Sovereign - they all want us dead. "
GAMORA,"I know, but - "
QUILL,But what?
GAMORA,What was that story you told me about Zardu Hasselfrau?
QUILL,Who?
GAMORA,The wonderful television-singer man. He had a magic boat.
QUILL,David Hasselhoff?
GAMORA,Right.
QUILL,"He had a talking car, not a magic - "
GAMORA,Why did it talk again?
QUILL,"Just to be a good friend, I guess. "
GAMORA,"And as a child you carried his picture in your pocket, and you told the other children he was your father, but he was out of town -- "
QUILL,Shooting Knight Rider or touring with his band in Germany. Why are you bringing this up now? I was drunk when I told you that.
GAMORA,I love that story.
QUILL,"I don’t. It’s just sad! I was so sad because I’d see the other kids off playing catch with their dads, and I wanted that, more than anything in the world."
GAMORA,"My point is, maybe this man is your Hasselhoff. I know it’s a long shot. But I lost my father as a child. I’d give anything..."
GAMORA,"If he ends up being evil, we’ll just kill him."
GAMORA,What’s funny?
NEBULA,You’re leaving me with that fox?!
GAMORA,He’s not a fox.
GAMORA,Shoot her if she does anything suspicious. Or if you feel like it.
GAMORA,It will just be a couple days. We’ll be back before Rocket’s finished fixing the ship.
DRAX,What about your spool of songs?
QUILL,I have clones.
DRAX,What if the Sovereign come?
QUILL,There’s no way for them to know they’re here.
DRAX,I am uncertain about parting ways.
QUILL,You’re like an old woman.
DRAX,Because I am wise?
ROCKET,"Hope daddy isn’t as big of a dick as you, orphan boy."
QUILL,So what’s your goal here? To get everyone to hate you? ‘Cause it’s working.
QUILL,Can I ask you a personal question?
MANTIS,"Oh, no one has ever asked me a personal question! "
QUILL,"The antennae, what are they for? "
MANTIS,Their purpose?
DRAX,"Yes, Quill and I have a bet. "
QUILL,You’re not supposed to say that.
DRAX,"I say that if you are about to go through a doorway that is too low, your antennae will feel this, and stop you from being decapitated. "
QUILL,Just making clear - if it’s anything else - any other answer - I win?
MANTIS,They are not for feeling doorways.
DRAX,Damn. I just lost my entire life’s savings.
QUILL,Three pairs of pants.
MANTIS,I think they have something to do with my empathic abilities.
GAMORA,What are - ?
MANTIS,If I touch someone I can feel their feelings -
QUILL,You read minds?
MANTIS,No. Telepaths know thoughts. Empaths feel feelings. Emotions.
MANTIS,May I?
MANTIS,You feel love.
QUILL,"Yeah, I guess, yeah, I have sort of a general, unselfish love for everyone. "
MANTIS,"No, romantic, sexual love. "
QUILL,"No. No, I don’t."
MANTIS,For her.
QUILL,No.
DRAX,"She just told everyone your deepest, darkest secret, Quill! HAHAHAHAHAHA!!! "
QUILL,"What the hell, dude? That’s a total overreaction."
DRAX,DO ME! DO ME!
MANTIS,I have never felt such humor!
QUILL,You got to be kidding me.
QUILL,That’s so incredibly uncool.
GAMORA,Touch me. And the only thing you’re going to feel is a broken jaw.
MANTIS,"I can also alter emotions, to some extent. "
QUILL,Like what?
MANTIS,"If I touch someone who is sad I can ease them into contentment, for a short while. I can make a stubborn person compliant. But I mostly use it to help my Master sleep. He lies awake at night, thinking about his progeny."
DRAX,Do one of those on me!
MANTIS,Sleep.
GAMORA,Is that real?
QUILL,"It’s kind of like someone put a baby’s head on a big, muscular body, isn’t it?"
TALL RAVAGER,There!
BRAHL,"Ain’t so tough now without all your toys, are you?"
ROCKET,Crap.
YONDU,"Hey there, rat. "
ROCKET,"How’s it going, you blue idiot? "
YONDU,"Eh, not so bad. We got a pretty good gig. A golden gal with quite a high opinion of herself offered us a large sum to deliver you and your pals to her, so she can kill y’all."
NEBULA,Your friend. There’s too many of them. They’re going to kill him.
NEBULA,"He needs my help. If you care about him, you need to get me out of these bonds."
YONDU,"Pretty easy to find you, since we put a tracer on your ship back during the War over Xandar. "
ROCKET,"You give me your word you won’t hurt Groot, and I’ll tell you where the batteries are. "
YONDU,Lucky for you my word don’t mean squat. Otherwise I’d actually hand you over.
MONSTROUS RAVAGER,Otherwise you’d what?!
YONDU,We’ll take the batteries. They’re worth a a quarter mil on the open market -
MONSTROUS RAVAGER,That priestess offered us a million! A quarter is only one third of that!
YONDU,A quarter ain’t one-th -
OBLO,A quarter is four times a million! We’re in the money!
GEF THE RAVAGER,"No, idiot. A quarter is twenty- five. "
YONDU,No -
GEF THE RAVAGER,We can’t even buy a pair of boots with twenty-five units!
YONDU,"The point is, we aren’t stupid enough to help kill the Guardians of the Galaxy. We’d have the whole Nova Corps on us. "
KRAGLIN,"That ain’t right. I just gotta say it this one time, Cap’n."
KRAGLIN,"No matter how many times Quill betrays you, you protect him, like none of the rest of us much matter. I’m the one what sticks up for you, me and Tullk. "
MONSTROUS RAVAGER,"Damn straight, lad. You’re right: he’s going soft. S’pose it’s time for a change in leadership! "
KRAGLIN,Uh -
TULLK,Put you damn guns down!
ROCKET,"Hold on! There’s got to be some sort of peaceful resolution here! Or even a violent resolution, where I’m standing over there."
NEBULA,"Well, hello, boys."
NEBULA,It’s not ripe.
EGO,"Welcome, friends, to my world. "
QUILL,Wow. You have your own planet?
EGO,"But a trifle, no larger than your earth’s moon. "
DRAX,"Humility. I like it. I too, am extraordinarily humble."
QUILL,It’s beautiful.
EGO,"Peter, consider this a token of a father’s pride."
EGO,"A memorial to the War Over Xandar, when you single-handedly saved the galaxy. "
GAMORA,Single-handedly?
QUILL,Whoa. It’s perfect.
GAMORA,You’ve got to be kidding.
DRAX,Why am I dead? Why did you all kill me?!
GAMORA,That’s Ronan. That’s you.
DRAX,When was I that tiny?
GAMORA,"You own a planet and can destroy two dozen spaceships without a suit. What are you, exactly? "
EGO,"I’m what they call a Celestial, sweetheart."
QUILL,A Celestial. Like a... god?
EGO,"Small ‘g’, son. At least on the days I’m feeling humble as Drax."
EGO,"This form you see before you is only an extension of who I truly am. I don’t know where I came from, exactly."
EGO,"The first thing I remember is flickering, adrift in the cosmos - utterly and entirely alone."
EGO,I fed on the matter around me like plankton. I grew smarter and stronger.
EGO,I formed a sheathe to protect myself from the elements.
EGO,"And continued building from there, layer by layer, the very planet you walk on now. I built the spires reaching up to the sky and the tunnels burrowing into its depths. "
QUILL,Wow.
EGO,But I was no ant to be fulfilled solely by labor. I wanted more. I desired... meaning.
EGO,"There must be some life out there in the universe besides just me, I thought, and I set myself to task with finding it."
EGO,"I created what I imagined biological life might be like, down to the most minute detail. "
DRAX,Did you make a penis?
QUILL,Dude.
DRAX,"If he’s a planet, how did he make a baby with your mother? He would smush her. "
QUILL,"I don’t need to hear about how my parents, you know - "
DRAX,Why? My father would tell me the story of impregnating my mother every winter solstice.
QUILL,That’s disgusting.
DRAX,It was beautiful. You earthers have hang-ups.
EGO,"Yes, Drax, I’ve got a penis. "
QUILL,Oh my God.
EGO,"It’s not half bad. I’ve also got pain receptors, a digestive system, and all the accompanying junk. I wanted to experience what it truly meant to be human as I set out amongst the stars."
EGO,"I visited thousands of planets over thousands of years, one barren husk after the next until I found what I sought..."
EGO,Life. I was not alone in this universe after all.
QUILL,When did you meet my mother?
EGO,Not long after.
EGO,"It was with Meredith that I experienced love for the first time. I called her my river lily. And from that love, Peter, you."
EGO,"I searched for you for so long. When I heard a man from earth held an Infinity Stone in his hand without dying, I knew you must be the son of the woman I loved."
QUILL,If you loved her why did you leave her?
TULLK,You can’t do this!
TULLK,This is mutiny! Mutiny!
OBLO,"Cap’n, help me! Cap’n?!"
MONSTROUS RAVAGER,You’re the one what kilt those men by leading ‘em down the wrong path.
MONSTROUS RAVAGER,Because you’re weak.
MONSTROUS RAVAGER,And stupid.
MONSTROUS RAVAGER,It’s time for the Ravagers to once again rise to glory with a new Cap’n... TASERFACE.
ROCKET,I’m sorry.  Your name is... it’s ‘Taserface’?
TASERFACE,That’s right.
ROCKET,Do you... shoot tasers out of your face?
TASERFACE,It’s metaphorical!
ROCKET,For what?
TASERFACE,It’s a name what strikes fear in anyone what hears it!
ROCKET,"Really?... Okay, sure."
TASERFACE,You shut up! You’re next!
TASERFACE,"Udonta, I been waiting to do this for a long ti -"
TASERFACE,What?! What?!
ROCKET,"I’m sorry, I’m so sorry. I just keep imagining you waking up one morning, looking in the mirror, and, in all seriousness, saying ‘You know what would be a really kickass name? Taserface!’"
ROCKET,What was your second choice?! Scrotum Hat?!
TASERFACE,New plan. We’re killing you first.
ROCKET,"Well, dying is certainly better than having to live an entire life as a moronic shitbag who thinks ‘Taserface’ is a cool name."
NEBULA,That’s enough killing for today.
TASERFACE,Thought you were the biggest sadist in the galaxy.
NEBULA,That was when Daddy was paying my bills. The Priestess wants to kill the fox herself. And he - - has bounties on his head in at least twelve Kree provinces.
NEBULA,"I assure you, I am not as easy a mark as an old man without his magic stick or a talking woodland beast."
NEBULA,"I want ten percent of the take, and a couple more things."
KRAGLIN,We got a whole box of hands if that one don’t work out.
NEBULA,It’s fine.
KRAGLIN,You think them Kree is gonna execute the Cap’n?
NEBULA,The Kree consider themselves merciful. It will be painless.
KRAGLIN,"Well, there it is, best ship we got. The location of Ego’s planet’s in the nav. We’ll wire you the ten percent when we’s paid. What you gonna do with your share?"
NEBULA,"As a child my father would have Gamora and me battle one another in ‘training.’ Every time my sister prevailed my father would replace a piece of me with machinery, claiming he wanted me to be her equal. But she won, again and again and again.  Never once refraining. Because of them, I am this.  So after I murder my sister, I will buy a warship with every conceivable instrument of death. I will hunt my father like a dog and I will tear him apart slowly, piece by piece, until he knows some semblance of the profound and unceasing pain I know every single day."
KRAGLIN,"Yeah... I was talking about, like, a pretty necklace. Or a nice hat. Something that’ll make the other girls go ‘oooooo, that’s nice.’"
KRAGLIN,"Anyway, uh, happy trails."
QUILL,My mother told everyone my father was from the stars.
QUILL,She had brain cancer - so everyone thought she was delusional.
EGO,Peter -
QUILL,"Listen. I’d love to believe all of this, I really would - but you left the most wonderful woman ever, to die alone!"
EGO,"I didn’t want to leave your mother, Peter. But if I don’t return regularly to this planet, and the light within, this form will wither and perish -- "
QUILL,"So why didn’t you come back?! Why’d you send Yondu, a criminal, of all people, to fetch me?! "
EGO,"I loved your mother, Peter! I couldn’t stand to set foot on an earth where she wasn’t living! You can’t imagine what that’s like! "
QUILL,I know exactly what that’s like! I had to watch her die!
EGO,"Over the millions and millions of years of my existence I have made many mistakes, Peter. But you’re not one of them.  Please give me the chance to be the father she would want me to be."
EGO,"There are so many things I need to teach you. This planet, and the light within... they are a part of you. "
QUILL,What do you mean?
EGO,"Give me your hands, son.  Here. Hold them like that."
EGO,Now close your eyes and concentrate. Take your brain to the center of the planet.
EGO,Yes! Yes!
QUILL,Whoa.
EGO,"Yes, yes - it’s okay. Just relax. Concentrate. You can do it. Bring it back."
EGO,"Yes, yes, now - shape it -"
EGO,Feel the energy.
EGO,Yes.
EGO,"You’re home, Peter."
EGO,Here.
DRAX,How did you get here?
MANTIS,"Ego found me in my larva state, orphaned on my homeworld. He raised me by hand, and kept me as his own. "
DRAX,So you’re a pet?
MANTIS,I suppose.
DRAX,People usually want cute pets. Why would Ego want a hideous one?
MANTIS,I am hideous?
DRAX,"You’re horrifying to look at, yes."
DRAX,But it is a good thing.
MANTIS,Oh?
DRAX,"When you are ugly and someone loves you, you know they love you for who you are.  Beautiful people never know who to trust. "
MANTIS,"Well, then I am certainly grateful to be ugly! Poor Gamora. She can never trust anyone."
DRAX,Those pools remind me of a time I took my daughter to visit the Forgotten Lakes on my homeworld. She was like you.
MANTIS,Disgusting?
DRAX,Innocent.
MANTIS,"I have never met anyone like you, or your friends. You are filled with such... love.  It is a thing I did not know existed, not like this, and I think... I think it may be the very finest of all things. It both hurts and soothes the heart."
MANTIS,"Drax, there is something I must tell - "
GAMORA,What’s going on?
MANTIS,I am learning many things. Like I am a pet and ugly.
GAMORA,You’re not ugly. Drax.
GAMORA,"Mantis, can you show us where we’ll be staying? I’m getting eye-strain in this place."
GAMORA,Why are there no other beings on this planet?
MANTIS,The planet IS Ego. A dog would not invite a flea to live on his back.
GAMORA,And you’re not a flea?
MANTIS,I’m a flea with a purpose. I help him sleep.
GAMORA,What were you about to say to Drax before I walked out?
MANTIS,Nothing.
MANTIS,Your quarters are this way.
TASERFACE,We’ll deliver you to the Kree in the morning. Neither one of you gonna last much longer after that.
ROCKET,"Okay, Taserface. See you later, Taserface. Hey, Taserface, tell the other guys we said hi, Taserface!"
GEF THE RAVAGER,What about the little plant? Can I smash it with a rock?
TASERFACE,"No, Gef! It’s too adorable to kill. Bring it to the tailor."
ROCKET,"No offense, but your employees are a bunch of jerks. "
YONDU,I was a Kree battle-slave for twenty years when Stakar freed me. He offered me a place in the Ravagers. Said all I needed to do was adhere to the code. But I was young and greedy and stupid - like you stealing those batteries.
ROCKET,That was mostly Drax.
YONDU,"Me and Stakar, and the other captains - we weren’t so different from you and your friends. The only family I ever had. But I broke the code. They exiled me. "
YONDU,These ones here are the ones who followed - of course they’re jerks. Which is what I deserve.
ROCKET,"Slow down, drama queen. You might deserve this, but I don’t. We gotta get out of here. "
YONDU,Where’s Quill?
ROCKET,Went off with his old man.
YONDU,Ego?
ROCKET,Yeah. It’s a day for dumbass names.
ROCKET,"You smiled and for a second I got a warm feeling, but then it was ruined by those disgusting-ass teeth. Ever heard of floss?"
YONDU,You’re like a professional asshole or - ?
ROCKET,Pretty much a pro. Why didn’t you deliver Quill to Ego like you promised?
YONDU,"He was skinny, could fit into places we couldn’t. Good for thieving."
YONDU,I got an idea on how to get outta here. But we’re gonna need your little friend.
RETCH,Lil’ feller’s all worked up! Needs a drank!
RETCH,Lookit how cute it is when it’s all riled up!
HALF-NUT,It’s Goddang precious!
YONDU,"Hey, twig. C’mere."
ROCKET,"Oh, man. What’d they do to you? "
YONDU,"Hey, you wanna help us get outta here?"
YONDU,"There’s something I need you to get, and bring back to me."
YONDU,"In the Cap’n’s quarters, there’s a prototype fin, like the thing I wore on my head."
YONDU,There’s a drawer next to the bunk. It’s inside that.  It’s red.  You got it?
YONDU,That’s my underwears.
ROCKET,"Yeah, I was pretty sure he didn’t know what you were talking about. You have to explain it more careful. "
YONDU,All right. It’s a prototype fin -
ROCKET,"That’s an orloni. It’s a fin, Groot. "
YONDU,You explain it this time.
YONDU,That’s Vorker’s eye. He takes it out when he sleeps.  Go look again.
ROCKET,But leave the eye here.
