character,line
PETER,I found the case. I found the case. I found the case.
PETER,“A minor upgrade”?
PETER,Whoa. Oh my God.
HAPPY,Put it on.
PETER,What the...? This is the coolest thing I’ve ever seen-
HAPPY,Let’s go.
PETER,"But, yeah. Well, I don’t understand. Is it for me?"
PETER,"Happy, Happy, wait."
PETER,This is insane. Insane. Look at this thing. Look. Look at the eyes. This is the greatest day of my life.
HAPPY,Let’s go.
PETER,Okay.
HAPPY,Come on.
PETER,"Okay, there’s Captain America, Iron Man, Black Widow. Whoa. Who’s that new guy?"
TONY,Underoos!
PETER,"Oh, that’s me. I gotta go. I gotta go."
PETER,"Hey, everyone."
PETER,"Okay, so the craziest thing just happened, right? I just had a fight with Captain America and I stole his shield and I threw it at him-"
PETER,What the hell? He’s big now. I gotta go. Hang on.
PETER,Whoa!
PETER,"It was the most amazing thing that’s ever happened! So Mr. Stark was like, “Hey, Underoos!” and I just sort of flipped in and I stole Cap’s shield. I was like, “Hey, what’s up, everybody?” And then..."
PETER,"Hey, just a second! Coming!"
PETER,Hey.
HAPPY,We have thin walls here.
TONY,"What are you doing, a little video diary?"
PETER,Yeah.
TONY,It’s all right. I’d probably do the same.
HAPPY,I told him not to do it. He was filming everything.
TONY,It’s okay.
HAPPY,I’m gonna wipe the chip.
TONY,"Hey, hey, hey, hey, hey. You know what? We should actually... We should make an alibi video for your aunt anyway. You ready?"
PETER,"Yeah, hold on."
TONY,We rolling?
PETER,An alibi? Sure.
TONY,Get in the frame.
PETER,Okay.
TONY,"Hey, May. How you doing? What are you wearing? Something skimpy, I hope."
TONY,"Peter, that’s inappropriate. All right, let’s start over. You can edit it."
PETER,Mm-hmm.
TONY,"Three, two, one. Hey, May. My gosh, uh, I wanted to tell you what an incredible job your nephew did this weekend at the Stark internship retreat. Everyone was impressed."
HAPPY,Come on! It’s a freaking merge. I’m sorry.
TONY,"This is because you’re not on Queens Boulevard. See, Happy is... is hoping to get bumped up to asset management. He was forehead of security, and before that, he was just a driver."
HAPPY,That was a private conversation. I don’t like joking about this. It was hard for me to talk to you about that.
TONY,"No, seriously, was he snoring a bunch?"
HAPPY,All right. Here we are. End of the line. Whoops.
TONY,"Happy, can you give us a moment?"
HAPPY,You want me to leave the car?
TONY,Why don’t you grab Peter’s case out of the trunk.
PETER,I can keep the suit?
TONY,"Yes, we were just talking about it."
TONY,"Do me a favor, though. Happy’s kind of your point guy on this. Don’t stress him out. Don’t do anything stupid. I’ve seen his cardiogram. All right?"
PETER,Yes.
TONY,"Don’t do anything I would do, and definitely don’t do anything I wouldn’t do. There’s a... There’s a little grey area in there, and that’s where you operate."
PETER,"Wait, does that mean that I’m an Avenger?"
TONY,No.
HAPPY,This it?
TONY,Seventh floor.
PETER,I can take that. You don’t have to take it.
HAPPY,You’re gonna take it?
PETER,"Yeah, I can take that."
HAPPY,Thank you.
PETER,"So when’s, when’s our next... When’s our next “retreat,” you know? Like..."
TONY,"What, next mission?"
PETER,"Yeah, the mission. The missions."
TONY,We’ll call you.
PETER,Do you have my numbers?
TONY,"No, I mean, we’ll call you. Like, someone will call you."
PETER,Oh.
TONY,All right?
PETER,From your team.
TONY,Okay.
TONY,It’s not a hug. I’m just grabbing the door for you. We’re not there yet.
TONY,Bye.
PETER,They’re gonna call me.
PETER,Hey Happy just checking in. I'm out of school at 2:45 PM.  Ready for my next mission!  It's Peter BTW. Parker.
FLASH,"What’s up, Penis Parker?"
BETTY,"Rise and shine, Midtown Science and Technology."
JASON,"Students, don’t forget about your homecoming tickets. Do you have a date for homecoming?"
BETTY,"Thanks, Jason, but I already have a date."
JASON,Okay.
BETTY,Yeah.
PRINCIPAL MORITA,Good morning.
PRINCIPAL MORITA,"Damn it. You, in my office right now."
NED,"Join me, and together... we’ll build my new Lego Death Star."
PETER,What?
CHEERLEADER,So lame.
PETER,No way! That’s awesome. How many pieces?
NED,Three thousand eight hundred and three.
PETER,That’s insane.
NED,I know. You want to build it tonight?
PETER,"No, I can’t tonight. I’ve got the Stark-"
NED,Mm-hmm. Stark internship.
PETER,"Yeah, exactly."
NED,Always got that internship.
PETER,"Yeah, well, hopefully, soon it’ll lead to a real job with them."
NED,That would be so sweet.
PETER,Right?
NED,"He’d be all, “Good job on those spreadsheets, Peter. Here’s a gold coin.”"
NED,I don’t know how jobs work.
PETER,That’s exactly how they work.
NED,"Oh.  I’ll knock out the basic bones of the Death Star at my place. And, and then I’ll come by afterwards..."
NED,"...because for the most part, the difficult thing is the base of it. The top half we can knock out in two hours, tops."
PETER,That’d be great.
GIRL,I’m gonna be late!
MS. WARREN,"Okay, so how do we calculate linear acceleration between points A and B?"
MS. WARREN,Flash.
FLASH,It’s the product of sine of the angle and gravity divided by the mass.
MS. WARREN,Nope.
MS. WARREN,Peter. You still with us?
PETER,"Uh... Uh... Yeah, yeah."
PETER,"Uh... Mass cancels out, so it’s just gravity times sine."
MS. WARREN,"Right. See, Flash, being the fastest isn’t always the best if you are wrong."
FLASH,You’re dead.
MR. COBBWELL,"Today we’ll be talking about Danish physicist Niels Bohr, but trust me, there is nothing Bohr-ing about his discoveries regarding quantum theory."
PETER,Did Liz get a new top?
NED,"No. We’ve seen that before, but never with that skirt."
GIRL,"Liz, hey."
LIZ,Hi!
GIRL,That looks so good!
PETER,"We should probably stop staring before it gets creepy, though."
MICHELLE,Too late.
MICHELLE,You guys are losers.
NED,But then why do you sit with us?
MICHELLE,Because I don’t have any friends.
LIZ,Let’s move to the next question. What is the heaviest naturally-occurring element?
CHARLES,Hydrogen’s the lightest. That’s not the question. Okay. Yeah.
ABE,Uranium.
LIZ,"That is correct. Thank you, Abraham."
ABE,Yes.
LIZ,Please open your books to page ten.
MR. HARRINGTON,"Peter, it’s nationals. Is there no way you could take one weekend off?"
PETER,"I can’t go to Washington because if Mr. Stark needs me, then I have to make sure that I’m here."
FLASH,You’ve never even been in the same room as Tony Stark.
CINDY,"Wait, what’s happening?"
SALLY,Peter’s not going to Washington.
CINDY,"No. No, no, no, no, no. No. No."
ABE,Why not?
LIZ,Really? Right before nationals?
MICHELLE,He already quit marching band and robotics lab.
MICHELLE,I’m not obsessed with him. Just very observant.
LIZ,"Flash, you’re in for Peter."
FLASH,"Ooh, I don’t know. I gotta check my calendar first. I got a hot date with Black Widow coming up."
ABE,That is false.
MR. HARRINGTON,What did I tell you about using the bell for comedic purposes?
PETER,"Hey, what’s up?"
MAN,"Hey, man."
PETER,"What’s up, Mr. Delmar?"
MR. DELMAR,"Hey, Mr. Parker. Number five, right?"
PETER,"Yeah, um, and, uh, with pickles, and can you smush it down real flat? Thanks."
DELI CLERK,"You got it, boss."
MR. DELMAR,How’s your aunt?
PETER,"Yeah, she’s alright."
MR. DELMAR,His aunt is a very hot Italian woman.
DELI CLERK,"Oh, yeah?"
PETER,"How is your daughter, huh?"
MR. DELMAR,Ten dollars.
PETER,It’s five dollars.
MR. DELMAR,"For that comment, ten dollars."
PETER,"Hey, come on, I’m joking. I’m joking."
PETER,Here’s five dollars.
PETER,"What’s up, Murph? How you doing, buddy?"
MR. DELMAR,"So, how’s school?"
PETER,"Ah, you know, it’s boring. Got better things to do."
MR. DELMAR,"Stay in school, kid. Stay in school. Otherwise, you’re gonna end up like me."
PETER,This is great.
MR. DELMAR,Best sandwiches in Queens.
PETER,"Ah, finally."
PETER,"Hey, could you hold this for a second? Thanks."
PETER,"Hey, is this anybody’s bike? No?"
PETER,"Hey, buddy, is this your bike?"
MAN,I have no change.
PETER,Does anyone have a pen? Do you have a pen?
PETER,Whoo! Everybody good?
STREET VENDOR,"Hey! You’re that spider guy on YouTube, right?"
PETER,Call me Spider-Man!
STREET VENDOR,"Okay, Spider-Man. Do a flip."
STREET VENDOR,Yeah!
MAN,Not bad.
PETER,"Hey, buddy. Shouldn’t steal cars. It’s bad."
CAR JACKER,"It’s my car, dumbass!"
MARJORIE,Hey! Shut that off!
PETER,I was just tryin’ to-
CAR JACKER,Can you tell him it’s my car?
DAY SLEEPER,"I work at nights! Come on, dude!"
OLD MAN,That’s not your car! That’s his car.
PETER,How was I supposed to know? He was putting that thing in the window!
RESIDENT 1,Every day with these damn alarms!
RESIDENT 2,Shut it off!
GARY,"Don’t make me come down there, you punk!"
MARJORIE,"Hey, Gary. How you doing?"
GARY,"Marjorie, how are you? How’s your mother?"
PETER,"Ugh! I’m good, I’m good."
VOICEMAIL,You have reached the voicemail box of...
HAPPY,Happy Hogan.
PETER,"Hey, Happy! Um, here’s my report for tonight. I stopped a grand theft bicycle. Couldn’t find the owner, so I just left a note. Um... I helped this lost, old Dominican lady. She was really nice and bought me a churro. So I just, um, feel like I could be doing more. You know? Just curious when the next real mission is gonna be. So, yeah, just call me back. It’s Peter. Parker."
PETER,Why would I tell him about the churro?
ROBBER 1,"Can’t wait to see this thing, guys."
PETER,"Finally, something good."
ROBBER 1,"Yo, this high tech stuff makes it too easy."
ROBBER 2,Told you it was worth it.
ROBBER 1,"Okay, go, go, go."
ROBBER 3,"Oh, nice."
ROBBER 4,"We can hit, like, five more places tonight."
PETER,"What’s up, guys? You forgot your PIN number?"
PETER,Whoa! You’re the Avengers. What are you guys doing here?
PETER,Thor. Hulk. Good to finally meet you guys. I thought you’d be more handsome in person.
PETER,"Iron Man. Hey, what are you doing robbing a bank? You’re a billionaire."
PETER,"Hey! Oh, this feels so weird."
PETER,"Whoa, what is that thing?"
PETER,I’m starting... to think... you’re not... the Avengers!
911 OPERATOR,911. What’s your emergency?
MR. DELMAR,Uh... Spider-Man is fighting the Avengers in a bank on 21st street.
PETER,"Alright guys, let’s wrap this up. It’s a school night."
PETER,"So, how do jerks like you get tech like this?"
PETER,"No. Wait, wait, wait!"
PETER,Mr. Delmar.
PETER,"Hey, Mr. Delmar, you in there? Is anybody in here? Hello?"
PETER,"Oh, come on. You’ve got to be-"
PETER,"Here, here."
MR. DELMAR,"Good, yeah."
HAPPY,"Okay. Good. Yes. Yes- No. No, put that down. That’s worth more than you or me.  Yeah?"
PETER,"Happy, the craziest thing just happened to me. These guys were robbing an ATM with these high tech weapons-"
HAPPY,"Hey, take a breath, okay? I don’t have time for ATM robberies..."
PETER,"Yeah, but-"
HAPPY,...or the thoughtful notes you leave behind. I have moving day to worry about. Everything’s gotta be out of here by next week.
PETER,Wait. Wait! You’re moving? Who’s moving?
HAPPY,"Yeah, don’t you watch the news? Tony sold Avengers Tower. We’re relocating to a new facility upstate where, hopefully, the cell service is much worse."
PETER,But what about me?
HAPPY,What about you?
PETER,"Well, what if Mr. Stark needs me or something, I don’t know, something big goes down? Can I please just talk to Mr. Stark?"
HAPPY,"Look, just stay away from anything too dangerous. I’m responsible for making sure you’re responsible, okay?"
PETER,"I am responsible. I- Oh, crap. My backpack’s gone."
HAPPY,That doesn’t sound responsible.
PETER,I’ll call you back.
HAPPY,Feel free not to.
MAY,What was that?
PETER,"Uh, it’s nothing. It’s nothing!"
NED,You’re the Spider-Man. From YouTube.
PETER,I’m not. I’m not.
NED,You were on the ceiling.
PETER,"No, I wasn’t. Ned, what are you doing in my room?"
NED,May let me in. You said we were gonna finish the Death Star.
PETER,You can’t just bust into my room!
MAY,"The turkey meatloaf recipe is a disaster. Let’s go to dinner. Thai? Ned, you want Thai?"
NED,Yes.
PETER,No. He’s got a thing.
NED,A thing to do after.
MAY,Okay.
MAY,Maybe put on some clothes.
NED,"Oh, she doesn’t know?"
PETER,"Nobody knows. I mean, Mr. Stark knows because he made my suit, but that’s it."
NED,Tony Stark made you that? Are you an Avenger?
PETER,"Yeah, basically."
NED,Whoa...
PETER,You can’t tell anybody about this. You gotta keep it a secret.
NED,A secret? Why?
PETER,"You know what she’s like. If she finds out people try and kill me every single night, she’s not going to let me do this anymore. Come on, Ned, please."
NED,"Okay, okay, okay, okay, okay, okay. I’ll level with you. I don’t think I can keep this a secret. This is the greatest thing that’s ever happened to me, Peter!"
PETER,"Ned, May cannot know. I cannot do that to her right now, you know? I mean, everything that’s happened with her, I... Please."
NED,Okay.
PETER,"Just swear it, okay?"
NED,I swear.
PETER,Thank you.
NED,Yeah.
PETER,I can’t believe this is happening right now.
NED,Can I try the suit on?
PETER,No.
NED,How does it work? Is it magnets? How do you shoot the strings?
PETER,"I’m gonna tell you about this at school tomorrow, okay?"
NED,"Great. Okay, well, wait, then. How do you do this and the Stark internship?"
PETER,This is the Stark internship.
NED,Oh.
PETER,Just get out of here.
MAY,What’s the matter? Thought you loved larb. It’s too larby? Not larby enough. How many times do I have to say “larb” before you talk to me? You know I larb you.
PETER,"I’m just stressed. The internship, and I’m tired. A lot of work."
MAY,"The Stark internship. I have to tell you, not a fan of that Tony Stark. Distracted all the time... he’s got you in your head."
NEWS ANCHOR,"The beloved Queens’ institution, Delmar’s Sandwiches, was destroyed..."
MAY,What does he have you doing?
NEWS ANCHOR,...in an explosion...
MAY,You need to use your instincts.
NEWS ANCHOR,"...earlier tonight after an ATM robbery was thwarted by Queens’ own colorful local crime-stopper, the Spider-Man. As the Spider-Man attempted to foil their heist, a powerful blast was set off, slicing through the bodega across the street. Miraculously, no one was harmed."
MAY,"If you spot something like that happening, you turn and you run the other way."
PETER,"Yeah. Yeah, yeah, yeah. Of course."
MAY,Six blocks away from us.
PETER,I... uh... I need a new backpack.
MAY,What?
PETER,I need a new backpack.
MAY,That’s five.
THAI WAITER,Sticky rice pudding.
MAY,"Oh, we didn’t order that."
THAI WAITER,It’s on the house.
MAY,Oh! Thanks.  That’s nice of him.
PETER,I think he larbs you.
NED,"You got bit by a spider? Can it bite me? Well, it probably would’ve hurt, right? You know what? Whatever. Even if it did hurt, I’d let it bite me. Maybe. How much did it hurt?"
PETER,"The spider’s dead, Ned."
NED,Whoa.
NED,You were here?
PETER,Yeah.
NED,You could’ve died.
NED,Do you lay eggs?
PETER,What? No.
NED,Can you spit venom?
PETER,No.
NED,Can you summon an army of spiders?
PETER,"No, Ned."
HISTORY TEACHER,The Sokovia Accords were put into place...
NED,How far can you shoot your webs?
PETER,It’s unknown. Shut up.
HISTORY TEACHER,...to begin regulating...
NED,"If I was you, I would stand on the edge of a building and just shoot it as far as I could-"
PETER,"Shut up, Ned."
STEVE,Hi. I’m Captain America. Whether you’re in the classroom or on the battlefield...
NED,Do you know him too?
PETER,"Yeah, we met."
STEVE,...fitness can be the difference between success or failure.
PETER,I stole his shield.
NED,What?
STEVE,"Today, my good friend, your gym teacher..."
STEVE,...will be conducting the Captain America Fitness Challenge.
COACH WILSON,"Thank you, Captain. I’m pretty sure this guy’s a war criminal now, but whatever. I have to show these videos. It’s required by the state. Let’s do it."
NED,Do Avengers have to pay taxes?
PETER,Shh!
NED,What does Hulk smell like?
PETER,Shh!
NED,I bet he smells nice.
PETER,You have to shut up.
NED,"Is Captain America cool, or is he like a mean, old grandpa?"
PETER,"Ned, just, shh, okay?"
NED,"Hey, can I be your guy in the chair?"
PETER,What?
NED,Yeah. You know how there’s a guy with a headset telling the other guy where to go?
NED,"Like, like if you’re stuck in a burning building, I could tell you where to go. Because there’d be screens around me, and I could, you know, swivel around, and... ‘Cause I could be your guy in the chair."
PETER,"Ned, I don’t need a guy in the chair."
COACH WILSON,"Looking good, Parker."
BETTY,"Now, see, for me, it would be F Thor, marry Iron Man, and kill Hulk."
CHARLES,"Well, what about the Spider-Man?"
BETTY,It’s just Spider-Man.
LIZ,Did you guys see the bank security cam on YouTube? He fought off four guys.
BETTY,"Oh my God, she’s crushing on Spider-Man."
CHARLES,No way.
LIZ,Kind of?
BETTY,"Ugh, gross."
BETTY,"He’s probably like, thirty."
CHARLES,"You don’t even know what he looks like. Like, what if he’s, like, seriously burned?"
LIZ,I wouldn’t care. I would still love him for the person he is on the inside.
NED,Peter knows Spider-Man!
PETER,"No, I don’t. No. I... I mean..."
NED,They’re friends.
FLASH,"Yeah, like Coach Wilson and Captain America are friends."
PETER,"I’ve met him. Yeah. A couple times. But it’s, um... through the Stark internship. Mm-hmm."
PETER,"Yeah, well. I’m not really supposed to talk about it."
FLASH,"Well, that’s awesome. Hey, you know what? Maybe you should invite him to Liz’s party. Right?"
LIZ,"Yeah, I’m having people over tonight. You’re more than welcome to come."
PETER,Having a party?
FLASH,"Yeah, it’s gonna be dope. You should totally invite your personal friend Spider-Man."
PETER,Um...
LIZ,"It’s okay. I know Peter’s way too busy for parties anyway, so..."
FLASH,"Come on. He’ll be there. Right, Parker?"
PETER,What are you doing?
NED,Helping you out. Did you not hear her? Liz has a crush on you.
NED,"Dude, you’re an Avenger. If any one of us has a chance with a senior girl, it’s you."
MAY,"House party in the suburbs. Oh, I remember these. Kind of jealous."
NED,It’ll be a night to remember.
MAY,"Ned, some hats wear men. You wear that hat."
NED,"Yeah, it gives me confidence."
MAY,Hmm.
PETER,"This is a mistake. Hey, let’s just go home."
MAY,"Oh, Peter. I know. I know it’s really hard trying to fit in with all the changes your body’s going through. It’s flowering now."
PETER,Uh-huh.
MAY,He’s so stressed out lately.
NED,What helps with stress is going to a party. We should go to the party.
PETER,"Yeah, let’s do it. Yeah. I’m gonna go. I’m gonna go."
MAY,Peter.
MAY,"Have fun, okay?"
PETER,I will.
MAY,Okay.
NED,"Bye, May!"
NED,"Dude, you have the suit, right?"
PETER,Yeah.
NED,This is gonna change our lives.
GIRL,"Annie, over here!"
ANNIE,Hey.
MALE VOICE,DJ Flash!
NED,"Okay. We’re gonna have Spider-Man swing in, say you guys are tight, and then I get a fist bump or one of those half bro-hugs."
MICHELLE,Can’t believe you guys are at this lame party.
NED,But you’re here too.
MICHELLE,Am I?
LIZ,"Oh, my gosh."
LIZ,"Hey, guys. Cool hat, Ned."
NED,"Hi, Liz."
PETER,"Hi, Liz."
LIZ,I’m so happy you guys came. There’s pizza and drinks. Help yourself.
PETER,What a great party.
LIZ,Thanks.
LIZ,"Oh, I... My parents will kill me if anything’s broken. I gotta-"
PETER,Yeah.
LIZ,Have fun.
NED,Bye.
LIZ,Bye.
NED,"Dude, what are you doing? She’s here. Spider it up."
PETER,"No, no, no. I can’t... I cannot do this. Spider-Man is not a party trick, okay? Look, I’m just gonna... be myself."
NED,"Peter, no one wants that."
PETER,Dude.
FLASH,"Penis Parker, what’s up?"
FLASH,"So, where’s your pal Spider-Man? Let me guess. In Canada with your imaginary girlfriend?"
FLASH,That’s not Spider-Man. That’s just Ned in a red shirt.
PETER,"Hey, what’s up? I’m Spider-Man. Just thought I’d swing by and say hello to my buddy Peter. Oh, what’s up, Ned? Hey, where’s Peter, anyways? He must be around..."
PETER,"God, this is stupid. What am I doing?"
PETER,What the hell?
PETER,This sucks!
BRICE,"Now, this is crafted from a reclaimed sub-Ultron arm straight from Sokovia. Here. You try."
AARON,"Man, I wanted something low-key. Why are you trying to upsell me, man?"
BRICE,"Okay, okay, okay. I got what you need, all right? I got tons of great stuff here. One sec."
BRICE,"Okay, I got, uh, black hole grenades, Chitauri railguns..."
SCHULTZ,"You letting off shots in public now? Hurry up. Look, times are changing. We’re the only ones selling these high tech weapons."
PETER,"Oh, this must be where the ATM robbers got their stuff."
AARON,I need something to stick up somebody. I’m not trying to shoot them back in time.
BRICE,I got anti-grav climbers.
AARON,"Yo, climbers?"
BRICE,"Okay, what the hell was that?"
SCHULTZ,Did you set us up?
AARON,"Hey, hey, man."
PETER,"Hey! Hey, come on. You gonna shoot at somebody, shoot at me."
SCHULTZ,All right.
PETER,What was that?
PETER,What? Ah!
SCHULTZ,We gotta call him.
BRICE,"No, no, no, no."
SCHULTZ,Did you just do it again?
BRICE,Shut up.
SCHULTZ,I’m calling him.
MASON,Toomes’ phone.
MASON,Boss.
PETER,"Oh, my butt! Unh!"
PETER,Great. Guess I’m gonna have to take a shortcut.
PETER,"Hey, guys. Good game. Have fun."
PETER,"Hey, hey, buddy. Sorry, no time to play. Here, go fetch."
PETER,"Whoo! Now, this is more like it."
PETER,"Whoa, whoa, whoa!"
PETER,Whoa.
PETER,Smells really good!
PETER,Great movie!
PETER,"Ugh... Oh, hey, guys."
TENT KIDS,Aahhh!
PETER,No! No!
PETER,"Hey, it’s Peter. Leave a message."
NED,"Peter, where are you? The hat’s not working. This is not cool."
PETER,Almost got you.
PETER,"Thought you got away from me, didn’t you? I got you right where I want you."
PETER,Surprise!
PETER,What the hell?
PETER,Aahhhh!
PETER,"Huh? Oh, hey."
PETER,"And then he just, he just, like, swooped down like a monster and he picked me up and, uh, he took me up, like, a thousand feet and just dropped me. How’d you find me? Did you put a tracker in my suit or something?"
TONY,I put everything in your suit. Including this heater.
PETER,Whoa!
PETER,"Whew, that’s better. Thanks."
TONY,What were you thinking?
PETER,The guy with the wings is obviously the source of the weapons. I gotta take him down.
TONY,"Take him down now, huh? Steady, Crockett, there are people who handle this sort of thing."
PETER,The Avengers?
TONY,"No, no, no. This is a little below their pay grade."
PETER,"Anyway, Mr. Stark, you didn’t have to come all the way out here. I had that. I was fine."
TONY,"Oh, I’m not here."
TONY,Thank God this place has Wi-Fi or you would be toast right now. Thank Ganesh while you’re at it.
TONY,Cheers.
TONY,"Look, forget the flying vulture guy, please."
PETER,Why?
TONY,Why? Because I said so!
TONY,"Sorry, I’m talking to a teenager. Stay close to the ground. Build up your game helping little people, like that lady that bought you the churro. Can’t you just be a friendly..."
TONY,...neighborhood Spider-Man?
PETER,But I’m ready for more than that now.
TONY,"No, you are not."
PETER,That is not what you thought when I took on Captain America.
TONY,"Trust me, kid. If Cap wanted to lay you out, he would’ve. Listen to me. If you come across these weapons again, call Happy."
PETER,Are you driving?
TONY,"You know, it’s never too early to start thinking about college. I got some pull at MIT.  End call."
PETER,"No, I don’t need to go to col- Mr. Stark-"
FRIDAY,Mr. Stark is no longer connected.
PETER,That’s awesome.
PETER,Stay close to the ground? What is he talking about?
PETER,Whoa.
PETER,"Hey, man, what’s up? I’m on my way back."
NED,"Actually, I was calling to say maybe you shouldn’t come. Listen to this."
FLASH,"When I say “penis,” you say “Parker.” Penis!"
CROWD,Parker!
FLASH,Penis!
CROWD,Parker!
NED,"Sorry, Peter. I guess we’re still losers. I’ll see you tomorrow."
PETER,I’ll see you tomorrow in school.
MASON,"Whoa, whoa."
TOOMES,Idiots. Idiots.
TOOMES,Idiots!
MASON,Boss. Your wife keeps texting you. Something about a brake light?
TOOMES,What’d I tell you about looking at my phone?
MASON,"Oh, sorry. You left it out. You know I’m a curious person by nature."
MASON,I finished designing that high-altitude vacuum seal.
TOOMES,Huh?
MASON,"In case you want to, you know, go for the big one?"
TOOMES,"You’re still on that? I told you, no. The answer’s no. Forget it."
BRICE,Whoo!
BRICE,"I mean, that was badass."
TOOMES,How many times have I told you not to fire them out in the open?
BRICE,"You said, move the merchandise."
TOOMES,"Under the radar. Under the radar! That’s how we survive. If you bring Damage Control or the Avengers down here, we’re through. You’re out there wearing that goofy thing, lightning up cars, calling yourself the Shocker. “I’m the Shocker. I shock people.” What is this, pro wrestling?"
BRICE,"Ah, whatever, old man. Come on."
TOOMES,"Look, look. I know you don’t give a crap about anything. But I do. I built this whole place because I got people I have to look after."
BRICE,"Yeah, yeah, yeah, yeah, yeah."
TOOMES,You know what? I can’t afford your bullshit. Get out of here.
BRICE,What?
TOOMES,You’re done. You’re off the crew.
BRICE,"Yeah, all right. All right. Wonder if you can afford me out there, though, right? With everything I know."
TOOMES,Excuse me?
BRICE,"Um, I’m just saying..."
BRICE,...maybe your wife would like to know where you really get your money from.
TOOMES,You know what?
BRICE,What?
TOOMES,You’re right. That work?
MASON,I don’t know.
TOOMES,I can’t afford that.
SCHULTZ,Damn.
TOOMES,I thought this was the antigravity gun.
MASON,"What? No, that’s that one."
TOOMES,Here. Now you’re the Shocker. Go out there and find that weapon he lost.
SCHULTZ,All right.
PETER,Oh.
NED,"Hey, thanks for bailing on me."
PETER,"Yeah, well, something came up."
NED,"Oh, what is that?"
PETER,I don’t know. Some guy tried to vaporize me with it.
NED,Seriously?
PETER,Yeah.
NED,Awesome.
NED,"I mean, not awesome. Totally uncool of that guy. So scary."
PETER,"Well, look, I think it’s a power source."
NED,"Yeah, but it’s connected to all these microprocessors. That’s an inductive charging plate. That’s what I use to charge my toothbrush."
PETER,Whoever’s making these weapons is obviously combining alien tech with ours.
NED,That is literally the coolest sentence anyone has ever said. I just want to thank you for letting me be part of your journey into this amazing-
MR. HAPGOOD,Keep your fingers clear of the blades.
PETER,I gotta figure out what this thing is and who makes it.
NED,We’ll go to the lab after class and run some tests.
