character,line
VOLSTAGG,Just try not to bleed.
FANDRAL,How's the face?
VOLSTAGG,Flawless.
THOR,Come on!
LOKI,That can't be good.
VOLSTAGG,"Yes, it could! Might be an early spring!"
LOKI,"Thor, we must go!"
THOR,Then go!
SIF,There are too many of them!
THOR,I can stop them!
SIF,Thor!
VOLSTAGG,Run!
VOLSTAGG,What's Thor done?
LOKI,Likely killed us all!
THOR,"Loki, we have to see."
VOLSTAGG,"Actually, could you bring the mists back, please?"
ODIN,Laufey. End this.
LAUFEY,Your boy sought this out.
ODIN,You're right. These are the actions of a boy. Treat them as such. You and I can stop this before there's further bloodshed.
LAUFEY,"We are beyond diplomacy now, Allfather. He'll get what he came for -- war and death."
ODIN,So be it.
THOR,Now! We'll finish them together!
ODIN,Silence!
THOR,Why did you bring us back?
ODIN,Do you realize what you've done? What you've started?
THOR,I was protecting my home.
ODIN,You cannot protect your friends. How can you hope to protect a kingdom?
ODIN,Get him to the healing room!
THOR,There won't be a kingdom to protect if you're afraid to act!
THOR,"Whatever the cost, the world must know that the new King of Asgard will not be held in contempt. "
ODIN,"That's pride and vanity that talks! Not leadership! Have you forgotten everything I've taught you? What of a warrior's patience, cunning? "
THOR,"While you wait and be patient, the Nine Realms laugh at us! The old ways are done. You'd stand giving speeches while Asgard falls! "
ODIN,"You're a vain, greedy, cruel boy! "
THOR,And you are an old man and a fool!
ODIN,"A fool, yes! I was a fool to think you were ready."
LOKI,FATHER--
ODIN,"Thor Odinson... You have disobeyed the express command of your King. Through your arrogance and stupidity, you have opened these peaceful Realms and innocent lives to the horrors of war."
ODIN,You are unworthy of this Realm...
ODIN,...unworthy of your title...
ODIN,...unworthy of the loved ones you've betrayed. I hereby take from you your powers.
ODIN,In the name of my father...
ODIN,...and of his father before...
ODIN,I cast you out!
ODIN,"Whosoever holds this hammer, if he be worthy, shall possess the power of Thor."
DARCY,I think that was legally your fault.
JANE,"Get the first aid kit. Come on, big guy. Do me a favor and don't be dead, okay? Open your eyes and look at me."
DARCY,Wow. Does he need CPR? Because I know CPR.
JANE,Where did he come from?
JANE,"Uh, thanks. Are you okay?"
THOR,Hammer...
DARCY,"Yeah, we can tell you're hammered. That's pretty obvious."
JANE,Erik... look at this.
JANE,We've got to move fast before anything changes.
JANE,"We need soil samples, light readings, everything."
SELVIG,"Jane, we need get him to a hospital."
JANE,Not right now. It'll take too long. County's an hour away. We'll drop him off after we're done here.
JANE,"Look at him, he's fine."
THOR,Father! Heimdall! I know you can hear me! Open the bridge!
JANE,"Okay, you and Darcy take him to the hospital, I'll stay here. "
SELVIG,You expect me to leave you alone in the middle of the desert?
THOR,You! What world is this?
SELVIG,"It's all right, my friend. We're going to get you some help."
THOR,Where am I?! Answer me!
JANE,"Erik, just back away... "
SELVIG,You're in the desert outside the town of Puente Antiguo.
THOR,What Realm?! Alfheim? Nornheim?
DARCY,Uh... New Mexico?
THOR,You dare threaten Thor with so puny A--
DARCY,What? He was freaking me out.
SELVIG,"Next time you decide to taser someone, do me a favor and make sure they're already inside the truck. Jane, come on..."
ADMISSIONS NURSE,Name?
JANE,"He said it was ""Thor."" "
ADMISSIONS NURSE,T-H-O-R. And your relationship to him?
JANE,I've never met him before.
DARCY,Until she hit him with the car.
JANE,"Grazed him, actually. Oh, and we tasered him, too. "
ADMISSIONS NURSE,Must have been quite the spat.
JANE,"I told you, I don't know him. I just want to make sure he's okay. "
ADMISSIONS NURSE,I'm going to need a name and contact number.
JANE,Jane Foster.
ADMISSIONS NURSE,J...A...N...
SELVIG,"Oh, for God's sake..."
SELVIG,Here. Let's go.
NURSE,Hi. Just taking a little blood.
THOR,How dare you attack the son of Odin!
NURSE,I need some help!
NURSE,We're trying to help you!
THOR,"Then bring me a healing stone, you savages!"
ORDERLY,What the hell is this guy on?
THOR,You're no match for the Mighty--
TOWNIE,Huh.
TOWNIE,Huh.
JANE,"Darcy, when you're done, take the soil samples to Professor Meyers in geology. Remind him, he owes me. "
SELVIG,We might want to perform a spectral analysis.
JANE,"""We?"""
SELVIG,I flew all the way out here -- might as well make myself useful.
JANE,You know what would be really useful? Do you still have that friend at LIGO?
SELVIG,She was more than a friend.
JANE,Could you call in a favor?
SELVIG,You don't think this was just a magnetic storm?
JANE,"If I'm right, their observatory must have picked up gravitational waves during last night's event. "
SELVIG,Meaning?
JANE,Meaning these anomalies might signify something bigger.
SELVIG,"How ""big"" are we talking about?"
JANE,I think the lensing around the edges is characteristic of an Einstein-Rosen Bridge.
DARCY,A what?
SELVIG,I thought you were a science major.
DARCY,Political Science.
JANE,She was the only applicant.
SELVIG,"An Einstein-Rosen Bridge -- a ""theoretical"" connection between two different points of space-time."
JANE,A wormhole.
JANE,"Erik, look..."
JANE,What do you see here?
SELVIG,Stars.
JANE,Yes. But not our stars.
JANE,"This is the star alignment for our quadrant, this time of year. So unless Ursa Minor decided to take the day off... those are someone else's constellations."
DARCY,"Hey, check it out."
SELVIG,Is that...?
JANE,I think I left something at the hospital.
FRIGGA,How could you have done this?
ODIN,Do you understand what he set in motion? He's taken us to the brink of war!
FRIGGA,But banishment? You would lose him forever? He's your son!
ODIN,What would you have done?
FRIGGA,"I would not have exiled him to a world of mortals, stripped of his powers, to suffer alone. I would not have had the heart for such cruelty! "
ODIN,"That is why I'm King. I, too, grieve the loss of our son. But there are some things that even I cannot undo. "
FRIGGA,You can bring him back.
ODIN,No. His fate is in his own hands now.
THOR,It's not possible.
ADMISSIONS NURSE,"I'm sorry, only relatives can visit patients. "
JANE,But... I'm his wife.
ADMISSIONS NURSE,I thought you said you didn't know him.
JANE,"I meant I barely know him anymore. The man he's become. He's changed. I mean, what woman really knows her husband, anyway? "
ADMISSIONS NURSE,"None of us, dear. He's in Room"
JANE,Typical. I just lost my most important piece of evidence.
DARCY,So now what?
JANE,We find him.
SELVIG,Did you see what he did in there? I don't know if finding him is the best idea.
JANE,"I want to know what that thing was, and he may have the answers. We don't have a choice. "
DARCY,Oo-kay.
SELVIG,So we're just going to spend the rest of the day looking for him?
JANE,However long it takes.
JANE,I'm so sorry. I swear I'm not doing that on purpose.
THOR,"Blue sky... one sun... This is Earth, isn't it? "
DARCY,I think you may have hit him with the car one time too many.
JANE,Let's get you some clothes.
VOLSTAGG,We should never have let him go.
SIF,There was no stopping him.
FANDRAL,"At least he's only banished, not dead. Which is what we'd all be if that guard hadn't told Odin where we'd gone. "
VOLSTAGG,How did the guard even know?
LOKI,I told him.
FANDRAL,What?
LOKI,I told him to go to Odin after we'd left. Though he should be flogged for taking so long.
VOLSTAGG,You told the guard?
LOKI,I saved our lives! And Thor's. I had no idea Father would banish him for what he did.
SIF,"Loki, you're the only one who can help Thor now. You must go to the Allfather and convince him to change his mind! "
LOKI,"And if I do, then what? I love Thor more dearly than any of you, but you know what he is. He's arrogant. He's reckless. He's dangerous. You saw how he was today. Is that what Asgard needs from its King?"
SIF,"He may speak about the good of Asgard, but he's always been jealous of Thor. "
VOLSTAGG,"True, but we should be grateful to him. He did save our lives. "
HOGUN,Laufey said there were traitors in the House of Odin.
FANDRAL,"Why is it every time you choose to speak, it has to be something dark and ominous? "
HOGUN,A master of magic could easily bring three Jotuns into Asgard.
VOLSTAGG,No! Surely not!
FANDRAL,"Loki's always been one for mischief, but you're talking about something else entirely. "
SIF,Who else could elude Heimdall's gaze with tricks of light and shadow?
VOLSTAGG,The ceremony was interrupted just before Thor was named King.
SIF,We should go to the Allfather.
FANDRAL,"And tell him what? ""Oh, by the way, we think your son just betrayed the throne. And do us a favor. Bring back Thor. There's a good fellow!"""
SIF,"It's our duty. If any of our suspicions are right, then all of Asgard is in danger."
ODIN,Stop!
LOKI,Am I cursed?
ODIN,No. Put the Casket down.
LOKI,What am I?
ODIN,You're my son.
LOKI,What more than that?
LOKI,"The Casket wasn't the only thing you took from Jotunheim that day, was it?"
ODIN,"No. In the aftermath of the battle, I went into the Temple, and I found a baby. Small for a giant's offspring -- abandoned, suffering, left to die. Laufey's son."
LOKI,Laufey's son...
LOKI,Why? You were knee-deep in Jotun blood. Why would you take me?
ODIN,You were an innocent child.
LOKI,"You took me for a purpose, what was it?"
LOKI,Tell me!
ODIN,"I thought we could unite our kingdoms one day, bring about an alliance, bring about a permanent peace... through you. But those plans no longer matter. "
LOKI,"So I am no more than another stolen relic, locked up here until you might have use of me. "
ODIN,Why do you twist my words?
LOKI,You could have told me what I was from the beginning. Why didn't you?
ODIN,You are my son. My blood. I wanted only to protect you from the truth.
LOKI,Because I am the monster parents tell their children about at night?
ODIN,Don't...
LOKI,It all makes sense now. Why you favored Thor all these years.
ODIN,Listen...
LOKI,"Because no matter how much you claim to ""love"" me, you could never have a Frost Giant sitting on the Throne of Asgard!"
ODIN,Listen to me!
ODIN,Loki!
LOKI,Guards!
EAGER TOWNIE,This'll do it.
EAGER TOWNIE,"Okay, let 'er rip!"
COULSON,Sir -- we've found it.
DARCY,"You know, for a crazy homeless guy, he's pretty cut."
DARCY,"Hey, sorry I tased you!"
JANE,Excuse me... excuse me!
JANE,My ex.
JANE,They're the only clothes I had that'll fit you. Sorry.
THOR,They will suffice.
JANE,You're welcome. Now tell me...
JANE,"What were you doing, in that?"
THOR,What does anyone do in the Bifrost?
SELVIG,The Bifrost...
JANE,What exactly is the Bifrost?
THOR,This mortal form has grown weak.
JANE,BUT--
JANE,Somebody get the mortal a Pop-Tart.
FRIGGA,I asked him to be honest with you from the beginning. There should be no secrets in a family.
LOKI,So why did he lie?
FRIGGA,"He kept the truth from you so that you would never feel different. You are in every way our son, Loki, and we your family. You must know that."
FRIGGA,"You can speak to him. He can see and hear us, even now. "
LOKI,How long will it last?
FRIGGA,I don't know. This time is different. We were unprepared.
LOKI,I never get used to seeing him like this. The most powerful being in the Nine Realms lying helpless until his body is restored.
FRIGGA,"But he's put it off for so long now, I fear..."
FRIGGA,You're a good son.
FRIGGA,We mustn't lose hope that your father will return to us. And your brother.
LOKI,What hope is there for Thor?
FRIGGA,There's always a purpose to everything your father does. Thor may yet find a way home.
FRIGGA,"Thor is banished. The line of succession falls to you. Until he awakens, Asgard is yours."
FRIGGA,Make your father proud.
JANE,Now tell us exactly what happened to you last night.
JANE,Maybe start with how you got inside that cloud.
DARCY,And how you could eat an entire box of Pop-Tarts and still be this hungry.
THOR,This drink. I like it.
DARCY,"Yeah, it's great, isn't it? Isabela makes the best coffee in town."
THOR,Another!
JANE,"Sorry, Izzy. Little accident. I'm going to pay for the cup."
ISABELA,"Did you see that? The first time she brings a man in here, and he's a lunatic! "
JANE,What was that?
THOR,It was delicious. I want another.
JANE,Then you should just say so!
THOR,I just did.
JANE,I mean ask for it. Nicely.
THOR,I meant no disrespect.
JANE,"All right, then no more smashing, deal? "
THOR,You have my word.
JANE,Good. 
ISABELA,"Morning, Pete. Jake. "
TOWNIE PETE,"The usual, please, Izzy."
DRUNK TOWNIE JAKE,You missed all the excitement out at the crater.
ISABELA,What crater?
TOWNIE PETE,They're saying some kind of satellite crashed in the desert.
DRUNK TOWNIE JAKE,"We were having a good time with it till the Feds showed up, chased us out. "
JANE,"Excuse me, did you say there was a satellite crash? "
DRUNK TOWNIE JAKE,Yep. They said it was radioactive. And I had my hands all over it. I'm probably sterile now.
DARCY,"Oh my God, this is going on Facebook."
DARCY,Smile!
SELVIG,What did the satellite look like?
DRUNK TOWNIE JAKE,I don't know nothing about satellites. But it was heavy. Real heavy. Nobody could lift it.
THOR,Where?!
DRUNK TOWNIE JAKE,About twelve miles east of here.
PETE,I wouldn't bother! Looked like the whole Army was coming in when we left!
JANE,Where are you going?
THOR,Twelve miles east of here.
JANE,Why?
THOR,To get what belongs to me.
JANE,So now you own a satellite?
THOR,It's not what they say it is.
JANE,"Whatever it is, the government seems to think it's theirs. You intend to just walk in there and take it? "
THOR,Yes.
THOR,"If you take me there now, I'll tell you everything you wish to know. "
JANE,Everything?
THOR,"All the answers you seek will be yours, once I reclaim Mjolnir."
DARCY,"""Myeu-muh?"" What's ""Myeu-muh?"""
SELVIG,Jane.
SELVIG,Please don't do this.
JANE,You know what we saw last night. This can't be a coincidence. I want to know what's in that crater.
SELVIG,I'm not talking about the crater. I'm talking about him.
JANE,He's promised us answers.
SELVIG,"He's delusional! Listen to what he's saying! ""Thor."" ""Bifrost."" Mjolnir. These are the stories I grew up with as a child! "
JANE,"I'd just be driving him out there, that's all. "
SELVIG,It's dangerous. He's dangerous.
JANE,I'm sorry. I can't take you.
THOR,I understand. Then this is where we say goodbye.
JANE,That's... thank you.
THOR,Jane Foster... Erik Selvig... Darcy. Farewell.
SELVIG,Now... let's get back to the lab. We have work to do.
SIF,"Allfather, we must speak with you URGENTLY--"
VOLSTAGG,What is this?
LOKI,My friends... you haven't heard? I am now Ruler of Asgard.
FANDRAL,Where is Odin?
LOKI,Father's fallen into the Odinsleep. My mother fears he may never awaken again.
SIF,We would speak with her.
LOKI,"She has refused to leave my father's bedside. You can bring your ""urgent"" matter to me, your King."
SIF,We would ask you to end Thor's banishment.
LOKI,My first command can not be to undo the Allfather's last. We're on the brink of war with Jotunheim. Our people must have a sense of continuity in order to feel safe in these difficult times.
LOKI,"All of us must stand together, for the good of Asgard. "
FANDRAL,Of course.
JANE,Hey! That's my stuff!
JANE,What the hell is going on here?!
COULSON,"Ms. Foster, I'm Agent Coulson, with SHIELD."
JANE,"I don't care who you work for, you can't do this! "
SELVIG,Jane. This is more serious than you realize. Let it go.
JANE,Let it go?! This is my life!
COULSON,We're here investigating a security threat. We need to appropriate your equipment and all your atmospheric data.
JANE,"By ""appropriate"" you mean ""steal""?"
COULSON,This should more than compensate you for your trouble.
