character,line
MILITANT LEADER,Come in! Come in!
NAKIA,This one is just a boy... he got kidnapped as well.
T'CHALLA,Nakia... I... I wanted to...
NIGERIAN MILITANT #2,Hey!!!
NIGERIAN MILITANT #2,"I have her! Don't move, I will shoot! I will shoot her right now!"
OKOYE,You froze.
NAKIA,"Why are you here? Eesh, you ruined my mission!"
T'CHALLA,"My father is dead, Nakia."
T'CHALLA,"I will be crowned King tomorrow, and I wish for you to be there."
NAKIA,"Carry yourselves home now, and take the boy. Get him to his people."
NIGERIAN WOMAN,Thank you.
OKOYE,You will speak nothing of this day.
OKOYE,Sister Nakia... My Prince. We are home.
T'CHALLA,This never gets old.
NAKIA,Queen Mother... Princess. My comfort for your loss.
RAMONDA,"Thank you, Nakia. It is so good to have you back with us."
OKOYE,Take her to the River Province to prepare her for the ceremony.
AYO,"Yes, general."
SHURI,Did he freeze?
OKOYE,Like an antelope in headlights.
T' CHALLA,Are you finished?
T'CHALLA,So surprised my little sister came to see me off before our big day.
SHURI,"You wish. I'm here for the EMP beads, I've developed an update."
T'CHALLA,"Update? No, it worked perfectly."
SHURI,"How many times to I have to teach you, just because something works, doesn't mean that it cannot be improved."
T' CHALLA,"You are teaching me, what do you know?"
T'CHALLA,I cannot wait to see what kind of update you make to your ceremonial outfit.
RAMONDA,Shuri!
SHURI,Sorry mother.
T'CHALLA,"How are you feeling today, mama?"
RAMONDA,"Proud... your father and I would talk about this day all the time. He is with us, and it is your time to be King."
MUSEUM DIRECTOR,Good morning! How can I help you?
KILLMONGER,I was just checking out these artifacts. They tell me you're the expert.
MUSEUM DIRECTOR,You could say that.
KILLMONGER,They're beautiful.
KILLMONGER,Where's this one from?
MUSEUM DIRECTOR,"From the Bobo Ashanti Tribe, present day Ghana. 19th Century."
KILLMONGER,For real? What about this one?
MUSEUM DIRECTOR,That one's from the Edo people of Benin. 16th Century.
KILLMONGER,"Now, tell me about this one."
MUSEUM DIRECTOR,Also from Benin. 7th Century. Fula tribe I believe.
KILLMONGER,Nah.
MUSEUM DIRECTOR,I beg your pardon?
KILLMONGER,"It was taken by British soldiers in Benin but it's from Wakanda and it's made out of vibranium. Don't trip, I'mma take it off your hands for you."
MUSEUM DIRECTOR,These items aren't for sale.
KILLMONGER,How do you think your ancestors got these? You think they paid a fair price? Or did they take it like they took everything else.
MUSEUM DIRECTOR,"Sir, I'm going to have to ask you to leave."
KILLMONGER,"You got all this security watching me ever since I walked in. But, you ain't checking for what you put in your body."
SECURITY GUARD,"Alright, mate. Let's have it. Come on, mate."
KILLMONGER,I think she might not be feelin' too good.
KILLMONGER,"Hey! Hey somebody get some help! Come here! Call a doctor, please! Hey please, somebody come help!"
SECURITY GUARD,Medical Emergency right away in the West African Exhibit please. Right away!
LINDA,I'm gonna take a break.
KLAUE,Let's give the lady some space please.
LIMBANI,"Step back please, gents, step back please."
KLAUE,"Hey come here. Come here! It's ok. You can go, but just don't tell anyone, alright? "
KILLMONGER,"Bro, why you 'aint just shoot him right here?"
KLAUE,Because it's better to leave the crime scene more spread out... makes us look like amateurs.
KLAUE,Now... let's see if you know what you're talking about...
KLAUE,That's just a taste.
KLAUE,"Whoo… You're gonna be rich, boy."
KILLMONGER,You better sell that quick.
KLAUE,Oh it's already sold.
KILLMONGER,"Whatever you try, the Wakandans'll probably show up."
KLAUE,That'll make my day. I can kill two birds with one stone.
KLAUE,"You're not telling me that's vibranium too, eh?"
KILLMONGER,"Nah, I'm just feeling it."
"ELDERS, WARRIORS, DORA",Ngu T'Challa Lo.
CROWD,Ngu T'Challa Lo.
ZURI,"I, Zuri, Son of Badu, give to you, Prince T'Challa, the Black Panther!"
ZURI,The Prince will now have the strength of the Black Panther stripped away.
ZURI,Damaku...
CROWD,Damaku...
ZURI,"Victory in ritual combat comes by yield or death. If any tribe wishes to put forth a warrior, I now offer a path to the throne."
MERCHANT TRIBE ELDER,The Merchant Tribe will NOT challenge today.
BORDER TRIBE ELDER,The Border tribe will NOT challenge today.
RIVER TRIBE ELDER,The River Tribe will NOT challenge today.
MINING TRIBE ELDER,The Mining Tribe will NOT challenge today.
ZURI,Is there any member of royal blood who wishes to challenge for the throne?
SHURI,This corset is really uncomfortable. So could we all just wrap it up and go home?
SHURI,Are they Jabari?
RAMONDA,Yes.
ZURI,M'Baku. What are you doing here?!
M'BAKU,It's challenge day.
M'BAKU,"We have watched and listened from the mountains. We have watched with disgust, as your technological advancements have been overseen by a child who scoffs at tradition."
M'BAKU,"And now... you want to hand the nation over to this prince...  Who could not even keep his own father safe. Hmm? We will not have it. I said we will not have it!  I, M'Baku, leader of the Jabari wish to"
T'CHALLA,"I accept your challenge, M'Baku."
M'BAKU,Glory to Hanuman.
ZURI,Let the challenge begin!
M'BAKU,"Where is your God, now?!"
M'BAKU,"No powers. No claws. No speciaL suit, oh! Just a boy, not fit to lead."
RAMONDA,Show him who you are!
T'CHALLA,I AM PRINCE T'CHALLA SON OF King T'CHAKA!!
SHURI,You can do this T'Challa!
T'CHALLA,Yield! Don't make me kill you.
M'BAKU,I would rather die!
T'CHALLA,What would the proud Jabari do without you?
T'CHALLA,"You have fought with honor, now yield! Your people need you."
T'CHALLA,"Yield, man!"
ZURI,"I now present to you, King T'Challa the Black Panther!!"
T'CHALLA,Zuri.
ZURI,My King.
T'CHALLA,Wakanda forever!!
ZURI,Allow the Heart Shaped Herb to restore the powers of the Black Panther and take you to the Ancestral Plane.
ZURI,"T'Chaka, we call on you. Corne here to your son."
ZURI,Darnaku.
T'CHALLA,Baba!
T'CHAKA,My son.
T'CHALLA,I am sorry.
T'CHAKA,Stand up! You are a King.
T'CHAKA,What is wrong my son?
T'CHALLA,"I am not ready, Baba."
T'CHAKA,"Have you not prepared to be King your whole life? Have you not trained and studied, been by my side?"
T'CHALLA,That is not what I am talking about. I am not ready to be without you.
T'CHAKA,A man who has not prepared his children for his own death has failed as a father.  Have I ever failed you?
T'CHALLA,"Never.  Tell me how to best protect Wakanda. I want to be a great King, Baba. Just like you."
T'CHAKA,You're going to struggle. So you need to surround yourself with people you trust. You're a good man with a good heart. And it's hard for a good man to be King.
ZURI,"Breathe, T'Challa. Breathe!"
T'CHALLA,He was there! He was there. My father.
T'CHALLA,"Corne home, Nakia."
NAKIA,I'm right here.
T'CHALLA,Stay.
NAKIA,"I came to support you, and to honor your father. But I can't stay. It's just... I found my calling out there. I've seen too many in need just to turn a blind eye. I can't be happy here knowing that there's people out there who have nothing."
T'CHALLA,What would you have Wakanda do about it?
NAKIA,"Share what we have. We could provide aid and access to technology and refuge to those who need it... other countries do it, we do it better."
T' CHALLA,"We are not like these other countries, Nakia. If the world found out what we truly are, and what we possess -- we could lose our way of life."
NAKIA,Wakanda is strong enough to help others and protect ourselves at the same time.
T'CHALLA,If you were not so stubborn you would make such a great queen.
NAKIA,I would make a great queen because I am so stubborn.
T' CHALLA,Ah! So you admit it!
NAKIA,… if that's what I wanted!
T'CHALLA,"Is that him? Glory to Bast, man, is he still growing?"
W'KABI,Of course.
W'KABI,I see Nakia is back... you guys going to work it out?
W'KABI,"T'Challa, what's wrong?"
T'CHALLA,Nakia thinks we should be doing more.
W'KABI,More like what?
T'CHALLA,Foreign aid... refugee programs.
W'KABI,"You let refugees in, they bring their problems with them. And then Wakanda is like everywhere else."
W'KABI,"Now, if you said you wanted me and my men to go out there and clean up the world, then I'd be all for it."
T'CHALLA,But waging war on other countries has never been our way.
T' CHALLA,"You too, huh?"
W'KABI,"Bast, are we in trouble?"
OKOYE,My King. My love. You will never guess who just popped up on our radar.
OKOYE,A misidentified Wakandan artifact was stolen yesterday from a British museum. We have learned Ulysses Klaue plans to sell the vibraniurn to an American buyer in South Korea tomorrow night.
T'CHALLA,Klaue has escaped our pursuits for almost 30 years. Not capturing him was perhaps my father's greatest regret. I wish to bring Klaue back here to stand trial.
MERCHANT TRIBE ELDER,Wakanda does not need a warrior right now. We need a King.
W'KABI,"My parents were killed when he attacked. Not a day goes by when I do not think about what Klaue took from us, from me."
OKOYE,It's too great an opportunity to pass.
W'KABI,"Take me with you. We'll take him down together side by side, eh?"
T'CHALLA,I need you here protecting the border.
W'KABI,"Then I ask, you kill him where he stands, or you bring him back to us."
T'CHALLA,You have my word I will bring him back.  We will proceed with the mission.
SHURI,"My, King."
T'CHALLA,Stop it. Stop it.
SHURI,I've already sent a car ahead to Busan for you.  Who are you taking with you to Korea?
T'CHALLA,Okoye. And Nakia as well.
SHURI,You sure it's a good idea to take your ex on a mission?
T'CHALLA,"Yes. We'll be fine.  Besides, you will be on call, should we need backup."
SHURI,"I have great things to show you, brother. Here are your communication devices for Korea. Unlimited range, also equipped with audio surveillance system."
SHURI,Check these out. Remote access Kimoyo beads. Updated to interface directly with my sand table.
T'CHALLA,And what are these?
SHURI,The real question is what are those? Why do you have your toes out in my lab?
T'CHALLA,"What, you don't like my royal sandals? I wanted to go old school for my first day."
SHURI,Yea I bet the elders loved that. Try them on.
SHURI,"Fully automated, like the old American movie Baba used to watch. And I made them completely sound absorbent."
T'CHALLA,Interesting…
SHURI,Guess what I call them.
SHURI,Sneakers...
SHURI,Because you... never mind.
SHURI,If you're going to take on Klaue you'll need the best the Design Group has to offer.
SHURI,Exhibit A. Old tech.
T'CHALLA,Old...
SHURI,"Functional, but old. Eh, people are shooting at me... wait let me put on my helmet..."
T'CHALLA,Enough...
SHURI,Now look at these.
SHURI,Do you like that one?
T'CHALLA,Tempting. But the idea is to not be noticed. This one.
SHURI,Now tell it to go on.
SHURI,Oooh!! The entire suit sits within the teeth of the necklace. Strike it.
T'CHALLA,Anywhere?
SHURI,Mhm.
SHURI,"Not that hard, genius!"
T'CHALLA,"You told me to strike it, you didn't say how hard."
SHURI,"I invite you to my lab, and you just kick things around."
T'CHALLA,"Well maybe you should make it a little stronger, eh?"
T'CHALLA,Wait a minute.
SHURI,The nanites absorb the kinetic energy and hold it in place for redistribution.
T'CHALLA,Very nice.
SHURI,"Now strike it again, in the same spot."
T'CHALLA,You are recording?
SHURI,For research purposes...
T'CHALLA,Delete that footage...
NAKIA,This way.
OKOYE,"Bast willing this goes quickly, and I can get this ridiculous thing off my head."
NA.KIA,It looks nice. Just whip it back and forth.
OKOYE,What? It's a disgrace.
NA.KIA,"Hello Sophia, good to see you."
ELDERLY WOMAN,Who are these two?
NA.KIA,My friends from Kenya. Very deep pockets. They're good.
ELDERLY WOMAN,"Good for trouble, like you?"
NA.KIA,Thank you.
T' CHALLA,Spread out. The buyer is likely already here.
T'CHALLA,The woman outside -- what trouble was she referring to?
NAKIA,"Ah, I got into a disagreement with some ivory traders. Made a bit of a mess."
T' CHALLA,"And will there be any trouble tonight, Ms. Kenyan heiress?"
NAKIA,Depends on how quickly we finish the mission...
OKOYE,Can we please focus.
OKOYE,Thank you.
NAKIA,"Over here. One whiskey, please."
NAKIA,Eyes up. Americans. I count... three.
OKOYE,"Five. How could you miss ""Greased Lightning"" there behind you."
T'CHALLA,Six. Just spotted an old friend who works for the CIA. It just got a little more complicated.
T'CHALLA,Agent Ross.
ROSS,Your highness.
T'CHALLA,You are buying from Klaue...
ROSS,"What I'm doing or not doing on behalf of the US government is of none of your concern. Now, whatever the hell you're up to, do me a favor and stay out of my way."
T'CHALLA,I gave you Zemo.
ROSS,And didn't I kept it under wraps that the King of a third world country runs around in a bulletproof cat suit. I'd say we were even.
ROSS,"You really need to leave, now."
T' CHALLA,Klaue is leaving out that door with me. You've been warned.
ROSS,"Hey, you won."
THIRSTY GAMBLER,"You know what, I think I'll just take these, bring 'em over here and hold on for safe keeping."
ROSS,"Ok heads up, the King of Wakanda is here. He cannot leave with Klaue."
ROSS,"Alright, vibranium from the attack on Sokovia links back to a person that I'm not actually saying I'm here to make a deal with but that deal will not be called off. When the dust settles you and I can work something out."
T'CHALLA,I am not here to make a deal.
NAKIA,Klaue plus 8!
T' CHALLA,General.
OKOYE,In position to secure our exit.
T'CHALLA,And the vibranium.
NAKIA,I don't see it yet.
OKOYE,I thought there were no weapons allowed in here.
NAKIA,There's not supposed to be.
OKOYE,Someone did not get the memo. Definitely armed.
ROSS,Well that is quite the entourage. You got a mixtape coming out?
KLAUE,"Yeah! Yeah, actually there is one."
KLAUE,Yea I'll send you the soundcloud link if you like.
KLAUE,"Aye, Dave. Get him the link to the tape."
ROSS,"Please don't make me listen to your music. I just meant, you got a lot of people with you."
KLAUE,"Oh, you think they're for you?"
KLAUE,"Don't worry. I can do a deal with you all by myself, thank you very much."
NAKIA,"Six more, it's a set up."
KLAUE,You got the diamonds?
ROSS,"Ok, that's enough."
NAKIA,We need to move on Klaue.
T'CHALLA,Stand down. We can't afford a shoot- out.
ROSS,The vibranium?
KLAUE,"I was going to buy a fancy suitcase, but I thought I'd save myself some money."
NAKIA,It's now or never.
OKOYE,STAND DOWN!
SOUTH AFRICAN TOUGH,Hey.
SOUTH AFRICAN TOUGH,Hey!
OKOYE,I've been made.
KLAUE,"Get the diamonds, quick!"
T'CHALLA,Murderer!
KLAUE,"You know, you look just like your old man."
KLAUE,I made it rain!
KLAUE,"That was awesome! That was awesome! Let's go! Go, go, come on!"
NAKIA,Do we just leave him?
OKOYE,He'll catch up.
T'CHALLA,Shuri!
GRIOT,Remote driving system activated.
SHURI,Yes yes yes! Wait... Which side of the road is it?
T'CHALLA,For Bast sake just drive!!!
SHURI,"Okay okay, calm down brother!"
SHURI,Wool Let's go!
KLAUE,Put some music on! What do you think this is a funeral?
NAKIA,Which one is he in now?
KLAUE,"Hey, split up!"
OKOYE,They're trying to lose us.
NA.KIA,We'll take the right.
SHURI,We'll take the other two! I see a short cut.
SHURI,We're not going to make it!
T'CHALLA,Keep going!
SHURI,Woo! Brother!
SHURI,"Hey, what was that!?"
T'CHALLA,Don't worry about it. You're doing great.
OKOYE,Guns. So primitive.
KLAUE,It's a vibranium car you idiots!! Bullets won't penetrate!!
NAKIA,What are you doing?
OKOYE,Just drive.
NAKIA,Eesh.
NAKIA,Woo!
KLAUE,Oh shoot.
SHURI,"Hey, look at your suit! You' ve been taking bullets charging it up with kinetic energy!"
T'CHALLA,Pull around the truck.
DRIVER,Where'd he go!?
SHURI,You show off.
NAKIA,There he is! Hold tight!
KLAUE,"Right, let's have some fun."
ROSS,Hop in. Put that spear in the trunk.
T'CHALLA,"Faster, Shuri."
SHURI,I'm going as fast as I can!
KLAUE,"Take a right, take a right!"
SHURI,No no no no no no no!!
SHURI,Brother!
T'CHALLA,Klaue!!
T'CHALLA,Did you think we would forget!?
T'CHALLA,Look at me murderer! Where did you get this weapon?
KLAUE,You savages didn't deserve it.
KLAUE,"Oh, mercy! King, mercy!"
T' CHALLA,Every breath you take is mercy from me.
OKOYE,King!
NAKIA,The world watches.
ROSS,"Come on guys, let's go huh?"
KLAUE,"Hello! I can see you! I can, I can see you."
ROSS,"So, this is a big mess, huh? I figured we can go good cop bad cop. I'll talk to him first, then you guys go in --"
OKOYE,We can't let him talk to Klaue alone.
T'CHALLA,Better to let him talk to Klaue alone for 5 minutes than to make a scene here.
T'CHALLA,"After your questioning, we will to take him back to Wakanda with us."
ROSS,"What? No. Look I like you, a lot. But he's in my custody now. He's not going anywhere. Listen, I 'm doing you a favor by letting you even be in here."
OKOYE,"If he touches you again, I am going to impale him to this desk."
ROSS,Does she speak English?
OKOYE,When she wants to.
ROSS,"I'm going in. And when I'm done, you guys are up."
T'CHALLA,--Agent Ross.
ROSS,Yea.
T'CHALLA,I do appreciate your help in Busan.
ROSS,You see that? It's called diplomacy. You're welcome.
T'CHALLA,Okoye! Play nice.
OKOYE,"Eh, Americans..."
KLAUE,"You know, you really shouldn't trust the Wakandans. I'm much more your speed."
ROSS,"I don't trust anybody, not in this job. But what I am interested in is that arm cannon out there. Where'd you get that?"
KLAUE,It's an old mining tool that I made some adjustments to. But I can get you one if you'd like.
ROSS,Why don't you give me the name of your supplier and I'll ask them.
KLAUE,"He's right outside, why don't you ask him yourself?"
ROSS,T'Challa? You're telling me that weapon on your arm is from Wakanda?
KLAUE,Bingo.
KLAUE,What do you actually know about Wakanda?
ROSS,Shepherds. Textiles. Cool outfits.
KLAUE,"It's all a front. Explorers searched for it for centuries. El Dorado: The Golden City. They thought they could find it in South America, but it was in Africa the whole time. A technological marvel. All because it was built on a mound of the most valuable metal known to man- Isipho- they call it. The gift. Vibranium..."
ROSS,Vibranium yea. Strongest metal on Earth.
KLAUE,"It's not just a metal... They sew it into their clothes, it powers their city, their tech, their weapons..."
ROSS,Weapons?
KLAUE,Oh yes. Makes my arm cannon look like a leaf blower.
ROSS,That's a nice fairy tale but Wakanda is a third world country and you stole all their vibranium.
KLAUE,I stole all of it?
KLAUE,All of it? I took a tiny piece of it. They have a mountain full of it. They've been mining it for thousands of years and still haven't scratched the surface.
KLAUE,"I'm the only outsider who's seen it, and got out of there alive.  If you don't believe me you ask your friend what his suit is made of... what his claws are made of..."
ROSS,Your father told the UN that Klaue stole all the vibraniurn you had. But now he's telling me you have more?
T'CHALLA,"And you believe the word of an arms dealer, strapped to a chair."
NAKIA,Where is that?
CIA AGENT,Back there.
ROSS,How much more are you hiding?
NAKIA,Something's happening out back.
KLAUE,I see you took your time didn't you!
OKOYE,My King!
OKOYE,My King... Nakia.
NAKIA,He just jumped in front of me.
NAKIA,"I don't think he'll make it here, it hit his spine."
T'CHALLA,Give me a Kimoyo bead.
T'CHALLA,This will stabilize him for now.
T'CHALLA,Give him to us. We can save him.
OKOYE,Our missions was to bring back Klaue. We failed. This man is a foreign intelligence operative. How do we justify bringing him into our borders?
NAKIA,He took a bullet for me.
OKOYE,That was his choice.
NAKIA,So now we are just supposed to let him die?
OKOYE,"Let us consider that we heal him. It is his duty to report back to his country. And as King, it is your duty to protect ours."
T'CHALLA,"I am well aware of my duties, General. I cannot just let him die knowing we can save him."
OKOYE,Where exactly are we taking him?
SHURI,"Great, another broken white boy for us to fix. This is going to be fun."
SHURI,He will live.
SHURI,W'Kabi is here.
W'KABI,"What's going on, brother? Where is Klaue?"
T'CHALLA,He's not here.
T'CHALLA,He slipped through our hands.
W' KABI,Slipped? For 30 years your father was in power and did nothing. With you I thought it would be different. But it's more of the same.
LIMBANI,"Let's get going, boss."
KILLMONGER,You always sell to the CIA?
KLAUE,"I sell to the highest bidder. Don' t you worry when I get back to Jo- burg and lay low for a bit, I ' ll make sure both you guys get paid."
KILLMONGER,"Oh I ain't worried about the money, bro. I know you're good for it."
KILLMONGER,"On our way back, just drop us off in Wakanda."
KLAUE,"You don't wanna go there, boy."
KILLMONGER,Yea I do.
KLAUE,"Drop it, or your little Bonnie and Clyde routine ends today. Put your gun down now!"
LINDA,"I'm sorry. I'm sorry, Erik."
KILLMONGER,It's gonna be ok.
KLAUE,... Y-You really wanna go to Wakanda? They're savages.
KLAUE,This is what they do to people like us.
KILLMONGER,I ain't worried about no brand. Check these out.
KILLMONGER,Each one is for a kill.
KLAUE,"You can scar yourself as much as you like. To them, you'll just be an outsider. You're crazy to think that you could walk in there."
KLAUE,And to think I saw you as some crazy American.
T' CHALLA,Leave us.
ZURI,So your mission did not go as planned.
T'CHALLA,What happened to my Uncle N'Jobu? My father told me he disappeared... there was a man today wearing a ring identical to this one.
ZURI,That is not possible.
T' CHALLA,He helped Klaue escape from us and he was wearing this ring. My grandfather ' s ring. Do not tell me what is possible tell me the truth.
ZURI,"Some truths are too much to bear, T'Challa."
T'CHALLA,That is not your choice to make. What happened to him?
ZURI,I promised the King to say nothing.
T'CHALLA,I am your King now!
ZURI,Your uncle took a War Dog assignment in America. Your father placed me there to observe unbeknownst to him. Your uncle fell in love with an American woman. They had a child. The hardships he saw there radicalized your uncle.
N'JOBU,"I observed for as long as I could! Their leaders have been assassinated, communities flooded with drugs and weapons, they are overly policed and incarcerated. All over the planet our people suffer because they don't have the tools to fight back. With vibranium weapons they could overthrow every country and Wakanda could rule them all, the right way..."
ZURI,"He knew your father would not support this, so your uncle betrayed us."
T'CHALLA,No...
ZURI,He helped Klaue steal the vibranium.
T'CHALLA,No no no no no no...
YOUNG T'CHAKA,"You will return home at once, where you will face the council and inform them of your crimes."
ZURI,He drew his weapon on me.
ZURI,Your father killed his own brother...
ZURI,To save my life.
YOUNG T'CHAKA,Speak nothing of this.
T'CHALLA,And the child...
ZURI,We left him.
ZURI,We had to maintain the lie.
W'KABI,What is this?
KILLMONGER,Just a 'lil gift.
W'KABI,Who are you?
ROSS,"Alright, where am I?"
SHURI,"Don't scare me like that, colonizer."
ROSS,Colon-who? My name is Everett.
SHURI,"Yes, I know. Everett Ross former airforce pilot and now, CIA."
ROSS,Right.
ROSS,"Ok, is this Wakanda?"
SHURI,"No, it's Kansas."
ROSS,...How long ago was Korea?
SHURI,Yesterday.
ROSS,I don't think so. Bullet wounds don't just magically heal overnight.
SHURI,"They do here. But not by magic, by technology.  Don't touch anything. My brother will return soon."
ROSS,"These train things... that's magnetic levitation, right?"
SHURI,Obviously.
ROSS,"Obviously... but I've never seen it this efficient. The light panels, what are they?"
SHURI,Sonic stabilizers.
ROSS,Sonic what?
SHURI,"In it's raw form, vibranium is too dangerous to be transported at that speed, so I developed a way to temporarily deactivate it."
ROSS,There's vibranium on those trains?
SHURI,There is vibranium all around us. That's how I healed you.
OKOYE'S PROJECTION,Where is T'Challa? His Kimoyo beads have been switched off.
SHURI,"Well we are not joined at the hip, Okoye."
OKOYE'S PROJECTION,A man showed up at the border who claims to have killed Klaue.
SHURI,What?
OKOYE'S PROJECTION,W'Kabi is transporting him as we speak to the palace. We need to find your brother.
SHURI,An outsider?
OKOYE'S PROJECTION,"No, a Wakandan."
ROSS,He's not a Wakandan. He's one of ours.
T' CHALLA,He killed his own brother... and left a child behind with nothing. What kind of King ... what kind of man does that?
NAKIA,No man is perfect. Not even your father.
T'CHALLA,"He didn't even give him a proper burial... My Uncle N'Jobu betrayed us, but my father may have created something even worse."
NAKIA,Hey. Look at me. You can't let your father's mistakes define who you are. You get to decide what kind of King you are going to be.
SHURI'S PROJECTION,"Brother, you need to get here now."
ROSS,Eric Stevens. Graduated Annapolis age 19. MIT for grad school. Joined the SEALs and went to Afghanistan where he racked up confirmed kills like it was a video game. They started calling him Killmonger. He joined a JSOC ghost unit.
ROSS,Now these guys are serious. They will drop off the grid so they can commit assassinations and take down governments.
T'CHALLA,Did he reveal anything about his identity?
SHURI,He has a War Dog tattoo but we have no record of him.
RIVER TRIBE ELDER,Is this man Wakandan or not?
MINING TRIBE ELDER,Tell us what is going on.
T'CHALLA,Speak.
W' KABI,Speak.
KILLMONGER,I'm standing in your house. Serving justice to a man who stole your vibranium and murdered your people. Justice your King couldn't deliver.
T'CHALLA,"I don't care that you brought Klaue, the only reason I don't kill you where you stand is because I know who you are... now what do you want?"
KILLMONGER,I want the throne.
MINING TRIBE ELDER,My goodness.
KILLMONGER,"Y'all sittin' up here comfortable. Must feel good. There's about billion people all over the world that looks like us but their lives are a lot harder, Wakanda has the tools to liberate them all."
T'CHALLA,And what tools are those?
KILLMONGER,Vibranium. Your weapons.
T'CHALLA,Our weapons will not be used to wage war on the world. It is not our way to be judge jury and executioner for people who are not our own.
KILLMONGER,"Not your own? But didn't life start here, on this continent? So ain't all people your people?"
T'CHALLA,I am not King of all people. I am King of Wakanda. And it is my responsibility to make sure our people are safe and that vibranium does not fall into the hands of a person like you.
RAMONDA,"Son, we have entertained this charlatan for too long. Reject his request."
KILLMONGER,"Oh, I ain't requesting nothing! Ask who I am?"
SHURI,You are Eric Stevens. An American black operative. A mercenary nicknamed Killmonger. That's who you are.
KILLMONGER,"That's not my name, Princess. Ask me, King?"
T'CHALLA,No.
KILLMONGER,Ask me.
T'CHALLA,Take him away.
RIVER TRIBE ELDER,Who are you?
KILLMONGER,"I am N'Jadaka, son of Prince N'Jobu."
MINING TRIBE ELDER,The son of N'Jobu?
KILLMONGER,I found my daddy with Panther claws in his chest. You ain't the son of a King you're the son of a murderer!
RAMONDA,You're lying!  Lies.
W'KABI,I'm afraid not Queen Mother.
MINING TRIBE ELDER,The descendant of N'Jobu.
KILLMONGER,Hey Auntie.
KILLMONGER,I'm exercising my blood right to challenge for the mantles of King and Black Panther. 
RAMONDA,Do not do this T'Challa.
BORDER TRIBE ELDER,As the son of N'Jobu he is within his rights.
RAMONDA,He has no rights here.
RIVER TRIBE ELDER,The challenge would take weeks to prepare.
KILLMONGER,Weeks? I don't need weeks. The whole country ain't gotta be there I just need him... and somebody to get me out of these chains.
RAMONDA,"T'Challa, what do you know of this?"
T'CHALLA,I accept your challenge.
SHURI,He will never beat T' Challa. He should have just come to the first challenge and gotten it over with.
