character,line
THOR,Are you certain? The Aether was said to have been destroyed with them and yet here it is.
ODIN,The Dark Elves are dead.
JANE FOSTER,Does your book happen to mention how to get it out of me?
ODIN,"No, it does not."
MALEKITH,The Realms will be aligned soon.
MALEKITH,You'll be the last of the Kursed.
ALGRIM,Let my life be sacrificed. The same as our people.
MALEKITH,"You will become darkness, doomed to this existence until it consumes you.  And then no power of our enemies will stop me."
ALGRIM,I'll destroy their defenses and resurrect the universe.
LOKI,Odin continues to bring me new friends. How thoughtful.
FRIGGA,"The books I sent, do they not interest you?"
LOKI,"Is that how I'm to while away eternity, reading?"
FRIGGA,"I've done everything in my power to make you comfortable, Loki."
LOKI,Have you? Does Odin share your concern? Does Thor? It must be so inconvenient them asking after me day and night.
FRIGGA,You know full well it was your actions that brought you here.
LOKI,"My actions. I was merely giving truth to the lie that I had been fed my entire life, that I was born to be a king."
FRIGGA,A king? A true king admits his faults. What of the lives you took on Earth?
LOKI,A mere handful compared to the number that Odin has taken himself.
FRIGGA,Your father...
LOKI,He's not my father!
FRIGGA,Then am I not your mother?
LOKI,You're not.
FRIGGA,Always so perceptive about everyone but yourself.
JANE FOSTER,"When you came for me, you knew I was in trouble."
THOR,"Well Heimdall had lost sight of you, you were no longer on Earth."
JANE FOSTER,"Well, how's that possible?"
THOR,"I believe you were in between worlds. The Nine Realms travel within Yggdrasil, orbiting Midgard in much the way your planet orbits the sun. Every five thousand years the worlds align perfectly, we call this the Convergence.  During this time the boarders between worlds become blurred. It's possible you found one of these points. We are lucky that it remained open. Once the worlds pass out of alignment, the connection is lost."
JANE FOSTER,I liked the way you explained that. What's gonna happen to me?
THOR,"I'll find a way to save you, Jane."
JANE FOSTER,Your father said there was...
THOR,My father doesn't know everything.
FRIGGA,Don't let him hear you say that.
THOR,"Jane Foster, please meet Frigga, the Queen of Asgard, my mother."
JANE FOSTER,Hi.
LOKI,You might want to take the stairs to the left.
FRIGGA,The prisons.
THOR,Loki.
FRIGGA,"Go, I will look after her."
FANDRAL,It's as if they resent being imprisoned.
VOLSTAGG,There's no pleasing some creatures.
THOR,"Return to your cells and further harm will come to you. You have my word.  Very well, you don't have my word."
ODIN,"Send a squadron to the weapons vault, defend it at all costs. Seal the dungeon."
FRIGGA,Odin.
ODIN,"Frigga.  Go!  It's a skirmish, nothing to fear."
FRIGGA,You've never been a very good liar.
ODIN,"Take her to you chambers, I'll come for you when it's safe."
FRIGGA,You take care.
ODIN,"Despite all I have survived, my queen still worries over me."
FRIGGA,"It's only because I worry over you that you have survived.  Listen to me now, I need you to do everything I ask and no questions."
JANE FOSTER,"Yes, ma'am."
ODIN,Frigga.
FRIGGA,"Stand down, creature. You may still survive this."
MALEKITH,"I have survived worse, woman."
FRIGGA,Who are you?
MALEKITH,"I am Malekith, and I would have what it is mine.  You have taken something, child. Give it back.  Witch! Where is the Aether?"
FRIGGA,I'll never tell.
MALEKITH,I believe you.
ERIK SELVIG,"The universe rotates on a five thousand year cycle, and once its cycled all the worlds align.  Imagine...imagine that this is our world, and...and...  Oh, thank you. And this is another world. Normally they're separate, but during the alignment everything is connected. All Nine Realms, all Nine Realms are passing through each other and gravity, light, and even matter, is crunching from one world to the other.  But if this happens to us now, the result would be cataclysmic.  My gravimetric spikes can stabilize the focal point of the Convergence.  This time the alignment, and all the other worlds, would just pass up by. It's beautiful. It's simple. Any questions?"
PATIENT,Yeah. Can I have my shoe back?
ALGRIM,"I need your strength to reclaim the Aether. And when you wake up, you will kill them all."
EINHERJAR LIEUTENANT,Jane Foster. You need to come with us.
FANDRAL,"We are still unable to restore the palace shields. Our artillery cannot detect them, even Heimdall cannot see them. My King, we are all but defenseless."
THOR,She's your prisoner now?  Leave us.
ODIN,I do not wish to fight with you.
THOR,"Nor I with you, but I intend to pursue Malekith."
ODIN,"We possess the Aether, Malekith will come to us."
THOR,"Yes, and you will destroy us."
ODIN,You overestimate the power of these creatures.
THOR,"No, I value our peoples lives. I'll take Jane to the Dark World and draw the enemy away from Asgard. When Malekith pulls the Aether from Jane it will be exposed vulnerable, and I will destroy it and him."
ODIN,"If you fail, you risk this weapon falling into the hands of our enemies."
THOR,The risk is far greater if we do nothing. His ship could be over our heads right now and we'd never even know it.
ODIN,"If and when he comes, his men will fall by ten thousand Asgardian blades."
THOR,And how of our men shall fall on theirs?
ODIN,"As many as are needed!  We will fight! Until the last Asgardian breath, the last drop of Asgardian blood."
THOR,And how are you different from Malekith?
ODIN,"The difference, my son, is that I will win."
DARCY LEWIS,Jane isn't called me back. Erik isn't calling me back. Stupid SHIELD isn't calling me back!
IAN BOOTHBY,What's SHIELD?
DARCY LEWIS,"It's a secret.  Uh...hey, Erik. It's Darcy again. Uh...Thor came back, he took Jane to Asgard and um...I'm not sure what I'm supposed to do."
NEWS REPORTER,"Something else went missing this week when Astrophysicist, Dr. Erik Selvig, notable for his involvement in the Alien invasion in New York streaked nude across Stonehenge."
IAN BOOTHBY,"Darcy, you really need to look at this. Your friend Erik, what was his last name again?"
NEWS REPORTER,...disrobed and began shouting at visitors at the historic site. He was later taken into police custody for psychiatric evaluation. The police are still refusing to confirm...
THOR,You're not in Odin's war council?
HEIMDALL,The Bifrost is closed by your father's orders. No one is to come or to go.  We face an enemy that is invisible even to me. Of what use is a guardian such as that?
THOR,"Malekith will return, you know this. I'll need your help."
HEIMDALL,"I cannot overrule my King's wishes, not even for you."
THOR,"I'm not asking you to. The Realms need their All-Father strong and unchallenged, whether he is or not. But he is blinded, Heimdall, by hatred and by grief."
HEIMDALL,As are we all.
THOR,Well I see clearly enough.
HEIMDALL,The risks are too great.
THOR,"Everything that we do from here on is a risk, there is no other way."
HEIMDALL,What do you require of me?
THOR,"What I'm about to ask of you is treason of the highest order. Success will bring us exile and failure shall mean our death. Malekith knew the Aether was here, he can sense its power. If we do nothing he will come for it again, but this time lay waste to all of Asgard.  We must move Jane off world."
SIF,The Bifrost has been shut down and the Tesseract locked away in a vault.
HEIMDALL,"There are other paths off Asgard, ways known only to a few."
THOR,"One, actually."
VOLSTAGG,No.
LOKI,"Thor, after all this time and now you come to visit me. Why? Have you come to gloat? To mock?"
THOR,"Loki, enough. No more illusions."
LOKI,"Now you see me, brother.  Did she suffer?"
THOR,I did not come here to share our grief. Instead I offer you the chance of a far richer sacrament.
LOKI,Go on.
THOR,"I know you seek vengeance as much as I do. You help me escape Asgard and I will grant it to you, vengeance. And afterward, this cell."
LOKI,You must be truly desperate to come to me for help. What makes you think you can trust me?
THOR,"I don't. Mother did. You should know that when we fought each other in the past, I did so with a glimmer of hope that my brother was still in there somewhere. That hope no longer exists to protect you. You betray me and I will kill you."
LOKI,Hmm. When do we start?
FANDRAL,He will betray you.
THOR,He will try.
LOKI,"This is so unlike you, brother. So clandestine. Are you sure you wouldn't rather just punch your way out?"
THOR,If you keep speaking I just might.
LOKI,Fine. As you wish. I'm not even here.  Is this better?
LOKI,"Still, we could be less conspicuous.  Hm, brother. You look ravishing."
THOR,It will hurt no less when I kill you in this form.
LOKI,"Very well. Perhaps you prefer one of your new companions, given that you seem to like them so much.  Oh, this is much better. Woh. The costume's a bit much, so tight. But the confidence, I can feel the righteousness surging. Hey, you wanna have a rousing discussion about truth, honor, patriotism? God bless Amer–  What?  You could at least furnish me with a weapon. My dagger, something!  At last, a little common sense."
THOR,And I thought you liked tricks.
FANDRAL,"Well, what then? Your lovely mortal is being guarded by a legion of our Einherjar who will see you coming from miles away."
THOR,I won't be the one who comes for her.
JANE FOSTER,I'm not hungry.
SIF,"Good, let's go."
JANE FOSTER,You're...
LOKI,I'm Loki. You may have heard of...
JANE FOSTER,That was for New York.
LOKI,I like her.
SIF,And what of the All-Father?
HEIMDALL,It is my sworn duty to notify him of crimes against the throne.
ODIN,You called me here on an urgent matter. What is it?
HEIMDALL,"Treason, my lord."
ODIN,Whose?
HEIMDALL,Mine.
EINHERJAR LIEUTENANT,"My King, the mortal has been taken."
ODIN,"Stop Thor, by any means necessary."
GUARDS,There they are! Take them. On my command.
SIF,I'll hold them off. Take her.
THOR,Thank you.
SIF,Betray him and I'll kill you.
LOKI,"It's good to see you too, Sif."
VOLSTAGG,"Assuming you can get Loki's help, and you can free this mortal, what good would it do? We'd all be dead the minute we step one foot outside the palace."
THOR,"That, my friend, is where we won't be leaving by foot."
VOLSTAGG,I will give you as much time as I can.
THOR,"Thank you, my friend."
VOLSTAGG,If you even think about betraying him...
LOKI,You'll kill me? Evidently there will be a line.   I thought you said you knew how to fly this thing.
THOR,"I said, ""how hard could it be?"""
GUARD,They're on the ship!
LOKI,"They're on the ship!  Well, whatever you're doing, brother, I suggest you do it faster."
THOR,"Shut up, Loki."
LOKI,You must have missed something.
THOR,"No, I didn't, I'm pressing every button on this thing."
LOKI,"No, don't hit it, just press it gently."
THOR,I am pressing it gently. It's not working!
GUARDS,Get him! Get him!
LOKI,I think you missed a column.
THOR,Shut up!
LOKI,"Look, why don't you let me take over, I'm clearly the better pilot."
THOR,"Is that right? Well, out of the two of us which one can actually fly?"
LOKI,"Oh, dear. Is she dead?"
THOR,Jane.
JANE FOSTER,I'm okay.
THOR,Not a word.
LOKI,Now they're following us.  Now they're firing at us!
THOR,"Yeah, thank you for the commentary, Loki! It's not at all distracting!"
LOKI,"Well done, you just decapitated your grandfather.  You know this is wonderful. This is a tremendous idea. Let's steal the biggest, most obvious ship in the universe and escape in that. Flying around the city, smashing into everything in sight so everyone can see us. It's brilliant, Thor! It's truly brilliant!"
FANDRAL,"I see your time in the dungeons has made you no less graceful, Loki."
LOKI,You lied to me. I'm impressed.
THOR,"I'm glad you're pleased. Now, do as you promised. Take us to your secret pathway.  Fandral."
FANDRAL,"Right.  For Asgard.  Nothing personal, boys!"
THOR,Loki!
LOKI,If it were easy everyone would do it.
THOR,Are you mad?
LOKI,Possibly.  Ta-da!
ALGRIM,We must attack now.
MALEKITH,No. Asgard is not important anymore. The Aether has returned home.
LOKI,What I could do with the power that flows through those veins.
THOR,It would consume you.
LOKI,"She's holding up alright, for now."
THOR,She's strong in ways you'd never even know.
LOKI,Say goodbye.
THOR,Not this day.
LOKI,"This day, the next, a hundred years, it's nothing. It's a heart beat. You'll never be ready. The only woman whose love you've prized will be snatched from you."
THOR,And will that satisfy you?
LOKI,Satisfaction is not in my nature.
THOR,Surrender not in mine.
LOKI,The son of Odin.
THOR,"No, not just of Odin! You think you alone were loved of mother? You had her tricks, but I had her trust!"
LOKI,Trust. Was that her last expression? Trust? When you let her die!
THOR,What help were you in your cell?
LOKI,Who put me there? Who put me there?!
THOR,You know damn well! You know damn well who!  She wouldn't want us to fight.
LOKI,"Well, she wouldn't exactly be shocked."
THOR,I wish I could trust you.
LOKI,Trust my rage.
DESK OFFICER,"You'll have to sign for your father's belongings, Mr. Selvig."
IAN BOOTHBY,"What? Oh, yeah. My father, Dr. Erik Selvig."
DESK OFFICER,"One; a man's leather wallet, brown. One key ring with three keys. Prescription medicine.  Various."
DARCY LEWIS,Erik.
DESK OFFICER,And...  These.
IAN BOOTHBY,"Yeah, those. Thank goodness."
DARCY LEWIS,Erik.
ERIK SELVIG,Yes?
DARCY LEWIS,It's uh...Darcy.
ERIK SELVIG,Darcy.  It's so good to see you.
DARCY LEWIS,Uh...I missed you too.
ERIK SELVIG,How did you find me?
IAN BOOTHBY,You were naked on TV.
DARCY LEWIS,"Okay, time to go. Lots to do.  Getting weird now.  I should not be left in charge of stuff like this, I don't get paid enough. I don't get paid period."
IAN BOOTHBY,I'm uh...Ian by the way. Uh..Darcy's intern. I don't get paid either.  Are you alright?
ERIK SELVIG,I have had a God in my brain. I don't recommend it.
IAN BOOTHBY,"Dr. Selvig, your gear is beeping at me."
ERIK SELVIG,"It's happening, sooner than I calculated."
DARCY LEWIS,"Wait, what's happening?  Birds? Birds are happening?"
IAN BOOTHBY,"They're starlings, it's called a murmuration. My dad used to take me bird watching as a kid."
DARCY LEWIS,Erik?
ERIK SELVIG,Look.
DARCY LEWIS,Where did they go?  What the hell was that?!  Why are you smiling?
ERIK SELVIG,There's nothing more reassuring than realizing that the world is crazier than you are.  Take me to Jane's lab!
THOR,Jane.
JANE FOSTER,Malekith.
THOR,"Alright, are you ready?"
LOKI,I am.  You know this plan of yours is going to get us killed.
THOR,"Yeah, possibly."
LOKI,"You still don't trust me, brother?"
THOR,Would you?
LOKI,"No, I wouldn't."
JANE FOSTER,Thor! No!
LOKI,"You really think I cared about Frigga, about any of you?  All I ever wanted was you and Odin dead at my feet!  Malekith, I am Loki of Jotunheim and I bring you a gift!  I ask only one thing in return, a good seat from which to watch Asgard burn."
ALGRIM,"He is an enemy of Asgard, he was locked in a cell."
MALEKITH,Look at me.
THOR,"Loki, now!   No!"
LOKI,"See you in hell, monster!"
THOR,"No. No, no, no! Oh, you fool, you didn't listen!"
LOKI,I know. I'm a fool. I'm a fool!
THOR,"Stay with me, okay?"
LOKI,I'm sorry. I'm sorry.
THOR,Shh.
LOKI,I'm sorry.
THOR,It's okay.  It's alright. I'll tell father what you did here today.
LOKI,I didn't do it for him.
THOR,No!
JANE FOSTER,"He's gonna unleash it, not just on Asgard or on a star, Malekith is gonna destroy everything."
THOR,"How? Jane, how?"
JANE FOSTER,I saw him on Earth. Why would he go to Earth?
THOR,The Convergence.
JANE FOSTER,"Oh, God. None of this would have happened if I hadn't found the Aether."
THOR,Then Malekith would have only possessed it that much sooner.
JANE FOSTER,I only found it because I was looking for you.
THOR,Jane.
JANE FOSTER,Now we're trapped here.
THOR,It's not me.
JANE FOSTER,Hello?
RICHARD,"Hi, Jane, it's Richard."
JANE FOSTER,Richard?! Where are you?
RICHARD,I'm still in the office. It's...It's been a crazy day here today.
JANE FOSTER,"Oh, my God! This is amazing."
RICHARD,Is it? I quite enjoyed our lunch despite never actually ordering anything.
JANE FOSTER,How am I getting service here?
RICHARD,Is this a bad time? Do you want me to try you there?
JANE FOSTER,"No, no, no, no! Please, whatever you do, do not hang up the phone."
RICHARD,Okay then. I was just wondering if you want to try again? Uh...maybe dinner next time.
JANE FOSTER,"Uh...yeah, yeah, yeah. Um...just stay on the phone, okay?"
RICHARD,"Yeah, I will."
JANE FOSTER,"Oh, my God."
RICHARD,Am I interrupting something.
JANE FOSTER,"No, no, no, nothing at all.  Come on."
RICHARD,"I'm losing you there, are you in a tunnel?"
THOR,Where are we going?
RICHARD,Hello?
THOR,Why are there so many shoes in here?
RICHARD,I'll just text her.
DARCY LEWIS,Jane!
JANE FOSTER,Hey.
DARCY LEWIS,"You can't just leave like that, the whole world is going crazy!  All the stuff we saw is spreading.  Did you go to a party?"
JANE FOSTER,Erik?!
ERIK SELVIG,"Jane, how wonderful!  You've been to Asgard."
JANE FOSTER,Where are your pants?
IAN BOOTHBY,"Oh, uh...he uh...he says it helps him think."
JANE FOSTER,"Okay. Well, I'm gonna need everything you got on this. All the work you've been doing on gravimetric anomalies, everything."
ERIK SELVIG,Okay.
THOR,"Are you well, Erik?"
ERIK SELVIG,"Your brother is not coming, is he?"
THOR,Loki is dead.
ERIK SELVIG,"Oh, thank God.  I...I'm so sorry."
THOR,Thank you.
