character,line
CASSIE LANG,Can I open it now?
PAXTON,"Of course sweetheart, it’s your birthday."
HIDEOUS RABBIT,You’re my bestest friend!
PAXTON,What is that thing?
CASSIE LANG,He’s so ugly! I love him! Can I go show my friends?
PAXTON,"Yeah, of course sweetheart, go ahead."
HIDEOUS RABBIT,You’re my bestest friend!
SCOTT LANG,"Look, the child support is coming. Alright? It’s just hard finding a job when you have a record."
PAXTON,"I’m sure you’ll figure it out, but for now I want you out of my house."
SCOTT LANG,"No, wait, it’s my daughter’s birthday!"
PAXTON,It’s my house!
SCOTT LANG,"So what, it’s my kid!"
MAGGIE LANG,"Scott! You can’t just show up here, you know that. Come on."
SCOTT LANG,It’s her birthday party.
MAGGIE LANG,"Yeah, I know, but you can’t just show up."
SCOTT LANG,She’s my daughter.
PAXTON,You don’t know the first thing about being a father.
SCOTT LANG,"Maggie, I tell you this as a friend, and as the first love of my life, your fiancé is an ass-hat."
MAGGIE LANG,He’s not an ass-hat.
PAXTON,"Hey, watch your language. Okay?"
SCOTT LANG,"Oh, what language. I said hat."
SCOTT LANG,"Really, Maggie? That guy? Come on, you could marry anyone you want, you have to get engaged to a cop?"
MAGGIE LANG,At least he’s not a crook.
SCOTT LANG,"I’m trying, okay? I’ve changed, and I’m straight, I had a job, and… I want to provide. I had a lot of time to think about it, and I love her. So much. I’ve missed so much time and I want to be a part of her life. What do I do?"
MAGGIE LANG,"Get an apartment. Get a job, pay child support. And then we will talk about visitation, I promise. You’re her hero, Scott. Just, be the person that she already thinks you are."
DARREN CROSS,"I’m sorry you have such deep concerns about the Yellowjacket, Frank."
FRANK,"Yeah, well, uh, unfortunately we can’t just do whatever we want. Would be nice though, right?"
FRANK,But there are laws.
DARREN CROSS,"What laws? Of man? The laws of nature transcend the laws of man, and I’ve transcended the laws of nature."
FRANK,"Darren, I don’t think you understand…"
DARREN CROSS,Hm. We still haven’t worked out all the bugs.
DARREN CROSS,"Goodbye, Frank."
DARREN CROSS,"You know I’ve been thinking a lot about gratitude lately, and today during my morning meditation, an interesting thought occurred to me and I think it might apply to you too."
HOPE VAN DYNE,How’s that?
DARREN CROSS,"Gratitude can be forgiveness. I spent years carrying around my anger for Hank Pym. I devoted my genius to him. I could’ve worked anywhere. I chose my mentor poorly. You didn’t even have a choice. He never believed in you. It’s a shame what we had to do, but he forced us to do it, didn’t he? But we shouldn’t be angry, we should be grateful. Because his failures as a mentor, as a father, forced us to spread our wings."
HOPE VAN DYNE,"You’re a success, Darren. You deserve everything coming your way."
LUIS,"Hey, what’s up, hotshot?"
DAVE,Maybe he didn’t hear you.
LUIS,How was the party?
SCOTT LANG,Tell me about that tip.
LUIS,What?
SCOTT LANG,I want to know about that tip.
LUIS,"Ooh, baby, it’s on!"
DAVE,Hot dog!
LUIS,It’s so on right now!
DAVE,Look who grew a pair!
SCOTT LANG,"Calm down, alright? I just need to know where it came from, it’s gotta be airtight."
LUIS,"Okay. I was at a wine tasting with my cousin Ernesto, which was mainly reds, and you know I don’t love reds man, you know? But there was a rosé that saved the day, it was delightful. And he tells me about this girl Emily that we used to kick it with, it was actually the first pair of boobs that I ever touched."
SCOTT LANG,It’s the wrong details. It’s wrong… It has nothing to do with the story. Go!
LUIS,"So, uh, he tells me that she’s working as a housekeeper now, right? And she’s dating this dude Carlos who’s a shot caller from across the bay and she tells him about the dude that she’s cleaning for. Right? That he’s, like, this big-shot CEO that is all retired now but he’s loaded. And so, Carlos and Ernesto are on the same softball team and they get to talking, right? And here comes the good part. Carlos says: “Yo, man. This guy’s got a big-ass safe just sitting in the basement, just chillin’.” Of course Ernesto comes to me cause he knows I’ve got mad thieving skills. Of course I ask him: “Did Emily tell Carlos to tell you to get to me what kind of safe it was? And he says: “Nah, dog. All she said is that it’s, like, super legit, and whatever’s in it has gotta be good!"
SCOTT LANG,What?
KURT,Old man have safe.
LUIS,And he’s gone for a week.
SCOTT LANG,"Alright. There’s an old man, he’s got a safe, and he’s gone for a week. Let’s just work with that."
LUIS,Y’know what I’m sayin’?
KURT,"Landlines cut, cell signals jammed. No one will be making for distress call tonight."
LUIS,All check.
KURT,Check.
DAVE,Check.
LUIS,"If the job goes bad, you know I got your back, right?"
SCOTT LANG,"Don’t worry, it’s not gonna happen."
LUIS,I love it when he gets cocky.
DAVE,Damn!  Alarm is dead.
LUIS,Nice!
SCOTT LANG,"Alright, I’m moving through the house."
SCOTT LANG,There’s a fingerprint lock on the door.
LUIS,"It’s got a what? Ernesto didn’t tell me nothin’ about that. Aw, man, are we screwed?"
SCOTT LANG,Not necessarily.
SCOTT LANG,I’m in.
KURT,No alarms have been triggered. He’s in like the Flynn.
SCOTT LANG,"Oh, man."
LUIS,What is it?
SCOTT LANG,"Well they weren’t kidding, this safe is serious."
LUIS,"How serious we talkin’, Scotty?"
SCOTT LANG,"It’s a Carbondale. It’s from 1910, made from the same steel as the Titanic."
LUIS,Wow. Can you crack it?
SCOTT LANG,"Well, here’s the thing. It doesn’t do so well in the cold. Remember what that iceberg did?"
LUIS,"Yeah, man, it killed DiCaprio."
DAVE,It killed everybody.
KURT,But not the old lady. She still threw the jewel into the oceans.
LUIS,What are you doing?
SCOTT LANG,"I poured water in the locking mechanism and froze it with nitrogen. Ice expands, metal doesn’t."
LUIS,What are you doing now?
SCOTT LANG,Waiting. Waiting.
SCOTT,Nice.
LUIS,"What is it, cash? Jewels?"
SCOTT LANG,Well there’s nothing here.
LUIS,What’d you say?
SCOTT LANG,It’s a suit.
LUIS,What?
SCOTT LANG,It’s an old motorcycle suit.
LUIS,"There’s no cash, no jewelry, nothing?"
SCOTT LANG,No. It’s a bust.
LUIS,"I’m really sorry, Scotty. I know you needed a score."
HOPE VAN DYNE,I thought we were using mice?
DARREN CROSS,"What’s the difference? Commence experiment 34C, organic atomic reduction."
HOPE VAN DYNE,"Darren, maybe we should think…"
DARREN CROSS,Shrinking organic tissue is the centerpiece of this technology. I can’t go to the buyers with half a breakthrough.
DARREN CROSS,"Experiment 34C results: Negative.  Sanitize the workstation, bring in subject 35C."
SCOTT LANG,Why would you lock this up?
SCOTT LANG,So weird.
LUIS,"Scott, what’s up man?"
SCOTT LANG,I wonder… what is this?
DR. HANK PYM,"The world sure seems different from down here, doesn’t it, Scott?"
SCOTT LANG,What? Who… who said that?
SCOTT LANG,"Luis! Luis, down here!"
DR. HANK PYM,"It’s a trial by fire, Scott. Or in this case, water."
DR. HANK PYM,Guess you’re tougher than you thought.
SCOTT LANG,"Oh, I don’t want to see this."
SCOTT LANG,Luis! Ahh! Son of a… !
CAB DRIVER,What the hell?
DR. HANK PYM,"Not bad for a test drive. Keep the suit, I’ll be in touch."
SCOTT LANG,"No, no. No, thank you."
COP ON SPEAKER,Put it down on the ground! You are under arrest!
SCOTT LANG,"No, I didn’t steal anything! I was returning something I stole."
PAXTON,"You know, you almost had us convinced that you were going to change your ways. They were really rooting for you. It’s gonna break their hearts."
DETECTIVE,You got a visitor.
SCOTT LANG,Who?
DETECTIVE,Your lawyer.
SCOTT LANG,My lawyer?
DR. HANK PYM,"I told you I’d be in touch, Scott. I’m starting to think that you prefer the inside of a jail cell."
SCOTT LANG,"Oh, man."
DR. HANK PYM,Sit down.
SCOTT LANG,"Sir, I’m sorry I stole the suit. I don’t even want to know why you have it."
DR. HANK PYM,Maggie was right about you.
SCOTT LANG,How do you know about… ?
DR. HANK PYM,"The way she’s trying to keep you away from Cassie. The moment things get hard, you turn right back to crime. The way I see it, you have a choice. You can either spend the rest of your life in prison or go back to your cell and await further instructions."
SCOTT LANG,I don’t understand.
DR. HANK PYM,"No, I don’t expect you to. But you don’t have many options right now. Quite frankly, neither do I. Why do you think I let you steal that suit in the first place?"
SCOTT LANG,What?
DR. HANK PYM,Second chances don’t come around all that much. So next time you think you might see one I suggest you take a real close look at it.
MAGGIE LANG,Are you sure you don’t want a different toy?
MAGGIE LANG,Are you sure you don’t want a different toy?
CASSIE LANG,"No, I love this one."
MAGGIE LANG,"Okay. Well, get some sleep then. I love you."
CASSIE LANG,Mommy?
MAGGIE LANG,Hm?
CASSIE LANG,Is daddy a bad man? I heard some grownups say he’s bad.
MAGGIE LANG,"No. Daddy just gets confused sometimes, you know?"
DR. HANK PYM,Smart choice. You actually listened for once.
DR. HANK PYM,Under the door.
SCOTT LANG,Okay. Where to now?
DR. HANK PYM,Hang tight.
SCOTT LANG,What? What?!
PAXTON,Where the hell did he go?
DETECTIVE,"I have no idea, he just vanished.  Set up a five block perimeter, now!"
SCOTT LANG,"Get back, get back, get back!"
DR. HANK PYM,"Scott, these are my associates."
SCOTT LANG,"Huh? You got a camera on an ant? Yeah, sure, why not? Where’s the car?"
DR. HANK PYM,"No car, we’ve got wings. Incoming!"
DR. HANK PYM,Put your foot on the central node and not the thorax.
SCOTT LANG,Are you ki… ? How safe’s this… ?
DR. HANK PYM,"Get on the damn ant, Scott!"
SCOTT LANG,Why am I on a police car? Shouldn’t I not be on a police car?
DR. HANK PYM,So they can give you a lift past their five block perimeter.
SCOTT LANG,"Whoa. Alright. Now, what’s the next move?"
DR. HANK PYM,Hang on tight.
SCOTT LANG,"Oh, this is easy. I’m getting the hang of this. Yank up to go up. It’s like a horse."
DR. HANK PYM,You’re throwing 2-47 off balance.
SCOTT LANG,"Wait, his name is 2-47?"
DR. HANK PYM,"He doesn’t have a name, he has a number Scott. Do you have any idea how many ants there are?"
SCOTT LANG,Whoa!
DR. HANK PYM,Maybe it’s 2-48.
SCOTT LANG,"No, no, no, no! Vertigo, vertigo!"
DR. HANK PYM,"No, I think it’s 2-47."
SCOTT LANG,Wait.
DR. HANK PYM,Hang on.
SCOTT LANG,I think I’m getting the hang of this.
DR. HANK PYM,I’m controlling 2-47. He is not listening to you.
SCOTT LANG,What? Can I make one little request?
DR. HANK PYM,No.
SCOTT LANG,"Stop 2-47. Time out, time out. Time out. Alright, hold on. Just, wait. Whoa, uh! What happens if I throw up in this helmet?"
DR. HANK PYM,"It’s my helmet, Scott. Do not throw up."
SCOTT LANG,"Just set her down, alright? I’m getting light headed."
DR. HANK PYM,"Hang on, Scott."
SCOTT LANG,"Yeah, I’m getting a little light… it’s funny… hit me, and…"
SCOTT LANG,Hello. Who are you? Have you been standing there watching me sleep this whole time?
HOPE VAN DYNE,Yes.
SCOTT LANG,Why?
HOPE VAN DYNE,Because the last time you were here you stole something.
SCOTT LANG,"Oh. Oh! Hey, look."
SCOTT LANG,Whoa!
HOPE VAN DYNE,Paraponera clavata. Giant tropical bullet ants. Ranked highest on the Schmidt pain index. They’re here to keep an eye on you when I can’t. Dr. Pym’s waiting for you downstairs.
SCOTT LANG,"Who?  Hey, um, whose pajamas are these?  How am I supposed to do this?"
SCOTT LANG,"Right, just one step at a time."
SCOTT LANG,"Ugh. You don’t bite me, I don’t step on you, deal?"
HOPE VAN DYNE,Take down the servers and Cross wouldn’t even know it. We don’t need this guy.
DR. HANK PYM,I assume that you’ve already met my daughter Hope.
SCOTT LANG,I did. She’s great.
DR. HANK PYM,She doesn’t think that we need you.
HOPE VAN DYNE,We don’t. We can do this ourselves.
DR. HANK PYM,"I go to all this effort to let you steal my suit, and then Hope has you arrested."
HOPE VAN DYNE,"Okay, we can try this and when he fails I’ll do it myself."
DR. HANK PYM,"She’s a little bit anxious. It has to do with this job, which, judging by the fact that you’re sitting opposite me, I take it that you’re interested in."
SCOTT LANG,What job?
DR. HANK PYM,Would you like some tea?
SCOTT LANG,"Uh, sure."
DR. HANK PYM,I was very impressed with how you managed to get past my security system. Freezing that metal was particularly clever.
SCOTT LANG,Were you watching me?
DR. HANK PYM,"Scott, I’ve been watching you for a while, ever since you robbed Vista Corp. Oh, excuse me, burgled Vista Corp.  Vista’s security system is one of the most advanced in the business. It’s supposed to be unbeatable but you beat it. Would you like some sugar?"
SCOTT LANG,"Yeah, thanks.  You know what, I’m okay.  How do you make them do that?"
DR. HANK PYM,"Ants can lift objects fifty times their weight. They build, farm, they cooperate with each other."
SCOTT LANG,Right. But how do you make them do that?
DR. HANK PYM,"I use electromagnetic waves to stimulate their olfactory nerve center. I speak to them. I can go anywhere, hear anything, and see everything."
HOPE VAN DYNE,And still know absolutely nothing. I’m late to meet Cross.
SCOTT LANG,Uh… Dr. Pym?
DR. HANK PYM,"You don’t need to raise your hand, Scott."
SCOTT LANG,"Sorry, I just have one question. Who are you? Who is she? What the hell’s going on and can I go back to jail now?"
DR. HANK PYM,Come with me.  Twenty years ago I created a formula that altered atomic relative distance.
SCOTT LANG,Huh?
DR. HANK PYM,"I learned how to change the distance between atoms, that’s what powers the suit, that’s why it works."
SCOTT LANG,Whoa.
DR. HANK PYM,But it was dangerous. It was too dangerous. So I hid it from the world. And that’s when I switched gears and I started my own company.
SCOTT LANG,Pym Tech.
DR. HANK PYM,Yes. I took on a young protégé called Darren Cross.
SCOTT LANG,Darren Cross. He’s a big deal.
DR. HANK PYM,"But before he was a big deal he was my assistant. I thought I saw something in him, a son I never had perhaps. He was brilliant, but as we became close he began to suspect that I wasn’t telling him everything. He heard rumors about what was called the Pym Particles, and he became obsessed with recreating my formula. But I wouldn’t help him so he conspired against me and he voted me out of my own company."
SCOTT LANG,How could he do that?
DR. HANK PYM,"The board’s chairman is my daughter, Hope. She was the deciding vote. But she came back to me when she saw how close Cross was to cracking my formula. The process is highly volatile. What isn’t protected by a specialized helmet can affect the brain’s chemistry. I don’t think Darren realizes this, and you know, he’s not the most stable guy to begin with."
SCOTT LANG,"So, what do you want from me?"
DR. HANK PYM,"Scott, I believe that everyone deserves a shot at redemption. Do you?"
SCOTT LANG,I do.
DR. HANK PYM,"If you can help me, I promise I can help you be with your daughter again. Now are you ready to redeem yourself?"
SCOTT LANG,Absolutely. My days of breaking into places and stealing shit are done. What do you want me to do?
DR. HANK PYM,I want you to break into a place and steal some shit.
MAGGIE LANG,You going to be home for dinner tonight?
PAXTON,"Uh, yeah. I’ll pick something up, text you."
MAGGIE LANG,Okay. Good news?
PAXTON,"Uh, I don’t know. It’s news."
CASSIE LANG,Are you trying to find my daddy?
PAXTON,"Yeah, I am, sweetheart. I just want your daddy to be safe."
CASSIE LANG,Hope you don’t catch him.
DR. HANK PYM,"This isn’t the first time these guys have tried to get their hands on game changing weaponry. That’s Mitchell Carson, ex-head of defense at SHIELD, presently in the business of toppling governments. He always wanted my tech, and now, unless we break in and steal the Yellowjacket and destroy all the data, Darren Cross is gonna unleash chaos upon the world."
SCOTT LANG,I think our first move should be calling the Avengers.
DR. HANK PYM,I’ve spent half my life trying to keep this technology out of the hands of a Stark. I’m sure as hell not gonna hand-deliver it to one now. This is not some cute technology like the Iron Man suit. This could change the texture of reality. Besides they’re probably too busy dropping cities out of the sky.
SCOTT LANG,"Okay, then why don’t you just send the ants?"
DR. HANK PYM,"Scott, they are ants. Ants, they can do a lot of things, but they still need a leader. Somebody that can infiltrate a place that’s designed to prevent infiltration."
SCOTT LANG,"Hank, I’m a thief. Alright? I’m a good thief. But this is insane."
HOPE VAN DYNE,"He’s right Hank and you know it. You’ve seen the footage, you know what Cross is capable of. I was against using him when we had months, now we have days. I’m wearing the suit."
DR. HANK PYM,Absolutely not!
HOPE VAN DYNE,"I know the facility inside and out, I know how Cross thinks. I know this mission better than anybody here."
DR. HANK PYM,We need you close to Cross otherwise this mission cannot work.
HOPE VAN DYNE,We don’t have time to screw around.
DR. HANK PYM,"Hope, please. Listen to me, please…"
HOPE VAN DYNE,He is a criminal. I’m your daughter.
DR. HANK PYM,No!
SCOTT LANG,"She’s right, Hank. I’m not your guy. Why don’t you wear the suit?"
DR. HANK PYM,"You think I don’t want to? I can’t. I spent years wearing it. It took a toll on me. You’re our only option. Before Hope lost her mother, she used to look at me like I was the greatest man in the world. And now she looks at me and it’s just disappointment. It’s too late for me, but not for you. This is your chance. The chance to earn that look in your daughter’s eyes, to become the hero that she already thinks you are. It’s not about saving our world, it’s about saving theirs."
SCOTT LANG,"Damn, that was a good speech."
DR. HANK PYM,"Scott, I need you to be the Ant-Man."
DR. HANK PYM,"In the right hands, the relationship between man and suit is symbiotic. The suit has power, the man harnesses that power. You need to be skillful, agile, and above all, you need to be fast. You should be able to shrink and grow on a dime, so your size always suits your needs.  Now dive through the keyhole, Scott. You charge big, you dive small, then you emerge big."
SCOTT LANG,Ow!  Ah! Ow.
HOPE VAN DYNE,Useless.
HOPE VAN DYNE,"When you’re small energy is compressed so you have the force of a two hundred pound man behind a fist a hundredth of an inch wide, you’re like a bullet. You punch too hard, you kill someone, too soft, it’s a love-tap. In other words you have to know how to punch."
SCOTT LANG,"I was in prison for three years, I know how to punch."
HOPE VAN DYNE,Show me.  Terrible.
SCOTT LANG,You want to show me how to punch?  Show me…
HOPE VAN DYNE,That’s how you punch.
DR. HANK PYM,She’s been looking forward to this.
SCOTT LANG,No kiddin’.
DR. HANK PYM,"Hope trained in martial arts at a, uh, difficult time."
HOPE VAN DYNE,"Oh, by difficult time, he means when my mother died."
DR. HANK PYM,We lost her in a plane crash.
HOPE VAN DYNE,"It’s bad enough you won’t tell me how she died, could you please stop telling me that lie. We’re working here.  Alright princess, let’s get back to work."
SCOTT LANG,Were you going for the hand?
SCOTT LANG,"You know, I think this regulator is holding me back."
