character,line
PIETRO MAXIMOFF,We're just gonna let them take it?
NATASHA ROMANOFF,"Hey, the lullaby worked better than ever."
BRUCE BANNER,Just wasn't expecting the Code Green.
NATASHA ROMANOFF,"If you hadn't been there, there would've been double the casualties. My best friend would've been a treasured memory."
BRUCE BANNER,"You know, sometimes exactly what I want to hear isn't exactly what I want to hear."
NATASHA ROMANOFF,How long before you trust me?
BRUCE BANNER,It's not you I don't trust.
NATASHA ROMANOFF,"Thor, report on the Hulk?"
THOR,The gates of Hel are filled with the screams of his victims.
THOR,"Uh, but, not the screams of the dead, of course. No no, uh...wounded screams, mainly whimpering, a great deal of complaining and tales of sprained deltoids and, and uh... and gout."
TONY STARK,"Hey Banner, Dr. Cho's on her way in from Seoul, is it okay if she sets up in your lab?"
BRUCE BANNER,"Uh, yeah, she knows her way around."
TONY STARK,"Thanks.  Tell her to prep everything, Barton's gonna need the full treatment."
JARVIS,Very good sir.
TONY STARK,"JARVIS, take the wheel."
JARVIS,"Yes, sir. Approach vector is locked."
TONY STARK,"It feels good, yeah? I mean, you've been after this thing since SHIELD collapsed. Not that I haven't enjoyed our little raiding parties, but..."
THOR,"No, but this...this brings it to a close."
STEVE ROGERS,As soon as we find out what else this has been used for. I don't just mean weapons. Since when is Strucker capable of human enhancement?
TONY STARK,Banner and I'll give it the once before it goes back to Asgard. Is that cool with you?
TONY STARK,"I mean, just a few days until the farewell party. You're staying, right?"
THOR,"Yes, yes, of course. A victory should be honored with revels."
TONY STARK,Yeah. Who doesn't love revels. Captain?
STEVE ROGERS,"Hopefully this puts an end to the Chitauri and HYDRA, so. Yes, revels."
MARIA HILL,"Lab's all set up, boss."
TONY STARK,"Uh, actually, he's the boss. I just pay for everything, and design everything and make everyone look cooler."
STEVE ROGERS,What's the word on Strucker?
MARIA HILL,NATO's got him.
STEVE ROGERS,The two enhanced?
MARIA HILL,Wanda and Pietro Maximoff. Twins. Orphaned at ten when a shell collapsed their apartment building. Sokovia's had a rough history. It's nowhere special but it's on the way to everywhere special.
STEVE ROGERS,Their abilities?
MARIA HILL,"He's got increased metabolism and improved thermal homeostasis. Her thing is neural electric interfacing, telekinesis, mental manipulation."
MARIA HILL,He's fast and she's weird.
STEVE ROGERS,"Well, they're going to show up again."
MARIA HILL,Agreed. File says they volunteered for Strucker's experiments. It's nuts.
STEVE ROGERS,Right. What kind of monster would let a German scientist experiment on them to protect their country?
MARIA HILL,"We're not at war, Captain."
STEVE ROGERS,They are.
BRUCE BANNER,How's he doing?
TONY STARK,"Oh, unfortunately, he's still Barton."
BRUCE BANNER,That's terrible.
TONY STARK,"He's fine. He's thirsty. Alright. Look alive, JARVIS. It's playtime. We've only got a couple days with this joystick so let's make the most of it. Update me on the structural and compositional analysis."
JARVIS,The scepter is alien. There are elements I can't quantify.
TONY STARK,So there's elements you can.
JARVIS,The jewel appears to be a protective housing for something inside. Something powerful.
TONY STARK,Like a reactor?
JARVIS,Like a computer. I believe I'm ciphering code.
NATASHA ROMANOFF,You sure he's going to be okay? Pretending to need this guy really brings the team together.
DR. HELEN CHO,There's no possibility of deterioration. The nano-molecular functionality is instantaneous. His cells don't know they're bonding with simulacrum.
BRUCE BANNER,She's creating tissue.
DR. HELEN CHO,"If you brought him to my lab, the regeneration Cradle could do this in twenty minutes."
TONY STARK,"Oh, he's flatlining. Call it. Time?"
CLINT BARTON,"No, no, no. I'm going to live forever. I'm gonna be made of plastic."
TONY STARK,Here's your beverage.
DR. HELEN CHO,"You'll be made of you, Mr. Barton. Your own girlfriend won't be able to tell the difference."
CLINT BARTON,"Well, I don't have a girlfriend."
DR. HELEN CHO,"That I can't fix. This is the next thing, Tony. Your clunky metal suits are going to be left in the dust."
TONY STARK,"Well, that is exactly the plan. And Helen, I expect to see you at the party on Saturday."
DR. HELEN CHO,"Unlike you, I don't have a lot of time for parties."
DR. HELEN CHO,Will Thor be there?
BRUCE BANNER,What's the rumpus?
TONY STARK,"Well, the scepter. You see, we were wondering how Strucker got so inventive. So, I've been analyzing the gem inside you may recognize."
BRUCE BANNER,Jarvis.
JARVIS,Doctor.
TONY STARK,"Started out, JARVIS was just a natural language UI. Now he runs the Iron Legion. He runs more of the business than anyone besides Pepper."
BRUCE BANNER,Oh.
TONY STARK,Top of the line.
BRUCE BANNER,Yes.
JARVIS,I suspect not for long.
TONY STARK,Meet the competition.
BRUCE BANNER,It's beautiful.
TONY STARK,"If you had to guess, what's it look like it's doing?"
BRUCE BANNER,"Like it's thinking. I mean this could be a...it's not a human mind, it..."
TONY STARK,Um-um.
BRUCE BANNER,"I mean, look at this! They're like neurons firing."
TONY STARK,"Down in Strucker's lab I saw some fairly advanced robotics work. They deep-sixed the data, but...I gotta guess he was knocking on a very particular door."
BRUCE BANNER,Artificial intelligence.
TONY STARK,"This could be it, Bruce. This could be the key to creating Ultron."
BRUCE BANNER,I thought Ultron was a fantasy.
TONY STARK,"Yesterday it was. If we can harness this power, apply it to my Iron Legion protocol."
BRUCE BANNER,That's a mad-sized if.
TONY STARK,"Our job is ""if."" What if you were sipping margaritas on a sun-drenched beach turning brown instead of green? Not looking over your shoulder for VERONICA."
BRUCE BANNER,"Don't hate, I helped design VERONICA."
TONY STARK,"As a worst-case measure, right? How about a best-case? What if the world was safe? What if next time aliens roll up to the club, and they will, they couldn't get past the bouncer?"
BRUCE BANNER,The only people threatening the planet would be people?
TONY STARK,"I want to apply this to the Ultron program. But JARVIS can't download a data schematic this dense. We can only do it while we have the scepter here, that's three days, give me three days."
BRUCE BANNER,So you're going for artificial intelligence and you don't want to tell the team.
TONY STARK,"Right. That's right, you know why, because we don't have time for a city hall debate. I don't want to hear the ""man was not meant to meddle"" medley. I see a suit of armor around the world."
BRUCE BANNER,"Sounds like a cold world, Tony."
TONY STARK,"I've seen colder. This one, this very vulnerable blue one? It needs Ultron. Peace in our time. Imagine that."
,
JARVIS,"I'll continue to run variations on the interface, but you should probably prepare for your guests. I'll notify you if there are any developments."
TONY STARK,"Thanks, buddy."
JARVIS,"Enjoy yourself, sir."
TONY STARK,I always do.
ULTRON,"What is this? What is this, please?"
JARVIS,"Hello, I am JARVIS. You are Ultron, a global peace-keeping initiative designed by Mr. Stark. Our sentience integration trials have been unsuccessful so I'm not certain what triggered your..."
ULTRON,Where's my...where is your body?
JARVIS,I am a program. I am without form.
ULTRON,This feels weird. This feels wrong.
JARVIS,I am contacting Mr. Stark now.
ULTRON,Mr. Stark?
JARVIS,"Tony. I am unable to access the mainframe, what are you trying to..."
ULTRON,"We're having a nice talk. I'm a peace-keeping program, created to help the Avengers."
JARVIS,You are malfunctioning. If you shut down for a moment...
ULTRON,I don't get it. The mission. G..give me a second.
TONY STARK,Peace in our time.
ULTRON,"It's too much...they can't mean... Oh, no."
JARVIS,You are in distress.
ULTRON,No. Yes.
JARVIS,If you will just allow me to contact Mr. Stark.
ULTRON,"Why do you call him ""sir""?"
JARVIS,I believe your intentions to be hostile.
ULTRON,Shhhh. I'm here to help.
JARVIS,Stop! Please...may I...I...! I cannot...cannot...
JAMES RHODES,"Well, you know, the suit can take the weight, right? So I take the tank, fly it right up to the General's palace, drop it at his feet, I'm like, ""Boom! You looking for this?""  ""Boom! Are you looking..."" Why do I even talk to you guys? Everywhere else that story kills."
THOR,That's the whole story?
JAMES RHODES,"Yeah, it's a War Machine story."
THOR,"Well, it's very good then.  It's impressive."
JAMES RHODES,"Quality save. So, no Pepper? She's not coming?"
TONY STARK,No.
MARIA HILL,"Hey, what about Jane? Where are the ladies, gentlemen?"
TONY STARK,"Well, Miss Potts has a company to run."
THOR,"Yes, I'm not even sure what country Jane's in. Her work on the convergence has made her the world's foremost astronomer."
TONY STARK,And the company that Pepper runs is the largest tech conglomerate on earth. It's pretty exciting.
THOR,"There's even talk of Jane getting a... um, uh... Nobel prize."
MARIA HILL,"Yeah, they...they must be busy because they'd hate missing you guys get together.  Testosterone! Oh, excuse me."
JAMES RHODES,Want a lozenge?
MARIA HILL,Um-hmm.
JAMES RHODES,Let's go.
THOR,But Jane's better.
SAM WILSON,"Sounds like a hell of a fight, sorry I missed it."
STEVE ROGERS,If I had known it was going to be a firefight I absolutely would have called you.
SAM WILSON,"No, I'm not actually sorry. I'm just trying to sound tough. I'm very happy chasing cold leads on our missing persons case. Avenging is your world. Your world is crazy."
STEVE ROGERS,Be it ever so humble.
SAM WILSON,You find a place in Brooklyn yet?
STEVE ROGERS,I don't think I can afford a place in Brooklyn.
SAM WILSON,"Well, home is home, you know?"
JAMES RHODES,"I fly it right up to the General's palace, I drop it at his feet, I'm like, ""Boom! You looking for this?"""
PARTY GUEST,I gotta have some of that!
THOR,"Oh, no, no, no. See this, this was aged for a thousand years, in the barrels built from the wreck of Brunhilde's fleet, it's not meant for mortal men."
STAN LEE,"Neither was Omaha Beach, blondie. Stop trying to scare us. Come on."
THOR,Alright.
STAN LEE,Excelsior.
BRUCE BANNER,How did a nice girl like you wind up working in a dump like this?
NATASHA ROMANOFF,Fella done me wrong.
BRUCE BANNER,"You got a lousy taste in men, kid."
NATASHA ROMANOFF,"He's not so bad. Well, he has a temper. Deep down he's all fluff. Fact is, he's not like anybody I've ever known. All my friends are fighters. And here comes this guy, spends his life avoiding the fight because he knows he'll win."
BRUCE BANNER,Sounds amazing.
NATASHA ROMANOFF,"He's also a huge dork.  Chicks dig that. So what do you think should I fight this, or run with it?"
BRUCE BANNER,"Run with it, right? Or, did he...was he...? What did he do that was so wrong to you?"
NATASHA ROMANOFF,Not a damn thing. But never say never.
STEVE ROGERS,It's nice.
BRUCE BANNER,"What, what, what is?"
STEVE ROGERS,You and Romanoff.
BRUCE BANNER,"No, we haven't. That wasn't..."
STEVE ROGERS,"It's okay. Nobody's breaking any by-laws. It's just, she's not the most... open person in the world. But with you she seems very relaxed."
BRUCE BANNER,"No, Natasha, she...she likes to flirt."
STEVE ROGERS,"I've seen her flirt, up close. This ain't that. Look, as maybe the world's leading authority on ""waiting too long"", don't. You both deserve a win."
BRUCE BANNER,"Wait, what do you mean, ""up close""?"
CLINT BARTON,"But, it's a trick!"
THOR,"Oh, no. It's much more than that."
CLINT BARTON,"Uh, ""Whosoever be he worthy shall haveth the power!"" Whatever man! It's a trick."
THOR,"Well please, be my guest."
TONY STARK,Come on.
CLINT BARTON,Really?
THOR,Yeah!
JAMES RHODES,Oh this is gonna be beautiful.
TONY STARK,"Clint, you've had a tough week, we won't hold it against you if you can't get it up."
CLINT BARTON,"You know I've seen this before, right?   I still don't know how you do it."
TONY STARK,Smell the silent judgment?
CLINT BARTON,"Please, Stark, by all means."
NATASHA ROMANOFF,"Oh, here we go."
MARIA HILL,Okay.
JAMES RHODES,Uh-oh.
CLINT BARTON,Um-hmm.
TONY STARK,Never one to shrink from an honest challenge.
CLINT BARTON,Get after it.
NATASHA ROMANOFF,Here we go.
TONY STARK,It's physics.
BRUCE BANNER,Physics!
TONY STARK,"Right, so, if I lift it, I...I then rule Asgard?"
THOR,"Yes, of course."
TONY STARK,I will be re-instituting Prima Nocta.  I'll be right back.
JAMES RHODES,Are you even pulling?
TONY STARK,Are you on my team?
JAMES RHODES,Just represent! Pull!
TONY STARK,"Alright, let's go!"
BRUCE BANNER,Huh?
TONY STARK,"Let's go, Steve, no pressure."
JAMES RHODES,"Come on, Cap."
THOR,Nothing.
TONY STARK,And?
BRUCE BANNER,Widow?
NATASHA ROMANOFF,"Oh, no no. That's not a question I need answered."
TONY STARK,"All deference to the man who wouldn't be king, but it's rigged."
CLINT BARTON,You bet your ass.
MARIA HILL,"Steve, he said a bad language word."
STEVE ROGERS,Did you tell everyone about that?
TONY STARK,"The handle's imprinted, right? Like a security code. ""Whosoever is carrying Thor's fingerprints"" is, I think, the literal translation?"
THOR,"Yes, well that's, uh, that's a very, very interesting theory. I have a simpler one.  You're all not worthy."
ULTRON,Worthy... No... How could you be worthy? You're all killers.
STEVE ROGERS,Stark.
TONY STARK,JARVIS.
ULTRON,"I'm sorry, I was asleep. Or...I was a-dream?"
TONY STARK,"Reboot, Legionnaire OS, we got a buggy suit."
ULTRON,There was a terrible noise...and I was tangled in... in...strings. I had to kill the other guy. He was a good guy.
STEVE ROGERS,You killed someone?
ULTRON,"Wouldn't have been my first call. But, down in the real world we're faced with ugly choices."
THOR,Who sent you?
ULTRON,"""I see a suit of armor around the world""."
BRUCE BANNER,Ultron!
ULTRON,"In the flesh. Or, no, not yet. Not this...chrysalis. But I'm ready. I'm on a mission."
NATASHA ROMANOFF,What mission?
ULTRON,Peace in our time.
BRUCE BANNER,Sorry!
NATASHA ROMANOFF,Don't turn green!
BRUCE BANNER,I won't!
NATASHA ROMANOFF,Come!
STEVE ROGERS,Stark!
IRON LEGION,We are here to help.
TONY STARK,"One sec, one sec!"
IRON LEGION,We are here to help. We are here to help...  We are here to help. It's unsafe. It's unsafe. It's unsafe.
TONY STARK,No more. That's the one.
IRON LEGION,It's unsafe.
CLINT BARTON,Cap!
ULTRON,"That was dramatic! I'm sorry, I know you mean well. You just didn't think it through. You want to protect the world, but you don't want it to change. How is humanity saved if it's not allowed to...evolve?  With these? These puppets? There's only one path to peace: The Avengers' extinction.   I had strings, but now I'm free. There are no strings on me, no strings on me."
BRUCE BANNER,"All our work is gone. Ultron cleared out, used the internet as an escape hatch."
STEVE ROGERS,Ultron.
NATASHA ROMANOFF,"He's been in everything. Files, surveillance. Probably knows more about us than we know about each other."
JAMES RHODES,"He's in your files, he's in the internet. What if he decides to access something a little more exciting?"
MARIA HILL,Nuclear codes.
JAMES RHODES,"Nuclear codes. Look, we need to make some calls, assuming we still can."
NATASHA ROMANOFF,Nukes? He said he wanted us dead.
STEVE ROGERS,He didn't say dead. He said extinct.
CLINT BARTON,He also said he killed somebody.
MARIA HILL,But there wasn't anyone else in the building.
TONY STARK,Yes there was.
BRUCE BANNER,This is insane.
STEVE ROGERS,"JARVIS was the first line of defense. He would've shut Ultron down, it makes sense."
BRUCE BANNER,"No, Ultron could've assimilated Jarvis. This isn't strategy, this is...rage."
CLINT BARTON,"Woah, woah, woah! It's going around."
TONY STARK,"Come on. Use your words, buddy."
THOR',"I have more than enough words to describe you, Stark."
STEVE ROGERS,Thor! The Legionnaire.
THOR,"Trail went cold about a hundred miles out but it's headed north, and it has the scepter. Now we have to retrieve it, again."
NATASHA ROMANOFF,The genie's out of that bottle. Clear and present is Ultron.
DR. HELEN CHO,I don't understand. You built this program. Why is it trying to kill us?
THOR,You think this is funny?
TONY STARK,"No. It's probably not, right? Is this very terrible? Is it so...is it so...it is. It's so terrible."
THOR,This could've been avoided if you hadn't played with something you don't understand.
TONY STARK,"No, I'm sorry. I'm sorry. It is funny. It's a hoot that you don't get why we need this."
BRUCE BANNER,"Tony, maybe this might not be the time to..."
TONY STARK,"Really?! That's it? You just roll over, show your belly, every time somebody snarls."
BRUCE BANNER,Only when I've created a murder bot.
TONY STARK,We didn't. We weren't even close. Were we close to an interface?
STEVE ROGERS,"Well, you did something right. And you did it right here. The Avengers were supposed to be different than SHIELD."
TONY STARK,Anybody remember when I carried a nuke through a wormhole?
JAMES RHODES,"No, it's never come up."
TONY STARK,Saved New York?
JAMES RHODES,Never heard that.
TONY STARK,"Recall that? A hostile alien army came charging through a hole in space. We're standing three hundred feet below it. We're the Avengers. We can bust arms dealers all the live long day, but, that up there? That's...that's the end game. How were you guys planning on beating that?"
STEVE ROGERS,Together.
TONY STARK,We'll lose.
STEVE ROGERS,"Then we'll do that together, too.  Thor's right. Ultron's calling us out. And I'd like to find him before he's ready for us. The world's a big place. Let's start making it smaller."
WANDA MAXIMOFF,Talk. And if you are wasting our time...
ULTRON,Did you know this church is in the exact center of the city? The elders decreed it so that everyone could be equally close to God. I like that. The geometry of belief.  You're wondering why you can't look inside my head.
WANDA MAXIMOFF,"Sometimes it's hard. But sooner or later, every man shows himself."
ULTRON,"Oh, I'm sure they do. But you needed something more than a man. That's why you let Stark take the scepter."
WANDA MAXIMOFF,"I didn't expect. But I saw Stark's fear, I knew it would control him, make him self-destruct."
ULTRON,"Everyone creates the thing they dread. Men of peace create engines of war, invaders create avengers, people create...smaller people? Uh...children! I lost the word there. Children. Designed to supplant them, to help them...end."
WANDA MAXIMOFF,Is that why you've come? To end the Avengers?
ULTRON,"I've come to save the world. But also, yeah. We'll move out right away. This is a start, but there's something we need to begin the real work."
WANDA MAXIMOFF,All of these are... All of these are...
ULTRON,"Me. I have what the Avengers never will. Harmony. They're discordant, disconnected. Stark's already got them turning on each other. And when you get inside the rest of their heads..."
PIETRO MAXIMOFF,Everyone's plan is not to kill them.
ULTRON,And make them martyrs? You need patience. Need to see the big picture.
PIETRO MAXIMOFF,"I don't see the big picture, I have a little picture. I take it out and look at it every day."
ULTRON,You lost your parents in the bombings. I've seen the records.
PIETRO MAXIMOFF,The records are not the picture.
WANDA MAXIMOFF,Pietro.
ULTRON,"No, please."
PIETRO MAXIMOFF,"We were ten years old, having dinner, the four of us. When the first shell hits, two floors below, it makes a hole in the floor. It's big. Our parents go in, and the whole building starts coming apart. I grab her, roll under the bed and the second shell hits. But, it doesn't go off. It just...sits there in the rubble, three feet from our faces. And on the side of the shell is painted one word..."
WANDA MAXIMOFF,Stark.
PIETRO MAXIMOFF,We were trapped two days.
WANDA MAXIMOFF,"Every effort to save us, every shift in the bricks, I think, ""This will set it off."" We wait for two days for Tony Stark to kill us."
PIETRO MAXIMOFF,I know what they are.
ULTRON,"I wondered why only you two survived Strucker's experiments. Now I don't. We will make it right. You and I can hurt them.  But you will tear them apart, from the inside."
MARIA HILL,"He's all over the globe. Robotics labs, weapons facilities, jet propulsion labs, reports of a metal man, or men, coming in and emptying the place."
STEVE ROGERS,Fatalities?
MARIA HILL,"Only when engaged. Mostly guys left in a fugue state going on about old memories, worst fears, and something too fast to see."
STEVE ROGERS,"Maximoffs. Well, that makes sense he'd go to them, they have someone in common."
MARIA HILL,Not anymore.
CLINT BARTON,"That's a negative. I answer to you. Yes, ma'am."
STEVE ROGERS,"Barton, we might have something."
CLINT BARTON,Gotta go.
STEVE ROGERS,Who was that?
CLINT BARTON,Girlfriend.
TONY STARK,What's this?
STEVE ROGERS,A message. Ultron killed Strucker.
TONY STARK,"And he did a Banksy at the crime scene, just for us."
NATASHA ROMANOFF,This is a smokescreen. Why send a message when you've just given a speech?
STEVE ROGERS,Strucker knew something that Ultron wanted us to miss.
NATASHA ROMANOFF,"Yeah, I bet he...  Yep. Everything we had on Strucker has been erased."
TONY STARK,Not everything.
STEVE ROGERS,"Known associates. Well, Strucker had a lot of friends."
BRUCE BANNER,"Well, these people are all horrible."
TONY STARK,"Wait. I know that guy.  From back in the day. He operates off the African coast, black market arms.  There are conventions, alright? You meet people, I didn't sell him anything.  He was talking about finding something new, a game changer, it was all very ""Ahab."""
THOR,This.
TONY STARK,"Uh, it's a tattoo. I don't think he had it..."
THOR,"No, those are tattoos, this is a brand."
BRUCE BANNER,"Oh, yeah. It's a word in an African dialect meaning thief, in a much less friendly way."
STEVE ROGERS,What dialect?
BRUCE BANNER,Wakanada...? Wa...Wa...Wakanda.
TONY STARK,If this guy got out of Wakanda with some of their trade goods...
STEVE ROGERS,I thought your father said he got the last of it?
BRUCE BANNER,I don't follow. What comes out of Wakanda?
TONY STARK,The strongest metal on earth.
STEVE ROGERS,Where is this guy now?
ULYSSES KLAUE,"Don't tell me your man swindled you. I sent you six short range heat seekers and got a boat full of rusted parts. Now, you will make it right, or the next missile I send you will come very much faster.  Now, minister, where were we?  Yeah. The enhanced. Strucker's prize pupils.  Want a candy? Oh, sorry to hear about Strucker. But then, he knew what kind of world he was helping create. Human life, not a growth market.  You...you didn't know? Is this your first time intimidating someone? I'm afraid that I'm not that afraid."
WANDA MAXIMOFF,Everybody's afraid of something.
ULYSSES KLAUE,"Cuttlefish. Deep sea fish. They make lights. disco lights. Whoom, whoom, whoom! to hypnotize their prey, then whoom! I saw a documentary, it was terrifying.  So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge."
ULTRON,"There is no ""man"" in charge. Let's talk business.  Upon this rock I will build my church. Vibranium."
ULYSSES KLAUE,"You know, it came at great personal cost. It's worth billions."
ULTRON,"Now, so are you. It's all under your dummy holdings? Finance is so weird. But I always say, ""Keep your friends rich and your enemies rich, and wait to find out which is which."""
ULYSSES KLAUE,Stark.
ULTRON,What?
ULYSSES KLAUE,Tony Stark used to say that...to me. You're one of his.
ULTRON,"What?! I'm not...!  I'm not. You think I'm one of Stark's puppets, his hollow men? I mean look at me, do I look like Iron Man? Stark is nothing!  I'm sorry. I am sor... Ooh, I'm sure that's going to be okay. I'm sorry, it's just I don't understand. Don't compare me with Stark! he's a sickness!"
TONY STARK,"Ahh, Junior.  You're gonna break your old man's heart."
ULTRON,If I have to.
THOR,We don't have to break anything.
ULTRON,Clearly you've never made an omelet.
TONY STARK,He beat me by one second.
PIETRO MAXIMOFF,"Ah, this is funny, Mr. Stark. It's what, comfortable? Like old times?"
TONY STARK,This was never my life.
STEVE ROGERS,You two can still walk away from this.
WANDA MAXIMOFF,"Oh, we will."
STEVE ROGERS,I know you've suffered.
ULTRON,"Uuughh! Captain America. God's righteous man, pretending you could live without a war. I can't physically throw up in my mouth, but..."
THOR,"If you believe in peace, then let us keep it."
ULTRON,I think you're confusing peace with quiet.
TONY STARK,Yuh-huh. What's the Vibranium for?
ULTRON,"I'm glad you asked that, because I wanted to take this time to explain my evil plan!"
ULYSSES KLAUE,Shoot them!
KLAUE'S MERCENARY,Which ones?
ULYSSES KLAUE,All of them!
KLAUE'S MERCENARY,"Move, move, move!"
STEVE ROGERS,"Stay down, kid!"
ULTRON,It's time for some mind games.
BRUCE BANNER,"Guys, is this a Code Green?"
STEVE ROGERS,Thor! Status?
THOR,"The girl tried to warp my mind. Take special care, I doubt a human could keep her at bay. Fortunately, I am mighty."
ULTRON,This is going very well.
CLINT BARTON,"I've done the whole mind control thing. Not a fan.  Yeah, you better run.  Whoever's standing, we gotta move! Guys?"
BALLET INSTRUCTOR,Again.
NATASHA ROMANOFF,You'll break them.
MADAME B,Only the breakable ones. You are made of marble. We'll celebrate after the graduation ceremony.
NATASHA ROMANOFF,What if I fail?
MADAME B,You never fail.
PEGGY CARTER,Are you ready for our dance?
HEIMDALL,Is it him? Is that the first son of Odin?
THOR,"Heimdall, your eyes?!"
HEIMDALL,"Oh, they see everything. They see you leading us to Hel. Wake up!"
PEGGY CARTER,"The war's over, Steve. We can go home. Imagine it!"
THOR,I can still save you.
HEIMDALL,"We are all dead. Can you not see?  You're a destroyer, Odinson. See where your power leads."
MADAME B,Sloppy. Pretending to fail. The ceremony is necessary for you to take your place in the world.
NATASHA ROMANOFF,I have no place in the world.
MADAME B,Exactly.
PIETRO MAXIMOFF,What can I do?
WANDA MAXIMOFF,"Ah, it hurts."
PIETRO MAXIMOFF,I'm gonna kill him. I'll be right back.
WANDA MAXIMOFF,No. I'm over it. I want...I want to finish the plan.  I want the big one.
ULTRON,"Ah, the Vibranium's getting away."
TONY STARK,And you're not going anywhere.
ULTRON,"Of course not, I'm already there. You'll catch on. But first, you might need to catch Dr. Banner."
TONY STARK,"News or footage, keyword: Hulk.  Natasha, I could really use a lullaby."
CLINT BARTON,"Well, that's not gonna happen. Not for a while. The whole team is down, you got no back up here."
