character,line
WONG,I wouldn't say no to a tuna melt.
BRUCE BANNER,Thanos is coming. He's coming...
STEPHEN STRANGE,Who?
TONY STARK,"Slow down, slow down. I'm totally not kidding."
PEPPER POTTS,You're totally rambling.
TONY STARK,"No, I'm not."
PEPPER POTTS,Lost me.
TONY STARK,"Look, you know how you're having a dream, and in the dream you gotta pee?"
PEPPER POTTS,Yeah.
TONY STARK,"Okay, and then you're like, 'Oh my god, there's no bathroom, what am I gonna do?', 'Oh! Someone's watching,' ''m gonna go in my pants.'"
PEPPER POTTS,"Right. And then you wake up, and in real life you actually have to pee."
TONY STARK,Yes.
PEPPER POTTS,Yeah. Everybody has that.
TONY STARK,"Right! That's the point I'm trying to make. Apropos of that, last night, I dreamt, we had a kid. So real. We named him after your eccentric uncle. Uh, what was his name?"
PEPPER POTTS,Right.
TONY STARK,Morgan! Morgan.
PEPPER POTTS,"So you woke up, and thought that we were..."
TONY STARK,Expecting.
PEPPER POTTS,Yeah.
TONY STARK,Yes?
PEPPER POTTS,No.
TONY STARK,I had a dream about it. It was so real.
PEPPER POTTS,"If you wanted to have a kid, you wouldn't have done that."
TONY STARK,"I'm glad you brought this up, 'cause it's nothing. It's just a housing unit for nano particles."
PEPPER POTTS,"It's not helping your case, OK?"
TONY STARK,"No, no, it's an attachment, it's not a-"
PEPPER POTTS,You don't need that.
TONY STARK,"I know. I had the surgery. I'm just trying to protect us. The future uses, and that's it. Just in case there's a monster in the closet, instead of, you know..."
PEPPER POTTS,Shirts?
TONY STARK,You know me so well. You finish all my sentences.
PEPPER POTTS,You should have shirts in your closet.
TONY STARK,Yeah. You know what there should be? No more surprises. We're gonna have a nice dinner tonight. Show off this Harry Win-stone. Right? And we should have no more surprises. Ever. I should promise you.
PEPPER POTTS,Yes.
TONY STARK,I will.
STEPHEN STRANGE,"Tony Stark, I'm Doctor Stephen Strange. I need you to come with me. Oh, uh, congratulations on the wedding, by the way."
TONY STARK,"I'm sorry, you giving out tickets or something?"
STEPHEN STRANGE,"We need your help. Look, it's not overselling to say that the fate of the universe is at stake."
TONY STARK,"And who's ""we""?"
BRUCE BANNER,"Hey, Tony."
TONY STARK,Bruce.
BRUCE BANNER,Pepper.
PEPPER POTTS,Hi.
TONY STARK,You okay?
WONG,"From the dawn of the universe, there was nothing. Then, boom! The Big Bang sent six elemental crystals, hurtling across the virgin universe. These Infinity Stones each control an essential aspect of existence."
STEPHEN STRANGE,Space. Reality. Power. Soul. Mind. And Time.
TONY STARK,Tell me his name again.
BRUCE BANNER,"Thanos. He's a plague, Tony. He invades planets. He takes what he wants. He wipes out half the population. He sent Loki. The attack on New York. That's him."
TONY STARK,This is it... What's our timeline?
BRUCE BANNER,"No telling. He has the Power and Space Stones, that already makes him the strongest creature in the whole universe. If he gets his hands, on all six Stones, Tony..."
STEPHEN STRANGE,He can destroy life on a scale hitherto undreamt of.
TONY STARK,"Did you seriously just say ""hitherto undreamt of""?"
STEPHEN STRANGE,Are you seriously leaning on the Cauldron of the Cosmos?
TONY STARK,Is that what this is.... ?
TONY STARK,"I'm going to allow that. If Thanos needs all six, why don't we just stick this one down the garbage disposal?"
STEPHEN STRANGE,No can do.
WONG,We swore an oath to protect the Time Stone. With our lives.
TONY STARK,"And I swore off dairy, but then, Ben & Jerry's named a flavor after me, so...."
STEPHEN STRANGE,Stark Raving Hazelnuts.
TONY STARK,It's not bad.
STEPHEN STRANGE,A bit chalky.
WONG,A Hunka-Hulka Burning Fudge is our favorite.
BRUCE BANNER,That's a thing?
TONY STARK,Whatever. Point is: things change.
STEPHEN STRANGE,Our oath to protect the Time Stone cannot change. This Stone may be the best chance we have against Thanos.
TONY STARK,"And still conversely, it may also be his best chance against us."
STEPHEN STRANGE,"Well, if we don't do our jobs."
TONY STARK,"What is your job exactly, besides making balloon animals?"
STEPHEN STRANGE,"Protecting your reality, douchebag."
BRUCE BANNER,"Okay, guys, could we table this discussion right now? The fact is that we have this Stone. We know where it is. Vision is out there somewhere with the Mind Stone, and we have to find him now."
TONY STARK,"Yeah, that's the... thing."
BRUCE BANNER,What do you mean?
TONY STARK,"Two weeks ago, Vision turned off his transponder. He's offline."
BRUCE BANNER,"What? Tony, you lost another super bot?"
TONY STARK,I didn't lose him. He's more than that. He's evolving.
STEPHEN STRANGE,"Who could find Vision, then?"
TONY STARK,Shit.  Probably Steve Rogers.
STEPHEN STRANGE,"Oh, great."
TONY STARK,Maybe. But...
BRUCE BANNER,Call him.
TONY STARK,"It's not that easy. God, we haven't caught up in a spell, have we?"
BRUCE BANNER,No.
TONY STARK,The Avengers broke up. We're toast.
BRUCE BANNER,Broke up? Like a band? Like The Beatles?
TONY STARK,Cap and I fell out hard. We're not on speaking terms.
BRUCE BANNER,"Tony, listen to me. Thor's gone. Thanos is coming. It doesn't matter who you're talking to or not."
TONY STARK,"Say, Doc, you wouldn't happen to be moving your hair, would you?"
STEPHEN STRANGE,"Not at the moment, no."
TONY STARK,You okay?
TONY STARK,"Help him! Wong, Doc."
BRUCE BANNER,Go! Got it!
TONY STARK,"F.R.I.D.A.Y., what am I looking at?"
F.R.I.D.A.Y.,"Not sure, I'm working on it."
TONY STARK,"Hey! You might wanna put that Time Stone in your back pocket, Doc!"
STEPHEN STRANGE,Might wanna use it.
PETER PARKER,"Ned, hey. I need you to cause a distraction."
NED LEEDS,Holy shit! We're all gonna die! There's a spaceship!
"SCHOOL BUS DRIVER, STAN LEE",What's the matter with you kids? You've never seen a spaceship before?
TONY STARK,"F.R.I.D.A.Y., evac anyone south of 43rd Street, notify first responders."
F.R.I.D.A.Y.,Will do.
EBONY MAW,"Hear me, and rejoice. You are about to die at the hands of the Children of Thanos. Be thankful, that your meaningless lives are now contributing to..."
TONY STARK,"I'm sorry, Earth is closed today. You better pack it up and get outta here."
EBONY MAW,Stonekeeper...  Does this chattering animal speak for you?
STEPHEN STRANGE,Certainly not. I speak for myself.  But you’re trespassing in this city and on this planet.
TONY STARK,"It means get lost, Squidward!"
EBONY MAW,He exhausts me.
CULL OBSIDIAN,
EBONY MAW,Bring me the Stone.
CULL OBSIDIAN,
TONY STARK,"Banner, you want a piece?"
BRUCE BANNER,"No, not really, but when do I ever get what I want?"
TONY STARK,That's right.
TONY STARK,"Been a while. Good to have you, buddy."
BRUCE BANNER,"I just... I need to concentrate here for one second. Come on, come on, man."
TONY STARK,Where's your guy?
BRUCE BANNER,I don't know. We've sort been havin' a thing.
TONY STARK,There's no time for a thing.
BRUCE BANNER,I know.
TONY STARK,That's the thing right there. Let's go.
TONY STARK,"Dude, you're embarrassing me in front of the wizards."
BRUCE BANNER,"Tony, I'm sorry.  Either I can't or he won't--"
TONY STARK,"It's okay. Hey, stand down.  Keep an eye on him. Thank you."
WONG,I have him.
BRUCE BANNER,Damn it.
BRUCE BANNER,Where'd that come from?
TONY STARK,It's nano-tech. You like it? A little someth--
STEPHEN STRANGE,"Dr. Banner, if the rest of your green friend won't be joining us...."
TONY STARK,"Gotta get that stone outta here, now."
STEPHEN STRANGE,It stays with me.
TONY STARK,Exactly. Bye.
BRUCE BANNER,"Tony, you okay? How we doing? Good? Bad?"
TONY STARK,"Really, really good. Really good. Do you plan on helping out?"
BRUCE BANNER,I'm trying. He won't come out.
TONY STARK,Hammer.
BRUCE BANNER,"Come on, Hulk. What are you doing to me?  Come out! Come out! Come out!"
HULK,Nooooooo!
BRUCE BANNER,"What do you mean, ""no""?!"
PETER PARKER,"Hey, man. What's up, Mr. Stark?"
TONY STARK,"Kid, where'd you come from?"
PETER PARKER,Field trip to MoMA.
PETER PARKER,"What is this guy's problem, Mr. Stark?"
TONY STARK,He's from space. He came here to steal a necklace from a wizard.
EBONY MAW,Your powers are quaint. You must be popular with children.
STEPHEN STRANGE,It's a simple spell but quite unbreakable.
EBONY MAW,Then I'll take it off your corpse.
STEPHEN STRANGE,You'll find... removing a dead man's spell... troublesome.
EBONY MAW,You'll only wish you were dead.  NO!
TONY STARK,"Kid, that's the wizard. Get on it."
PETER PARKER,On it!
PETER PARKER,Not cool!
PETER PARKER,"Uhhh, Mr. Stark? I'm being beamed up!"
TONY STARK,"Hang on, kid."
TONY STARK,"Wong, you're invited to my wedding.  Give me a little juice, F.R.I.D.A.Y."
TONY STARK,"Unlock 17-A.  Pete, you gotta let go. I'm gonna catch you."
PETER PARKER,But you said save the wizard!  I can't breathe!
TONY STARK,You're too high up. You're running out of air.
PETER PARKER,Yeah! That makes sense.
PETER PARKER,"Mr. Stark, it smells like a new car in here!"
TONY STARK,"Happy trails, kid. F.R.I.D.A.Y, send him home."
F.R.I.D.A.Y.,Yep.
PETER PARKER,"OH, COME ON!"
F.R.I.D.A.Y.,"Boss, incoming call from Miss Potts."
PEPPER POTTS,"Tony? Oh, my God. Are you all right? What's going on?"
TONY STARK,"Yeah, I'm fine. I just think we might have to push our 8:30 res."
PEPPER POTTS,Why?
TONY STARK,Just 'cause I'll... probably not make it back for a while.
PEPPER POTTS,Tell me you're not on that ship.
TONY STARK,Yeah.
PEPPER POTTS,"God, no. Please tell me you're not on that ship."
TONY STARK,"Honey, I'm sorry. I'm sorry, I don't know what to say."
PEPPER POTTS,"Come back here, Tony. I swear to God…."
TONY STARK,Pep….
PEPPER POTTS,Come back here right now! Come back!
F.R.I.D.A.Y.,"Boss, we're losing her. I'm going, too…."
PETER PARKER,Oh my God!  I should have stayed on the bus....
BRUCE BANNER,Where you going?
WONG,The Time Stone's been taken. The Sanctum remains unguarded. What will you do?
BRUCE BANNER,I'm gonna make a call.
PETER QUILL,"Sing it, Drax!"
ROCKET,Why are we doing this again?
GAMORA,"It's a distress signal, Rocket. Someone could be dying."
ROCKET,"I get that, but why are we doing it?"
PETER QUILL,'Cause we're nice. And maybe whoever it is will give us a little cheddar cheese  for our help.
GAMORA,Which isn't the point.
PETER QUILL,Which isn't the point... I mean… if he doesn't pony up….
DRAX,We'll take his ship.
ROCKET,Exactly!
PETER QUILL,B-b-b-bingo!
MANTIS,We are arriving.
PETER QUILL,"All right, Guardians. Don't forget, this might be dangerous, so let's put on our mean faces.  Groot, put that thing away. Now. I don't wanna tell you again.  Groot."
GROOT,"I am Groot! (Translation: Shut up, bitch!)"
PETER QUILL,Whoa!
ROCKET,Language!
GAMORA,Hey!
DRAX,Wow.
PETER QUILL,"You got some acorns on you, kid."
ROCKET,"Ever since you got a little sap, you're a total d-hole. Keep it up, and I'm gonna SMASH THAT THING TO PIECES!"
MANTIS,What happened?
ROCKET,Looks like we're not getting paid.
ROCKET,Wipers! Wipers! Get it off!
PETER QUILL,How the hell is this dude still alive?
DRAX,"He is not a dude. You're a dude. This... this is a man. A handsome, muscular man."
PETER QUILL,I'm muscular.
ROCKET,"Who are you kidding, Quill? You're one sandwich away from fat."
PETER QUILL,"Yeah, right."
DRAX,It's true. You have gained a little weight….
PETER QUILL,"What? Gamora, do you think I'm…"
MANTIS,He is anxious. Angry. He feels tremendous loss and guilt.
DRAX,It's like a pirate had a baby with an angel.
PETER QUILL,Wow. This is a real wake-up call for me. Okay. I'm gonna get a Bow-flex. I'm gonna commit. I'm gonna get some dumbbells.
ROCKET,"You know you can't eat dumbbells, right?"
GAMORA,It's like his muscles are made of Cotati metal fibers.
PETER QUILL,Stop massaging his muscles.  Wake him up.
MANTIS,Wake.
THOR,Who the hell are you guys?
GAMORA,"The entire time I knew Thanos, he only ever had one goal: To bring balance to the Universe by wiping out half of all life. He used to kill people planet by planet, massacre by massacre...."
DRAX,Including my own.
GAMORA,"If he gets all six Infinity Stones, he can do it with the snap of his fingers, like this."
THOR,You seem to know a great deal about Thanos.
DRAX,Gamora... is the daughter of Thanos.
THOR,Your father killed my brother.
PETER QUILL,"Oh, boy. Stepfather. Technically, she hates him as much as you do."
THOR,"Families can be tough.  Before my father died, he told me I had a half-sister... that he imprisoned in Hel. Then she returned home, and stabbed me in the eye, so... I had to kill her. It's life, isn't it, I guess. Goes round and round and... I feel your pain."
PETER QUILL,"And I feel your pain, as well. I mean it's not a competition, but I've been through a lot. My father killed my mother, then I had to kill my father. And that was hard. Probably even harder than having to kill a sister. Plus, I, came out of it with both of my eyes--"
THOR,"I need a hammer, not a spoon…. (He attempts to fiddle with machinery) How do I open this thing? Is there some sort of a four-digit code maybe… maybe a birth date or something…."
PETER QUILL,What are you doing?
THOR,Taking your pod.
PETER QUILL,"No, you're not!  You'll not, be taking our pod today, sir."
ROCKET,Quill. Are you making your voice deeper?
PETER QUILL,No.
DRAX,You are. You're imitating the god-man. It's weird.
PETER QUILL,No I'm not.
MANTIS,He just did it again!
PETER QUILL,This is my voice!
THOR,Are you mocking me?
PETER QUILL,Are you mocking me?
THOR,Stop it. You did it again.
PETER QUILL,He's trying to copy me.
THOR,Would you stop doing that? He's doing it first.
GAMORA,Enough! We need to stop Thanos. Which means we need to find out where he's going next.
THOR,Knowhere.
MANTIS,He must be going somewhere.
PETER QUILL,"No. Knowhere? It's a place. We've been there. It sucks. Excuse me, that's our food."
THOR,Not anymore.
GAMORA,Thor… why would he go to Knowhere?
THOR,"Because for years, the Reality Stone has been safely stored, there with a man we call the Collector."
PETER QUILL,"If it's with the Collector, then it's not safe. Only an idiot would give that man a stone."
THOR,Or a genius.
GAMORA,How do you know he's not going for one of the other Stones?
THOR,"There's six stones out there.  Thanos already has the Power Stone because he stole it last week, when he decimated Xandar. He stole the Space Stone from me when he destroyed my ship and slaughtered half my people. The Time and Mind Stones are safe on Earth. They're with the Avengers."
PETER QUILL,The 'Avengers'?
THOR,Earth's Mightiest Heroes.
MANTIS,Like Kevin Bacon?
THOR,"He may be on the team. I don't know. Haven't been there in a while. As for the Soul Stone, well, no one's ever seen that. No one even knows where it is. Therefore, Thanos can't get it. Therefore, he's going to Knowhere. Hence, he'll be getting the Reality Stone. You're welcome."
GAMORA,Then we have to go to Knowhere now.
THOR,"Wrong! Where we have to go, is Nivadellir."
DRAX,That's a made up word.
THOR,All words are made up.
ROCKET,"Hold up, Nidavellir is real?  Seriously? I mean, that place is a legend.  They make the most powerful, horrific weapons to ever torment the Universe. I would very much like to go there, please."
THOR,"The rabbit is correct, and clearly the smartest among you."
ROCKET,Rabbit?
THOR,"Only Eitri the dwarf king can make me the weapon I need.  I assume you're the captain, sir?"
ROCKET,You're very perceptive.
THOR,You seem like a noble leader. Will you join me on my quest to Nidavellir?
ROCKET,"Lemme just ask the captain. Oh, wait a second, it's me! Yeah, I'll go."
THOR,Wonderful.
PETER QUILL,Except for that I'm the captain.
THOR,Quiet!
PETER QUILL,That's my backpack.
ROCKET,Go sit down.
PETER QUILL,"Look, this is my ship. And I'm not goin' to…  Wait, what kind of weapon are we talking about here?"
THOR,The Thanos killing kind.
PETER QUILL,Don't you think that we should all have a weapon like that?
THOR,No. You simply lack the strength to wield them. Your bodies will crumble as your minds collapse into the madness.
ROCKET,Is it weird that I wanna do it even more now?
THOR,A little bit. Yeah.
GAMORA,"If we don't go to Knowhere and Thanos retrieves another stone, he'll be too powerful to stop."
THOR,He already is.
ROCKET,"I got it figured out. We got two ships, and a large assortment of morons. So me and Groot will go with the pirate-angel here, and the morons will go to Knowhere to try and stop Thanos. Cool? Cool."
THOR,So cool.
PETER QUILL,For the record… I know that you're only going with him because it's where Thanos isn't.
ROCKET,"You know, you shouldn't talk that way to your captain, Quill.  Come on, Groot. Put that game down, you'll rot your brain."
THOR,"I bid you farewell and good luck, morons. Bye."
VISION,
WANDA MAXIMOFF,Vis? Is it the stone again?
VISION,It's as if it's speaking to me.
WANDA MAXIMOFF,What does it say?
VISION,I don't... I don't know. But something...
VISION,Tell me what you feel.
WANDA MAXIMOFF,I just feel you.
WANDA MAXIMOFF,So there's a 10 AM to Glasgow to give us more time together before you went back.
VISION,What if I miss that train?
WANDA MAXIMOFF,There is an 11.
VISION,"What if I missed all the trains? What if this time, I didn't go back?"
WANDA MAXIMOFF,You gave Stark your word.
VISION,I'd rather give it to you.
WANDA MAXIMOFF,"There are people who are expecting me too, you know. We both made promises."
VISION,"Not to each other.  Wanda… for two years, we've stolen these moments, trying to see if this could work. And... I don't know.  You know what, I'm just gonna speak for myself -- I, I... I think..."
WANDA MAXIMOFF,It works.
VISION,It works.
VISION,Then stay. Stay with me.
VISION,Or not. If I'm overstepping…
WANDA MAXIMOFF,What are they?
VISION,What the stone was warning me about.  I have to go.
WANDA MAXIMOFF,"No, Vision. Vision, if that's true… then maybe going isn't the best idea."
VISION,"Wanda, I…"
WANDA MAXIMOFF,Vision!
VISION,The blade. It stopped me from phasing.
WANDA MAXIMOFF,Is that even possible?
VISION,It isn't supposed to be.  My systems are failing.  I'm beginning to think... we should have stayed in bed.
WANDA MAXIMOFF,Vis!
CORVUS GLAIVE,"Give up the Stone, and she lives."
WANDA MAXIMOFF,Hands off.
WANDA MAXIMOFF,"Come on. Come on. Come on, you gotta get up. You gotta get up. Come on. Hey. Hey. We have to go."
VISION,Please. Please leave.
WANDA MAXIMOFF,You asked me to stay.... I'm staying.
VISION,Please.
WANDA MAXIMOFF,Get up.
PROXIMA MIDNIGHT,Get up.
CORVUS GLAIVE,I can't.
NATASHA ROMANOFF,We don't wanna kill you. But we will.
PROXIMA MIDNIGHT,You'll never get the chance again.
SAM WILSON,Can you stand?
VISION,"Thank you, Captain."
STEVE ROGERS,Let's get you on the jet.
NATASHA ROMANOFF,"I thought we had a deal. Stay close, check in. Don't take any chances."
WANDA MAXIMOFF,I'm sorry. We just wanted time.
SAM WILSON,"Where to, Cap?"
STEVE ROGERS,Home.
,
GAMORA'S MOTHER,Shh. We'll be safe. We'll be safe.
CHILD OF THANOS,
EBONY MAW,Zehobereians…
YOUNG GAMORA,Mother! Where's my mother?!
EBONY MAW,"Zen-Whoberis... Choose a side, or die."
YOUNG GAMORA,Mother!
EBONY MAW,"One side is a revelation. The other, an honor known only to a few."
THANOS,"What's wrong, little one?"
YOUNG GAMORA,My mother. Where is my mother?
THANOS,What's your name?
YOUNG GAMORA,Gamora.
THANOS,"You're quite the fighter, Gamora. Come. Let me help you.  Look. Pretty, isn't it? Perfectly balanced. As all things should be. Too much to one side, or the other…  Here. You try."
EBONY MAW,"Now go in peace, and meet your Maker."
THANOS,Concentrate. There! You've got it.
PETER QUILL,"Gamora. Do you know if these grenades are the ""blow off your junk"" kind or the gas kind? 'Cause I was thinking I might hang a couple on my belt right here. But I don't want to--"
GAMORA,I need to ask a favor.
PETER QUILL,"Yeah, sure."
GAMORA,"One way or another, the path that we're on leads to Thanos."
PETER QUILL,Which is what the grenades are for.  I'm sorry. What's the favor?
GAMORA,If things go wrong… If Thanos gets me… I want you to promise me… you'll kill me.
PETER QUILL,What?
GAMORA,I know something he doesn't. If he finds out… the entire Universe could be at risk.
PETER QUILL,What do you know?
GAMORA,"If I tell you, you'd know, too."
PETER QUILL,"If it's so important, shouldn't I?"
GAMORA,Only if you wanna die.
PETER QUILL,Why does somebody always have to die in this scenario?
GAMORA,"Just… trust me. And possibly, kill me."
PETER QUILL,"I mean, I'd like to. I really would…"
GAMORA,Swear to me. Swear to me on your mother.
PETER QUILL,Okay.
PETER QUILL,Dude. How long have you been standing there?
DRAX,An hour.
PETER QUILL,An hour? Are you serious?
DRAX,I've mastered the ability of standing so incredibly still... that I become invisible to the eye... watch.
PETER QUILL,You're eating a zarg-nut.
DRAX,But my movement... was so slow... that it's imperceptible.
PETER QUILL,"Mmm, no."
DRAX,I'm sure I'm invisible.
MANTIS,"Hi, Drax."
DRAX,Damn it.
PETER QUILL,This place looks deserted.
DRAX,I'm reading movement from the third quadrant.
PETER QUILL,"Yep. I'm picking that up, too. Let's put it down right here."
COLLECTOR,I don't have it.
THANOS,Everyone in the Galaxy knows you'd sell your own brother if you thought it would add the slightest trinket to your pathetic collection.
THANOS,"I know you have the Reality Stone, Tivan. Giving it to me will spare you a great deal of suffering."
COLLECTOR,I told you. I sold it. Why would I lie?
THANOS,I imagine it's like breathing for you.
COLLECTOR,Like suicide.
THANOS,So you do understand. Not even you would surrender something so precious.
COLLECTOR,I didn't know what it was.
THANOS,"Then you're more of a fool than I took you for. Last chance, charlatan. Where's the Stone?"
DRAX,Today...
PETER QUILL,Drax. Drax.
DRAX,...He pays for the deaths of my wife and daughter.
PETER QUILL,"Drax, waaaaait!  Not yet, not yet, not yet.  Drax, Drax, Drax. He doesn't have the Stone yet. We get it, and then we can stop him. We have to get the Stone first. Yeah."
DRAX,No. No. For Ovette. For Camaria.
MANTIS,Sleeeep.
PETER QUILL,"Okay. Gamora, Mantis, you go right. I'm...  The other right!"
THANOS,Why?  Why you? Daughter…
PETER QUILL,That was quick.
COLLECTOR,Magnificent! Magnificent! Magnificent!
THANOS,"Is it sadness I sense in you, daughter? In my heart, I knew you still cared. But one ever knows for sure. Reality is often disappointing."
THANOS,"That is, it was. Now… reality can be whatever I want."
GAMORA,You knew I'd come.
THANOS,"I counted on it. There's something we need to discuss, little one."
DRAX,Thanos!
PETER QUILL,"Let her go, Grimace!"
GAMORA,Peter…
PETER QUILL,I told you to go right.
GAMORA,Now? Really?
PETER QUILL,You let her go!
THANOS,"Ah, the boyfriend."
PETER QUILL,I like to think of myself more as a Titan-killing long-term booty call. Let her go.
GAMORA,Peter…
PETER QUILL,Or I'm gonna blow that nut sack of a chin right off your face!
GAMORA,Not him.
GAMORA,You promised! You promised.
THANOS,"Oh, daughter. You expect too much from him.  She's asked, hasn't she? Do it.  DO IT!!"
PETER QUILL,I told you to go right.
GAMORA,"I love you, more than anything."
PETER QUILL,"I love you, too."
THANOS,I like you.
,
SECRETARY ROSS,Still no word from Vision?
JAMES RHODES,Satellites lost him somewhere over Edinburgh.
SECRETARY ROSS,On a stolen Quinjet with four of the world's most wanted criminals.
JAMES RHODES,"You know they're only criminals because you've chosen to call them that, right, sir?"
SECRETARY ROSS,"My God, Rhodes, your talent for horseshit rivals my own."
JAMES RHODES,"If it weren't for those Accords, Vision would've been right here."
SECRETARY ROSS,"I remember your signature on those papers, Colonel."
JAMES RHODES,That's right. And I'm pretty sure I've paid for that.
SECRETARY ROSS,You have second thoughts?
JAMES RHODES,Not anymore.
STEVE ROGERS,Mr. Secretary.
SECRETARY ROSS,You got some nerve. I'll give you that.
NATASHA ROMANOFF,You could use some of that right now.
SECRETARY ROSS,"The world's on fire. And you think, all is forgiven?"
STEVE ROGERS,"I'm not looking for forgiveness. And I'm way past asking for permission. Earth just lost her best defender. So we're here to fight.  And if you wanna stand in our way... we'll fight you, too."
SECRETARY ROSS,Arrest them.
JAMES RHODES,"All over it.  That's a court-martial. It's great to see you, Cap."
STEVE ROGERS,"You too, Rhodey."
JAMES RHODES,Well. You guys really look like crap. Must've been a rough couple of years.
SAM WILSON,"Yeah, well, the hotels weren't exactly five star."
BRUCE BANNER,"Uh, I think you look great.  Uh... heh... Yeah. I'm back."
NATASHA ROMANOFF,"Hi, Bruce."
BRUCE BANNER,Nat.
SAM WILSON,This is awkward.
JAMES RHODES,"So we gotta assume they're coming back, right?"
WANDA MAXIMOFF,And they can clearly find us.
BRUCE BANNER,We need all hands on deck. Where's Clint?
NATASHA ROMANOFF,"After the whole Accords situation, he and Scott took a deal. It was too tough on their families, they're on house arrest."
BRUCE BANNER,Who's Scott?
STEVE ROGERS,Ant-Man.
BRUCE BANNER,"There's an Ant-Man and a Spider-Man? Okay, look… Thanos has the biggest army in the universe. And he is not gonna stop until he... he gets... Vision's Stone."
NATASHA ROMANOFF,"Well then, we have to protect it."
VISION,"No, we have to destroy it. I've been giving a good deal of thought to this entity in my head, about its nature. But also, its composition. I think if it were exposed to a sufficiently powerful energy source, something, very similar to its own signature, perhaps… its molecular integrity could fail."
WANDA MAXIMOFF,"And you, with it. We're not having this conversation."
VISION,Eliminating the stone is the only way to be certain that Thanos can't get it.
WANDA MAXIMOFF,That's too high a price.
VISION,Only you have the power to pay it.  Thanos threatens half the Universe. One life cannot stand in the way of defeating him.
STEVE ROGERS,"But it should.  We don't trade lives, Vision."
VISION,"Captain, 70 years ago, you laid down your life to save how many millions of people. Tell me, why is this any different?"
BRUCE BANNER,"Because you might have a choice. Your mind is made up of a complex construct of overlays. J.A.R.V.I.S., Ultron, Tony, me, the Stone. All of them mixed together. All of them learning from one another."
WANDA MAXIMOFF,You're saying Vision isn't just the stone?
BRUCE BANNER,"I'm saying that if we take out the stone, there's still a whole lot of Vision left. Perhaps the best parts."
NATASHA ROMANOFF,Can we do that?
BRUCE BANNER,Not me. Not here.
JAMES RHODES,"You better find someone, and somewhere fast. Ross isn't exactly just gonna let you guys have your old rooms back."
STEVE ROGERS,I know somewhere.
OKOYE,"You'll have the Kingsguard, and the Dora Milaje have been alerted."
T'CHALLA,And the Border Tribe?
OKOYE,Those that are left.
T'CHALLA,Send word to the Jabari as well. M'Baku likes a good fight.
OKOYE,And what of this one?
T'CHALLA,This one may be tired of war.  But the White Wolf has rested long enough.
BUCKY BARNES,Where's the fight?
T'CHALLA,On its way.
EBONY MAW,"In all the time I've served Thanos, I've never failed him. If I were to reach our rendezvous on Titan with the Time Stone still attached to your vaguely irritating person, there would be... judgement.  Give me... the stone."
TONY STARK,"Wow you're a seriously loyal piece of outerwear, aren't you?"
PETER PARKER,"Yeah, uh, speaking of loyalty...."
TONY STARK,What the--
PETER PARKER,I know what you're gonna say.
TONY STARK,You should not be here.
PETER PARKER,I was gonna go home--
