character,line
NATASHA ROMANOFF,Seven secure. Did you do anything fun Saturday night?
STEVE ROGERS,"Well, all the guys from my barbershop quartet are dead, so... No, not really."
PILOT,"Coming up by the drop zone, Cap."
NATASHA ROMANOFF,"You know, if you ask Kristen out, from Statistics, she'd probably say yes."
STEVE ROGERS,That's why I don't ask.
NATASHA ROMANOFF,Too shy or too scared?
STEVE ROGERS,Too busy!
STRIKE AGENT,Was he wearing a parachute?
BROCK RUMLOW,"No. No, he wasn't."
FRENCH PIRATE #1,Bouge pas! Bouge pas. (Don't move! Don't move.)
STEVE ROGERS,Thanks.
BROCK RUMLOW,Yeah. You seemed pretty helpless without me.
NATASHA ROMANOFF,What about the nurse that lives across the hall from you? She seems kind of nice.
STEVE ROGERS,"Secure the engine room, then find me a date."
NATASHA ROMANOFF,I'm multitasking.
,
FRENCH PIRATE #1,"J'ai dit à Batroc que si on veut que le SHIELD nous paye, commence à leur envoyer des corps maintenant ! ( I said to Batroc, if we want SHIELD to pay, we have to start sending them bodies now!) . Une balle pour quelqu'un ( I have a bullet for someone).  You want a bullet in your head?! T'en veux une. Hein ! (Do you want one? Eh?) . Bouge ton pied. Tu veux une balle dans la tête ? ( Move that leg. Want a bullet in your head?)"
GEORGES BATROC,J'aime pas attendre. Appelle Durand. Je veux que l'on s'arrache dès que la ranson arrive. ( I do not like to wait. Call Durand. I want the ship ready to move when the ransom arrives.)
FRENCH PIRATE,"Oui, Batroc ( Yes, Batroc.)"
FRENCH PIRATE,Durand. Démarre le moteur.( Durand. Start the engine.)
DURAND,Okay.
NATASHA ROMANOFF,"Hey, sailor."
FRENCH PIRATE,Ferme ta gueule ! ( Shut up.)
FRENCH PIRATE #1,"Bouge pas toi ! Mais qu'est ce qui se passe ! Tu veux jouer les héros, c'est ça ! T'as pas intérêt ! ( What is it? Want to be a hero?)"
FRENCH PIRATE #1,"Bon, j'ai trop attendu là. ( Well, I've waited long enough.)"
FRENCH PIRATE #1,"Hé, trouve Batroc, si j'ai pas de nouvelles dans deux minutes, je commence à les tuer. ( Hey, look for Batroc. If I do not hear anything in two minutes, I'll start to kill them!)"
FRENCH PIRATE #2,D'accord. Je vais le chercher ! ( Okay. I'll find him!)
FRENCH PIRATE #1,Deux minutes. ( Two minutes.)
FRENCH PIRATE,"Silence radio du SHIELD, Batroc. ( Radio silence from SHIELD, Batroc.)"
STRIKE AGENT,Targets acquired.
BROCK RUMLOW,STRIKE in position.
STEVE ROGERS,"Natasha, what's your status?"
STEVE ROGERS,"Status, Natasha?"
NATASHA ROMANOFF,Hang on!
NATASHA ROMANOFF,Engine room secure.
FRENCH PIRATE #1,"Le temps est écoulé. Qui veut mourrir en premier. Hé toi ! Prend la fille.  Time's up. Who wants to die first?  Hey, you! Take the girl."
STEVE ROGERS,On my mark. Three. Two. One.
JASPER SITWELL,"I told you, SHIELD doesn't negotiate."
FRENCH PIRATE,"Halo ? Je pense que la ligne est morte.J'ai perdu le contact. ( Hello? Batroc, the line is dead. I lost contact with them.)"
BROCK RUMLOW,"Hostages en route to extraction. Romanoff missed the rendezvous point, Cap. Hostiles are still in play."
STEVE ROGERS,"Natasha, Batroc's on the move. Circle back to Rumlow and protect the hostages."
STEVE ROGERS,Natasha!
GEORGES BATROC,Je croyais que tu étais plus qu'un bouclier. ( I thought that you were more than just a shield.)
STEVE ROGERS,On va voir. ( Let's see.)
NATASHA ROMANOFF,"Well, this is awkward."
STEVE ROGERS,What are you doing?
NATASHA ROMANOFF,Backing up the hard drive. It's a good habit to get into.
STEVE ROGERS,Rumlow needed your help. What the hell are you doing here?
STEVE ROGERS,You're saving SHIELD Intel.
NATASHA ROMANOFF,Whatever I can get my hands on.
STEVE ROGERS,Our mission is to rescue hostages.
NATASHA ROMANOFF,No. That's your mission.
NATASHA ROMANOFF,And you've done it beautifully.
STEVE ROGERS,You just jeopardized this whole operation.
NATASHA ROMANOFF,I think that's overstating things.
NATASHA ROMANOFF,Okay. That one's on me.
STEVE ROGERS,You're damn right.
STEVE ROGERS,"You just can't stop yourself from lying, can you?"
NICK FURY,I didn't lie. Agent Romanoff had a different mission than yours.
STEVE ROGERS,Which you didn't feel obliged to share.
NICK FURY,I'm not obliged to do anything.
STEVE ROGERS,"Those hostages could've died, Nick."
NICK FURY,I sent the greatest soldier in history to make sure that didn't happen.
STEVE ROGERS,"Soldiers trust each other, that's what makes it an army. Not a bunch of guys running around and shooting guns."
NICK FURY,"The last time I trusted someone, I lost an eye. Look, I didn't want you doing anything you weren't comfortable with. Agent Romanoff is comfortable with everything."
STEVE ROGERS,I can't lead a mission when the people I'm leading have missions of their owns.
NICK FURY,It's called compartmentalization. Nobody spills the secrets because nobody knows them all.
STEVE ROGERS,Except you.
NICK FURY,You're wrong about me. I do share. I'm nice like that.
NICK FURY,Insight bay.
SHIELD COMPUTER,Captain Rogers does not have clearance for Project Insight.
NICK FURY,"Director override, Fury, Nicholas J."
SHIELD COMPUTER,Confirmed.
STEVE ROGERS,"You know, they used to play music."
NICK FURY,"Yeah. My grandfather operated one of these things for forty years. My granddad worked in a nice building, he got good tips."
NICK FURY,"He'd walk home every night, roll of ones stuffed in his lunch bag. He'd say ""hi"", people would say hi back. Time went on, neighborhood got rougher. He'd say ""Hi"", they'd say, ""Keep on steppin'. Granddad got to grippin' that lunch bag a little tighter."
STEVE ROGERS,Did he ever get mugged?
NICK FURY,"Every week some punk would say, ""What's in the bag?"""
STEVE ROGERS,What did he do?
NICK FURY,He'd show 'em. Bunch of crumpled ones and loaded .22 Magnum.
NICK FURY,Granddad loved people. But he didn't trust them very much.
NICK FURY,"Yeah, I know. They're a little bit bigger than a .22."
NICK FURY,This is Project Insight. Three next generation Helicarriers synced to a network of targeting satellites.
STEVE ROGERS,Launched from the Lemurian Star.
NICK FURY,Once we get them in the air they never need to come down. Continuous suborbital flight courtesy of our new repulsor engines.
STEVE ROGERS,Stark?
NICK FURY,"Well, he had a few suggestions once he got an up close look at our old turbines. These new long range precision guns can eliminate a thousand hostiles a minute. The satellites can read a terrorist's DNA before he steps outside his spider hole. We gonna neutralize a lot of threats before they even happen."
STEVE ROGERS,I thought the punishment usually came after the crime.
NICK FURY,We can't afford to wait that long.
STEVE ROGERS,"Who's ""we""?"
NICK FURY,"After New York, I convinced the World Security Council we needed a quantum surge in threat analysis. For once we're way ahead of the curve."
STEVE ROGERS,By holding a gun at everyone on Earth and calling it protection.
NICK FURY,"You know, I read those SSR files. Greatest generation? You guys did some nasty stuff."
STEVE ROGERS,"Yeah, we compromised. Sometimes in ways that made us not sleep so well. But we did it so the people could be free. This isn't freedom, this is fear."
NICK FURY,"SHIELD takes the world as it is, not as we'd like it to be. It's getting damn near past time for you to get with that program, Cap."
STEVE ROGERS,Don't hold your breath.
THE SMITHSONIAN NARRATOR,"A symbol to the nation. A hero to the world. The story of Captain America is one of honor, bravery and sacrifice."
WOMAN ON PA,(faintly) Welcome to the Smithsonian. Visitor information booths are available on the second level.
THE SMITHSONIAN NARRATOR,"Denied enlistment due to poor health, Steven Rogers was chosen for a program unique in the annals of American warfare. One that would transform him into the world's first super soldier."
OLD FOOTAGE RECORDING,"In this rare footage, everyone's favorite war hero, Captain America..."
THE SMITHSONIAN NARRATOR,"Battle tested, Captain America and his Howling Commandos quickly earned their stripes. Their mission, taking down HYDRA, the Nazi rogue science division."
THE SMITHSONIAN NARRATOR,"Best friends since childhood, Bucky Barnes and Steven Rogers were inseparable on both schoolyard and battlefield. Barnes is the only Howling Commando to give his life in service of his country."
PEGGY CARTER,That was a difficult winter. A blizzard had trapped half our battalion behind the German line. Steve...
,
PEGGY CARTER,"Captain Rogers, he fought his way through a HYDRA blockade that had pinned our allies down for months. He saved over a thousand men, including the man who would...who would become my husband as it turned out. Even after he died, Steve was still changing my life."
STEVE ROGERS,"You should be proud of yourself, Peggy."
PEGGY CARTER,Mm. I have lived a life. My only regret is that you didn't get to live yours.
PEGGY CARTER,What is it?
STEVE ROGERS,"For as long as I can remember I just wanted to do what was right. I guess I'm not quite sure what that is anymore. And I thought I could throw myself back in and follow orders, serve. It's just not the same."
PEGGY CARTER,"You're always so dramatic. Look, you saved the world. We rather...mucked it up."
STEVE ROGERS,You didn't. Knowing that you helped found SHIELD is half the reason I stay.
PEGGY CARTER,"Hey. The world has changed and none of us can go back. All we can do is our best, and sometimes the best that we can do is to start over."
STEVE ROGERS,Peggy.
PEGGY CARTER,Steve?
STEVE ROGERS,Yeah.
PEGGY CARTER,"You're alive! You...you came, you came back."
STEVE ROGERS,"Yeah, Peggy."
PEGGY CARTER,It's been so long. So long.
STEVE ROGERS,"Well, I couldn't leave my best girl. Not when she owes me a dance."
NICK FURY,Secure office.
NICK FURY,Open Lemurian Star's satellite launch file.
SHIELD COMPUTER,Access denied.
NICK FURY,Run decryption.
SHIELD COMPUTER,Decryption failed.
NICK FURY,"Director override, Fury, Nicholas J."
SHIELD COMPUTER,Override denied. All files sealed.
NICK FURY,On whose authority?
SHIELD COMPUTER,"Fury, Nicholas J."
NICK FURY,World Security Council.
SHIELD COMPUTER,Confirmed.
COUNCILMAN ROCKWELL,"If Nick Fury thinks he can get his costumed thugs and STRIKE commandos to mop-up his mess, he's sadly mistaken. This failure is unacceptable."
COUNCILMAN SINGH,"Well, considering this attack took place one mile from my country's sovereign waters, it's a bit more then that. I move for immediate hearing."
COUNCILWOMAN HAWLEY,"We don't need hearings, we need action. It's this Council's duty to oversee SHIELD."
COUNCILMAN YEN,A breach like this raises serious questions.
COUNCILMAN ROCKWELL,Like how the hell did a French pirate manage to hijack a covert SHIELD vessel in broad daylight?
ALEXANDER PIERCE,"For the record, councilman, he's Algerian. I can draw a map if it'll help."
COUNCILMAN ROCKWELL,"I appreciate your wit, Secretary Pierce. But this Council take things like international piracy fairly seriously."
ALEXANDER PIERCE,"Really? I don't. I don't care about one boat, I care about the fleet. If this Council is going to fall a rancor every time someone pushes us on the playing field, maybe we need someone to oversee us."
COUNCILMAN YEN,"Mr. Secretary, nobody is suggesting..."
ALEXANDER PIERCE,Excuse me.
COUNCILMAN ROCKWELL,"More trouble, Mr. Secretary?"
ALEXANDER PIERCE,It depends on your definition.
ALEXANDER PIERCE,I work forty floors away and it takes a hijacking for you to visit?
NICK FURY,A nuclear war would do it too.
NICK FURY,Busy in there?
ALEXANDER PIERCE,Nothing some earmarks can't fix.
NICK FURY,"I'm, uh...here to ask a favor. I want you to call for a vote. Project insight has to be delayed."
ALEXANDER PIERCE,"Nick, that's not a favor, that's a subcommittee hearing. A long one."
NICK FURY,"It could be nothing, probably is nothing. I just need time to make sure it's nothing."
ALEXANDER PIERCE,What if it's something?
NICK FURY,Then we'll both be damn glad those Helicarriers aren't in the air.
ALEXANDER PIERCE,Fine. But you gotta get Iron Man to stop by my niece's birthday party.
NICK FURY,"Thank you, sir."
ALEXANDER PIERCE,"And not just a flyby, he's got to mingle."
FEMALE WAR VETERAN,"The thing is I think it's getting worse. A cop pulled me over last week, he thought I was drunk. I swerved to miss a plastic bag. I thought it was an IED."
SAM WILSON,"Some stuff you leave there, other stuff you bring back. It's our job to figure out how to carry it. Is it gonna be in a big suitcase or in a little man-purse? It's up to you."
FEMALE WAR VETERAN,I'll see you next week.
SAM WILSON,Yeah.
FEMALE WAR VETERAN,Yeah.
SAM WILSON,Look who it is. The running man.
STEVE ROGERS,Caught the last few minutes. It's pretty intense.
SAM WILSON,"Yeah, brother, we all got the same problems. Guilt, regret."
STEVE ROGERS,You lose someone?
SAM WILSON,"My wingman, Riley. Flying a night mission.Standard PJ rescue op, nothing we hadn't done a thousand times before, till RPG knock Riley's dumb ass out of the sky. Nothing I could do. It's like I was up there just to watch."
STEVE ROGERS,I'm sorry.
SAM WILSON,"After that, I had really hard time finding a reason for being over there, you know?"
STEVE ROGERS,"But you're happy now, back in the world?"
SAM WILSON,"Hey, the number of people giving me orders is down to about zero. So, hell, yeah. You thinking about getting out?"
STEVE ROGERS,"No. I don't know. To be honest, I don't know what I would do with myself if I did."
SAM WILSON,"Ultimate fighting?  It's just a great idea off the top of my head. But seriously, you could do whatever you want to do. What makes you happy?"
STEVE ROGERS,I don't know.
FURY'S CAR,Activating communications encryption protocol.
NICK FURY,Open secure line zero-four-zero-five.
FURY'S CAR,Confirmed.
MARIA HILL,This is Hill.
NICK FURY,I need you here in D.C. Deep shadow conditions.
MARIA HILL,Give me four hours.
NICK FURY,"You have three, over.  Want to see my lease?"
FURY'S CAR,Fracture detected. Recommend anesthetic injection.  D.C. Metro Police dispatch shows no units in this area.
NICK FURY,Get me out of here!
FURY'S CAR,Propulsion systems offline.
NICK FURY,"Then reboot, dammit!"
FURY'S CAR,Warning! Window integrity compromised.
NICK FURY,You think? How long to propulsion?
FURY'S CAR,Calculating.  Window Integrity thiry-one percent. Deploying countermeasures.
NICK FURY,Hold that order!
FURY'S CAR,Window Integrity nineteen percent. Offensive measures advised.
NICK FURY,Wait!
FURY'S CAR,Window Integrity one percent.
NICK FURY,Now!
FURY'S CAR,Propulsion systems now online.
NICK FURY,"Full acceleration, now!  Initiate vertical takeoff!"
FURY'S CAR,Flight systems damaged.
NICK FURY,Then activate guidance cameras!  Give me the wheel!  Get me Agent Hill.
FURY'S CAR,Communications array damaged.
NICK FURY,"Well, what's not damaged?"
FURY'S CAR,Air conditioning is fully operational.  Traffic ahead.
NICK FURY,Give me an alternate route.
FURY'S CAR,"Traffic alert on Roosevelt Bridge. All vehicles stopped. 17th Avenue clear in three blocks, directly ahead.  Warning, approaching intersection."
NICK FURY,Get me off the grid!
FURY'S CAR,Calculating route to secure location.
SHARON CARTER,"That's so sweet. That is so nice. Hey. I gotta go, though. Okay, bye.  My aunt, she's kind of an insomniac.  Yeah."
STEVE ROGERS,"Hey, if you want...if you want, you're welcome to use my machine. Might be cheaper than the one in the basement."
SHARON CARTER,"Oh, yeah? What's it cost?"
STEVE ROGERS,A cup of coffee?
SHARON CARTER,"Thank you, but um...I already have a load in downstairs, and, uh...you really don't want my scrubs in your machine. I'm just finished orientation in the infectious diseases ward, so."
STEVE ROGERS,"Ah, well, I'll keep my distance."
SHARON CARTER,"Well hopefully not too far.  Oh, and I think you left your stereo on."
STEVE ROGERS,"Oh. Right, thank you."
SHARON CARTER,Yeah.
STEVE ROGERS,I don't remember giving you a key.
NICK FURY,You really think I'd need one? My wife kicked me out.
STEVE ROGERS,Didn't know you were married.
NICK FURY,A lot of things you don't about me.
STEVE ROGERS,"I know, Nick. That's the problem."
NICK FURY,"I'm sorry to have to do this, but I had no place else to crash."
STEVE ROGERS,Who else knows about your wife?
NICK FURY,Just...my friends.
STEVE ROGERS,Is that what we are?
NICK FURY,That's up to you.  Don't...trust anyone.
SHARON CARTER,"Captain Rogers?  Captain, I'm Agent 13 of SHIELD Special Service."
STEVE ROGERS,Kate?
SHARON CARTER,I'm assigned to protect you.
STEVE ROGERS,On whose order?
SHARON CARTER,"His.  Foxtrot is down, he's unresponsive. I need EMTs."
SHIELD AGENT,Do you have a twenty on the shooter?
STEVE ROGERS,Tell him I'm in pursuit.
NATASHA ROMANOFF,Is he gonna make it?
STEVE ROGERS,I don't know.
NATASHA ROMANOFF,Tell me about the shooter.
STEVE ROGERS,He's fast and strong. Had a metal arm.
NATASHA ROMANOFF,Ballistics?
MARIA HILL,"Three slugs, no rifling. Completely untraceable."
NATASHA ROMANOFF,Soviet-made.
MARIA HILL,Yeah.
MALE NURSE,He's in V-tach.
FEMALE NURSE,Crash cart coming in.
DOCTOR,"Nurse, help me with the drape."
MALE NURSE,BP is dropping.
DOCTOR,Defibrillator!  I want you to charge him at one hundred.
NATASHA ROMANOFF,"Don't do this to me, Nick."
DOCTOR,"Stand back! Three, two, one. Clear!  Pulse?"
MALE NURSE,No pulse.
DOCTOR #1,No pulse.
DOCTOR,"Okay. 200, please. Stand back! Three, two, one. Clear!  Give me epinephrine! Pulse?"
MALE NURSE,Negative.
NATASHA ROMANOFF,"Don't do this to me, Nick. Don't do this to me."
DOCTOR,What's the time?
FEMALE NURSE,"1:03, Doctor."
DOCTOR,"Time of death, 1:03 a.m."
MARIA HILL,I need to take him.
STEVE ROGERS,Natasha.  Natasha!
NATASHA ROMANOFF,Why was Fury in your apartment?
STEVE ROGERS,I don't know.
BROCK RUMLOW,"Cap, they want you back at SHIELD."
STEVE ROGERS,"Yeah, give me a second."
BROCK RUMLOW,They want you now.
STEVE ROGERS,Okay.
NATASHA ROMANOFF,You're a terrible liar.
JASPER SITWELL,"STRIKE team, escort Captain Rogers back to SHIELD immediately for questioning."
BROCK RUMLOW,I told him.
STEVE ROGERS,Let's go.
BROCK RUMLOW,"Yeah.  STRIKE, move it out."
ALEXANDER PIERCE,"For whatever it's worth, you did your best."
SHARON CARTER,"Thank you, sir.  Captain Rogers."
STEVE ROGERS,Neighbor.
ALEXANDER PIERCE,"Ah, Captain. I'm Alexander Pierce."
STEVE ROGERS,"Sir, it's an honor."
ALEXANDER PIERCE,"The honor is mine, Captain. My father served in the 101st. Come on in.  That photo was taken five years after Nick and I met. When I was at State Department in Bogota. ELN rebels took the embassy, and security got me out, but the rebels took hostages. Nick was deputy chief for the SHIELD station there. And he comes to me with a plan. He wants to storm the building through the sewers. I said, ""No, we'll negotiate."" Turned out the ELN didn't negotiate, so they put out a kill order. They stormed the basement, and what did they find? They find it empty. Nick had ignored my direct order and carried out an unauthorized military operation on foreign soil. He saved the lives of a dozen political officers, including my daughter."
STEVE ROGERS,So you gave him a promotion.
ALEXANDER PIERCE,"I've never had any cause to regret it. Captain, why was Nick in your apartment last night?"
STEVE ROGERS,I don't know.
ALEXANDER PIERCE,You know it was bugged?
STEVE ROGERS,"I did, because Nick told me."
ALEXANDER PIERCE,Did he tell you he was the one who bugged it?  I want you to see something.
SHIELD AGENT,"Who hired you, Batroc?"
STEVE ROGERS,Is that live?
ALEXANDER PIERCE,"Yeah, they picked him up last night in a not-so-safe house in Algiers."
STEVE ROGERS,Are you saying he's a suspect? Assassination isn't Batroc's line.
ALEXANDER PIERCE,"No, it's more complicated than that. Batroc was hired anonymously to attack the Lemurian Star and he was contacted by e-mail and paid by wire transfer. And then the money was run through seventeen fictitious accounts, the last one going to a holding company that was registered to a Jacob Veech."
STEVE ROGERS,Am I supposed to know who that is?
ALEXANDER PIERCE,Not likely. Veech died six years ago. His last address was 14-35 Elmhurst Drive. When I first met Nick his mother lived at 14-37.
STEVE ROGERS,Are you saying Fury hired the pirates? Why?
ALEXANDER PIERCE,The prevailing theory was that the hijacking was a cover for the acquisition and sale of classified intelligence. The sale went sour and that led to Nick's death.
STEVE ROGERS,If you really knew Nick Fury you'd know that's not true.
ALEXANDER PIERCE,"Why do you think we're talking? See, I took a seat on the Council not because I wanted to but because Nick asked me to, because we were both realists. We knew that despite all the diplomacy and the handshaking and the rhetoric, that to build a really better world sometimes means having to tear the old one down. And that makes enemies. Those people that call you dirty because you got the guts to stick your hands in the mud and try to build something better. And the idea that those people could be happy today, makes me really, really angry.  Captain, you were the last one to see Nick alive. I don't think that's an accident, and I don't think you do either. So I'm gonna ask again, why was he there?"
STEVE ROGERS,He told me not to trust anyone.
ALEXANDER PIERCE,I wonder if that included him.
STEVE ROGERS,I'm sorry. Those were his last words. Excuse me.
ALEXANDER PIERCE,"Captain.  Somebody murdered my friend and I'm gonna find out why. Anyone gets in my way, they're gonna regret it. Anyone."
STEVE ROGERS,Understood.
STEVE ROGERS,Operations control.
SHIELD COMPUTER,Confirmed.
BROCK RUMLOW,Keep all STRIKE personnel on site.
STRIKE AGENT #1,Understood.
STRIKE AGENT #2,"Yes, sir."
BROCK RUMLOW,Forensics.
SHIELD COMPUTER,Confirmed.
BROCK RUMLOW,Cap.
STEVE ROGERS,Rumlow.
BROCK RUMLOW,Evidence Response found some fibres on the roof they want us to see. You want me to get the tac-team ready?
STEVE ROGERS,"No, lets wait and see what it is first."
BROCK RUMLOW,Right.
SHIELD AGENT #1,What's the status so far?
SHIELD AGENT #2,Administrations level.
SHIELD COMPUTER,Confirmed.
SHIELD AGENT #2,Excuse me.
BROCK RUMLOW,"I'm sorry about what happened with Fury. Messed up, what happened to him."
STEVE ROGERS,Thank you.
STRIKE AGENT #3,Records.
SHIELD COMPUTER,Confirmed.
STEVE ROGERS,"Before we get started, does anyone want to get out?"
JASPER SITWELL,"Mobilize STRIKE units, 25th floor."
BROCK RUMLOW,"Whoa, big guy. I just want you to know, Cap, this ain't personal."
STEVE ROGERS,It kind of feels personal.
25TH FLOOR STRIKE AGENT,Drop the shield! Put your hands in the air!
STRIKE AGENT,"Give it up, Rogers! Get that door open! You have nowhere to go!"
JASPER SITWELL,Are you kidding me?  He's headed for the garage. Lock down the bridge!
QUINJET PILOT,"Stand down, Captain Rogers. Stand down.  Repeat, stand down."
JASPER SITWELL,"Eyes here.  Whatever your op is, bury it. This is Level One. Contact DOT. All traffic lights in the district go red. Shut all runways at BWI, IAD and Reagan. All security cameras in the city go through this monitor, right here. Scan all open sources. Phones, computers, PDAs, whatever. If someone tweets about this guy, I want to know about it."
SHARON CARTER,"With all due respect, If SHIELD is conducting a manhunt for Captain America, we deserve to know why."
ALEXANDER PIERCE,"Because he lied to us.  Captain Rogers has information regarding the death of Director Fury, he refused to share it. As difficult as this is to accept, Captain America is a fugitive from SHIELD."
STEVE ROGERS,Where is it?
NATASHA ROMANOFF,Safe.
STEVE ROGERS,Do better!
NATASHA ROMANOFF,Where did you get it?
STEVE ROGERS,Why would I tell you?
NATASHA ROMANOFF,Fury gave it to you. Why?
STEVE ROGERS,What's on it?
NATASHA ROMANOFF,I don't know.
STEVE ROGERS,Stop lying!
NATASHA ROMANOFF,"I only act like I know everything, Rogers."
STEVE ROGERS,"I bet you knew Fury hired the pirates, didn't you?"
NATASHA ROMANOFF,"Well, it makes sense. The ship was dirty, Fury needed a way in, so do you."
STEVE ROGERS,I'm not gonna ask you again.
NATASHA ROMANOFF,"I know who killed Fury. Most of the intelligence community doesn't believe he exists, the ones who do call him the Winter Soldier. He's credited with over two dozen assassinations in the last fifty years."
STEVE ROGERS,So he's a ghost story.
NATASHA ROMANOFF,"Five years ago I was escorting a nuclear engineer out of Iran, somebody shot out my tires near Odessa. We lost control, went straight over a cliff, I pulled us out, but the Winter Soldier was there. I was covering my engineer, so he shot him straight through me.  Soviet slug, no rifling. Bye-bye bikinis."
STEVE ROGERS,"Yeah, I bet you look terrible in them now."
NATASHA ROMANOFF,"Going after him is a dead end. I know, I've tried.  Like you said, he's a ghost story."
STEVE ROGERS,"Well, let's find out what the ghost wants."
ALEXANDER PIERCE,"Nick Fury was murdered in cold blood. To any reasonable person, that would make him a martyr, not a traitor."
COUNCILMAN ROCKWELL,You know what makes him a traitor? Hiring a mercenary to hijack his own ship.
COUNCILMAN SINGH,"Nick Fury used your friendship to coerce this council into delaying Project Insight. A project he knew would expose his own illegal operations. At best, he lied to you. At worst..."
ALEXANDER PIERCE,Are you calling for my resignation? I've got a pen and paper right here.
COUNCILWOMAN HAWLEY,That discussion can be tabled for a later time.
ALEXANDER PIERCE,But you do want to have a discussion.
COUNCILMAN ROCKWELL,"We've already had it, Mr. Secretary. This council moves to immediately reactivate Project Insight. If you want to say something snappy, now would be a good time."
NATASHA ROMANOFF,"First rule of going on the run is, don't run, walk."
STEVE ROGERS,"If I run in these shoes, they're gonna fall off."
NATASHA ROMANOFF,"The drive has a Level Six homing program, so as soon as we boot up SHIELD will know exactly where we are."
STEVE ROGERS,How much time do we have?
NATASHA ROMANOFF,"Uh...about nine minutes from...  Now.  Fury was right about that ship, somebody's trying to hide something. This drive is protected by some sort of AI, it keeps rewriting itself to counter my commands."
STEVE ROGERS,Can you override it?
NATASHA ROMANOFF,"The person who developed this is slightly smarter than me. Slightly.   I'm gonna try running a tracer. This is a program that SHIELD developed to track hostile malware, so if we can't read the file, maybe we can find out where it came from."
APPLE EMPLOYEE,Can I help you guys with anything?
NATASHA ROMANOFF,"Oh, no. My fiancé was just helping me with some honeymoon destinations."
STEVE ROGERS,Right! We're getting married.
APPLE EMPLOYEE,Congratulations. Where do you guys thinking about going?
STEVE ROGERS,New Jersey.
APPLE EMPLOYEE,Oh.  I have the exact same glasses.
NATASHA ROMANOFF,"Wow, you two are practically twins."
