character,line
RHODEY,Yeah.  They said you’d be deeply honored if I presented. 
TONY,"Okay, let’s do it. Rhodey plops the ARES statue down on the felt. "
TONY,"That was quick.  Thought there’d be more of, you know, a ceremony. Maybe a highlight reel -- Tony shakes karma into the dice, rolls again.  He craps out. Groans from the table, everyone staring at Rhodey the “cooler”. "
TONY,Colore me up. 
TONY,"(turns others)  My chaperone has just arrived with my -- (holding the ARES) -- Degenerate of the Year Award.  Judging from his look, I may have just peed in the kiddie pool. The Boxman racks up Tony’s chips. "
TONY,"I must now take my ease, along with the House’s funds. He’s handed racks of chips, then tips the table Operators and heads off with Rhodey.  Two hotel Security Guards fall in behind.  As they meander past tables -- People gawk, snap photos of Tony with their phones. "
RHODEY,A lot of people would kill to have their name on that award. 
TONY,It belongs to my old man.  They should have given it to him. 
RHODEY,"What’s wrong with you?  A thousand people came here tonight to honor you, and you leave them with egg on their face.  This award means something, Tony, it’s bigger than you -- "
TONY,"Hold that thought a sec. He’s stopped in front of a roulette wheel.  Puts all his chips down on, nods to wheel operator. "
TONY,Put it all on black.  Don’t worry -- it’s approved. The Wheel Operator spins -- CLOSE ON - ROULETTE WHEEL: the ball finally settling on red. The Dealer scoops away Tony’s chips. 
RHODEY,...you just blew three million. 
TONY,
TONY,Yeah.  Don’t know what was more exciting -- winning it...or the fact that I don’t care I just lost it. 
RHODEY,Everything’s funny to you. 
TONY,No.  You’re not funny. 
RHODEY,We’ve got a hell of a day tomorrow. Can we get out of here now? 
TONY,One more stop. An empty palatial bathroom.  Tony’s in the stall on his throne.  Rhodey splashes his face by the mirrors. 
TONY (IN STALL),Of course I respect your opinion. 
RHODEY,This is no joke.  You’re going into a hot zone.  We should be doing this test here in Nevada. 
TONY (IN STALL),"This system has to be demonstrated in true field conditions. The Bathroom door swings open and VIRGINIA “PEPPER” POTTS enters, Tony’s sexy and very capable assistant. "
PEPPER,"Tony, it’s the President.  Wants to congratulate you personally.  Heads up. She tosses the cellphone over the top of the stall.  All very routine.   Rhodey listens to Tony talk, shaking his head. "
TONY (IN STALL),"...Jim, how’re the trout running? Yeah, sitting on top of the world here.  Working on my masterpiece -- Tony washes up.  As they leave, Rhodey drops money in the absent Attendant’s tip basket.  Tony adds the ARES statue to the basket and follows Rhodey out. Hotel Guards have patrons cordoned outside the bathroom.  We PICK UP Tony and Pepper in mid walk-and-talk. "
PEPPER,You’re leaving the country for a week.  I need five minutes -- 
TONY,"Okay -- shoot. Tony heads for his waiting limo, the entourage hanging back. "
PEPPER,(checking her tablet PC) The Board meeting is on the eleventh.  Should I tell them to expect an appearance--? 
WOMAN’S VOICE,"Mr. Stark! Tony turns, spots CHRISTINE EVERHART, a hot young Reporter holding a recorder.  Security keeps her at bay. "
CHRISTINE,"Christine Everhart, Vanity Fair Magazine.  Can I ask you a few questions? "
TONY,"Can I ask a few back? She gives him a disarming smile.  Tony waves at Security to let her through.  Pepper shakes her head, then takes a call. "
CHRISTINE,You’ve been described as a Da Vinci for our times.  What do you say to that? 
TONY,Ridiculous.  I don’t paint. 
CHRISTINE,And what do you say to your other nickname: “The Merchant of Death?” 
TONY,That’s not bad -- Her gaze is suddenly cold. 
TONY,Let me guess.  Berkeley? 
CHRISTINE,Brown. 
TONY,"Well Miss Brown, it’s an imperfect world and I assure you, the day weapons are no longer needed to keep the peace, I’ll start manufacturing bricks and beams to make baby hospitals. "
CHRISTINE,"Rehearse that much, Mr. Stark? "
TONY,Every night in front of the mirror. Call me Tony. 
CHRISTINE,"I’m sorry, “Tony”, I was hoping for a serious answer. "
TONY,Here’s serious: my old man had a philosophy: peace means having a bigger stick than the other guy. 
CHRISTINE,"Good line, coming from the guy selling the sticks. "
TONY,My father helped defeat Hitler.  He was on the Manhattan Project.  A lot of people -- including your professors at Brown -- might call that being a hero. 
CHRISTINE,"Others might call it war- profiteering. Tony has to smile, this gal is relentless. "
TONY,"Tell me: do you plan to report on the millions we’ve saved by advancing medical technology?  Or kept from starving with our inteli- crops?  All were breakthroughs spawned from, that’s right, military funding. "
CHRISTINE,"Wow.  You ever lose an hour of sleep your whole life? He regards her in earnest, then off her drop-dead look we -- Christine and Tony, half naked, crashing about.  She’s the one attacking.  They flop out of frame. alone, as the room begins to transform -- Darkened windows turn translucent, admitting light. She rises, startled by the TV flickering alive as she passes it.  She looks out the window -- hell of a view. 9-10. As we PULL AWAY and establish Tony’s estate, perched impossibly on the cliffs above the Pacific. Christine pads over to the closet, tries to open it. "
JARVIS,"I’m sorry, Miss Everhart, you are not authorized to access that area. She jumps, freaked out, grabs for Tony’s shirt on the floor and covers herself.  Just then -- Pepper enters, holding dry-cleaned clothes in plastic. "
PEPPER,"(re: the voice) Don’t worry, that’s Jarvis -- he runs the house.  Jarvis: de- activate security. Pepper eyes Tony’s oversized shirt on Christine. "
PEPPER,"Here, your clothes cleaned and pressed.  Anything else I can get you? "
CHRISTINE,"Look, Tony wanted me to stay for breakfast, but I’ve got to get a jump on the day.  Call me a cab, would you? "
PEPPER,"Cab’s waiting outside. A beat, then -- "
CHRISTINE,"And a coffee, hon.  Black.  One Splenda. "
PEPPER,"(smiling sweetly) Should I tell Mr. Stark you were satisfied with the interview? It’s like the chaos inside Tony’s head -- ultra-modern drones and missile parts, sports cars and long-abandoned prototypes. Framed photos of Tony and his Dad working on a classic ‘32 Ford.  MUSIC drifts from an old Wurlitzer. We drift past: screens containing various CAD images of a flathead engine, and finally we find -- Tony, in suit-slacks and an undershirt, grimy from working on the same ‘32 Ford as in the photo.  Pepper enters holding her "
PEPPER,You still owe me five minutes-- 
TONY,Five?  I’ll need a bit longer than that -- 
PEPPER,Focus.  I need to leave on time today. 
TONY,"You’re rushing me.  What, you have plans tonight? "
PEPPER,The MIT commencement.  Yes or no? 
TONY,Maybe.  Tell me your plans. 
PEPPER,I’ll tell them ‘yes’.  You want to buy the Jackson Pollock?  He’s got another buyer in the wings -- 
TONY,What’s it look like? 
TONY,"It’s a minor work in his later Spring Period, it’s ludicrously over-priced-- "
TONY,Buy it. She’s interrupted by her phone and taps her blue-tooth headset.  Listens. 
PEPPER,He left an hour ago.  Okay.  (hangs up)  It’s Rhodey again. 
TONY,"You have plans, don’t you --? "
PEPPER,I’m allowed to have plans on my birthday. 
TONY,It’s your birthday again? 
PEPPER,"Yep.  Funny, same day as last year. "
TONY,"Well, get yourself something from me.  Something nice. "
PEPPER,Already did. 
TONY,And...? 
PEPPER,"It was very tasteful, very elegant. Thank you, Mr. Stark. "
TONY,"You’re welcome, Miss Potts. Rhodey, in uniform, paces talking on a cellphone.  Behind him a parked Boeing Business Jet reading: STARK INTERNATIONAL, “TOMORROW TODAY.” A GROWING RUMBLE and Rhodey turns to see -- A Saleen S7 roaring up, stopping short of him. Seconds later-- A Rolls limo arrives.  Tony’s chauffeur HOGAN pops the trunk and takes out: a single overnight suitcase. The Saleen’s scissor-doors open, Tony jumps out. He heads for the Boeing, right past Rhodey. "
TONY,"Sorry, pal -- car trouble. Rhodey, steaming, settles into his seat. "
RHODEY,"I was standing out there three hours, what the hell --? "
TONY,I had car trouble. A hot Flight Attendant holds out steamy towels with thongs. 
TONY,"Thanks, maybe later. Rhodey grabs a towel.  The WHINE of ENGINES build. A Flight Attendant stops by their seats. "
ATTENDANT,"Would you like a drink, Mr. Stark? "
TONY,Two fingers of Laphroig. (to Rhodey)  You want one? 
RHODEY,We’re working. 
TONY,You should have a drink.  We’ve got a twelve hour flight ahead of us. 
RHODEY,It’s two in the afternoon. 
TONY,"It’s two in the morning where we’re going.  C’mon, ten hours “bottle to throttle --” "
RHODEY,Don’t start with me. 
TONY,"Jeez, we’re not getting hammered. Just a nightcap.  We’ll sleep better, arrive fresh.  It’s the responsible thing to do. I don’t know about you, but I want to sell some weapons. Off Rhodey’s stoic look, we -- "
TONY,"MUSIC blares.  Tony and Rhodey sip drinks, comfortably numb and oblivious to the flight attendants dancing next to them. "
RHODEY,"(a few drinks in) You don’t get it.  I don’t work for the military because they paid for my education, or my father’s education.  Don’t cheapen it like that. "
TONY,"All I said was, with your smarts, your engineering background, you could write your own ticket in the private sector -- on top of which, you wouldn’t have to wear that ‘straight-jacket’. "
RHODEY,"‘Straight-jacket’?  This uniform means something.  A chance to make a difference.  You don’t respect that, because you don’t understand. "
TONY,"(motions with a nod) See that one?  Her I understand. Croatian.  Hot-blooded, I’m serious.  Must be those winters in Zagreb -- "
RHODEY,You’re not listening to a word I’m saying. 
TONY,"I am listening.  I’m changing the subject.  It’s the same litany, every time you’ve had a thimble of alcohol.  Drink One: reflections on the New American Century and related topics -- "
RHODEY,"Something’s...seriously wrong with you, man. "
TONY,Drink 2: a history of World War II and the Tuskeegee Flyers.  Drink 3-- 
RHODEY,"You know, hell with you.  I’m not talking to you anymore. He undoes his seatbelt, rises, looking for somewhere else to sit. "
TONY,"Go hang with the pilot.  You’ll get along, he’s got a personality just like yours. "
RHODEY,"I will. Rhodey heads to the cockpit and opens the door. Two empty pilot chairs, a fully-automated flight system. As Rhodey returns to his seat. "
RHODEY,That’s funny. 
TONY,"You could tell? Tony exits the plane, fresh, fired up to greet the waiting brass.  He shakes hands.  Then -- Rhodey appears dressed in ABUs.  He’s weary, squinting at the stinging sun.  Pulls his sunglasses down over bleary eyes. Three JERICHO MISSILES on a ‘flatbed’ (which have been unloaded from a military jet in the b.g.) are brought under heavy guard to a waiting convoy. The CHATTER of MACHINE GUN fire and we -- Tony firing a N.R.F. 425 MACHINE GUN. Generals sit on folding chairs behind a safe-zone of Hescos and sand-bags.  Afghani soldiers and SF (Air Force security) men patrol the perimeter. Tony puts the N.R.F. 425 gun down next to other weapons.  He struts before the Generals like a carnival barker. "
TONY,"The age old question: is it better to be feared or respected?  I say, is it too much to ask for both? He nods at the Jericho Missile, on a mobile launcher. "
TONY,"With that in mind, I humbly present the crown jewel of Stark Industries Freedom Line.  It’s the first missile system to incorporate my proprietary Repulsor Technology. They say the best weapon is one you never have to fire.  I prefer the one you only have to fire once... The Jericho ROARS into the sky from a mobile launcher. "
TONY,"That’s how dad did it, it’s how America does it, and so far its worked out pretty well. Find an excuse to fire off one of these and I personally guarantee the enemy is not gonna want to leave their caves. FLASH TO: the Jericho, as it divides from a single missile, into scores of mini-missiles. A row of majestic peaks behind him.  He raises his arms. "
TONY,"For your consideration, the Jericho... The mountains behind his outstretched hands explode. The shock-wave washes over Tony, blanking him with dust. As the shock-wave erases the observing Generals with dust. "
TONY,"Now there’s one last creation I haven’t shown anyone yet.  You might be interested... He opens a large silver case.  Ice-smoke curls out, then -- A bottle appears.  Drink glasses.  As Tony pours the Generals and Afghani military officials exchange awkward glances. "
TONY,"(raises his glass) To peace, gentlemen...and with every five hundred million, I’ll throw in a free one of these... "
TONY,"The Generals board their Humvees and depart to the East. Tony and Rhodey walk to their convoy of waiting Humvees, pointing West.  Tony gets Obadiah Stane on his video-phone. "
TONY,"Hey, what are you doing up? "
OBADIAH,Sleeping.  How did it go? 
TONY,I think we got an early Christmas coming. 
OBADIAH,Sounds good. 
TONY,"Hey, why aren’t you wearing the PJs I got you? "
OBADIAH,"I don’t do monograms.  I’m hanging up now, bye-bye. Stane hangs up. "
TONY,"All right, who wants to ride with me?  Jimmy? "
JIMMY,"(psyched) Me? Jazzed, Jimmy and the others jump into the lead Humvee.  As Rhodey approaches -- "
TONY,"Sorry, Rhodey, no room for my conscience in here.  Or that hang- dog look. (raising his glass)  See you back at base. Rhodey shakes his head, and heads for a different Humvee. "
TONY,"ROCK MUSIC is cranked up on a boom-box.  And as Tony’s door slams shut -- Nightmarish.  GARBLED VOICES.  Stabbing lights.  Tony thrashes against a restraining belt. Impressionistic glimpses: a red scalpel.  Blood-spattered hands.  Tony’s heaving chest.  A boilerplate. TONY’S POV: YINSEN (60s), looks down on us, performing the “operation”.  He yells to someone in Arabic, and -- Tony is held down, a chloroform rag is pressed to his face. Tony flickers awake, disoriented.  A tube protrudes from his nose.  He sees -- Yinsen, humming a tune as he shaves by a broken mirror.  But more importantly right now -- There is a jug of water on the table. Tony tries to speak, can’t.  It’s the damn nasal tube.  He pulls at it, gagging as two of feet of tubing slithers from his nose. "
TONY,"(hoarse whisper) ...water...water. Yinsen keeps humming.  Tony yanks the IV from his arm and stretches for the water, but is stopped by -- A wire, under his chest bandages, snapping taut. "
YINSEN,"I wouldn’t do that if I were you. Tony follows the wire with his eyes and finds, to his horror, that it’s hooked up to a car battery. He starts clawing at his chest bandages.  Yinsen turns. Tony sees his ugly chest wound.  It’s too much.  He swoons. Yinsen stirs a bubbling pot on the furnace.  He flicks glances at Tony, waking up on the cot. Tony eyes the bulky chest-piece protruding from his fresh bandages. "
TONY,What have you done to me? 
YINSEN,"What did I do?  I removed what I could, but there’s a lot left headed for you atrial septum.  Do you want a souvenir? He tosses Tony a jar with scores of bloody Christmas tree- like barbs.   Tony regards the ‘shrapnel’ he owns the patent to, and lets the jar drop. "
YINSEN,"I’ve seen many wounds like this in my village.  The walking dead we called them, because it took a week for the barbs to reach vital organs.  I anchored a magnetic suspension system to the plate. It’s holding the shrapnel in place...at least for now. Tony struggles up, sits on the cot and notices something -- TONY’S POV: a surveillance camera on the cave wall. "
YINSEN,"That’s right, smile.  We met once -- at a technical conference in Bern. "
TONY,I don’t remember. 
YINSEN,"You wouldn’t.  If I’d been that drunk, I wouldn’t have been able to stand, much less give a talk on integrated circuits. "
TONY,"Where are we --? The door-slat flies opens and a pair of dark eyes stare in. Yinsen drops his spoon, puts his hands on his head. "
YINSEN,"Stand up!  Do as I do.  Now! Tony gets to his feet, can’t gets his hands up.  Yinsen helps him. "
YINSEN,"Listen to me, whatever they ask you, refuse.  You understand?  You must refuse. The door opens and ABU BAKAR enters with two armed Henchmen (Ahmed and Omar).  On Ahmed’s wrist, Tony notices -- Jimmy’s bright orange METS watch (from the convoy earlier). "
ABU,"Welcome Tony Stark, the greatest mass murderer in the history of America.  It’s a great honor. "
YINSEN,"(translating for Abu) He says welcome Tony Stark, the greatest mass murderer in the history of America.  He is very honored. Abu looks Tony up and down like a prize horse, then -- "
ABU,I want you to build this for me -- the Jericho missile you were demonstrating. Abu holds out a photo: a surveillance image of the Jericho Missile launch. 
YINSEN,(translation) You will build for him Jericho missile you were demonstrating. 
TONY,"...I refuse. Yinsen backhands Tony across the face, goes ballistic -- "
YINSEN,"You refuse?  You will do everything he says.  This is the great Abu Bakar.  You’re alive only because of his generosity.  You are nothing.  NOTHING.  He offers you his hospitality, and you answer only with insolence  He will not be refused.  You will die in a pool of your own blood. Abu, spooning down Yinsen’s food, throws a look of smug satisfaction.  He heads out.  The door slams shut. "
YINSEN,"Perfect.  You did very well, Stark. Tony is utterly perplexed. "
YINSEN,"Good, I think they’re starting to trust me. Yinsen returns to cooking. "
YINSEN,"Well, that’s the end of my plan. Tony is jostled awake by Abu’s Henchmen, wrestling a hood over his head.   He struggles as he’s pulled to his feet. TONY’S POV - THROUGH HOOD: approaching the tunnel opening. CLOSE ON - TONY: the hood is yanked off his head.  He squints into the stinging daylight, his expression turning to shock. In a bowl of tall mountains, camouflaged tarps are furled, revealing skids upon skids of Stark Industries weapons dating back to 80s Afghanistan. VARIOUS SHOTS - OF CRATES: the STARK INTERNATIONAL MUNITIONS logos.  Some faded, some new. Tony, stunned, staggers along the crates.  Yinsen follows. "
YINSEN,"Quite a collection, isn’t it? "
TONY,How did they get all this? 
ABU,"As you see, we have everything you need to build the Jericho.  You will make a list of materials and start work right away.  When we are done we will set you free. "
YINSEN,"(translation) As you can see, they have everything you need to build the Jericho.  He says make a list of materials.  You will start work right away and when you are done he will set you free. Tony sees a heavily armed and imposing man surrounded by several men, who act as pilot fish around him.  This is Warlord RAZA, a man you don’t mess with. "
TONY,No he won’t 
YINSEN,"...no he won’t. Cold charred wreckage.  Rhodey, GENERAL GABRIEL (50s) and a team of SF men assess the remains of Tony’s convoy. "
RHODEY,Something’s not right. 
GABRIEL,Looks like a standard hit and run. 
RHODEY,"Sir, I’m telling you, this was a snatch and grab.  A perfectly executed linear ambush.  As soon as they got what they wanted, they melted away. "
GABRIEL,"Intel’s on it, we’re in good hands. If he’s out there, we’ll get him. It hangs there, then -- "
RHODEY,With your permission I’d like to stay in theater and head up the search and investigation. 
GABRIEL,There’s a PR firestorm brewing over this.  Right now the best way to serve your country is to get back there and handle it. 
RHODEY,"Tony Stark is the DOD’s number one intellectual asset, and I can be of value in the field. "
GABRIEL,"Duly noted, but we need you back home. (walks away, then) Colonel, it’s not lost on me that Stark is a lifelong friend. Rhodey nods and heads for his Humvee as things are packed up. Dark.  Tony sits in a wheelbarrow by the furnace, wrapped in an Army surplus blanket.  Yinsen looms over him. "
YINSEN,"I’m sure they’re looking for you, Stark, but they will never find you here.    That car battery is running out...and they won’t turn on the generator till you start to work. Silence. "
YINSEN,"You don’t like what you saw out there, did you?  I didn’t like it either when those weapons destroyed my village. (beat) What you just saw, that’s your legacy -- your life’s work in the hands of these murderers.   Is that how you want to go out?  Is this the last act of defiance of the great Tony Stark? Or are you going to try to do something about it? "
TONY,"Why should I do anything, they’re either going to kill me or I’m going to die in a week. "
YINSEN,"Then this is a very important week for you. The lights come on as the generator is started.  Abu is flanked by Ahmed and several Guards.  He watches as -- Omar refuels the generator, then walks the gas can to -- A ‘cage’, housing a fuel drum, and locks that down too. "
TONY,"Okay, here’s what I need... Tony paces, barking what he needs done while more of Abu’s Guards carry in missiles and materials.  Yinsen follows, translating as Tony assesses his work area. "
TONY,"S-Category missiles.  Lot 7043.  The S-30 explosive tritonal.  And a dozen of the S-76.  Mortars: M-Category #1, 4, 8, 20, and 60.  M- 229’s, I need eleven of these.  Mines: the pre-90s AP 5s and AP 16s. "
YINSEN,"S-Category missiles.  Lot 7043.  The S-30 explosive tritonal.  And a dozen of the S-76.  Mortars: M-Category #1, 4, 8, 20, and 60.  M- 229’s, he needs eleven of these.  Mines: the pre-90s AP 5s and AP 16s. Abu’s men dart about. "
TONY,"...this area free of clutter, with good light.  I want it at 12 o’clock to the door to avoid logjams.  I need welding gear -- acetelyene or propane, helmets, a soldering set-up with goggles, and smelting cups.  Two full sets of precision tools. "
YINSEN,"...this area free of clutter, with good light.  He wants it at 12 o’clock to the door to avoid logjams.  He needs welding gear -- acetylene or propane, helmets, a soldering set-up with goggles, and smelting cups.  Two full sets of precision tools. Abu getting exasperated by the never-ending list. 26-27. "
TONY,"Finally, I want: three pairs of tube socks, white, a toothbrush, protein powder, spices, sugar, five pounds of tea, cards.  (thinks, then) And a washing machine.  Top load. "
YINSEN,"Finally, he needs: three pairs of tube socks, white, a toothbrush, protein powder, spices, sugar, five pounds of tea, and some playing cards. (pauses)  And a washing machine.  Top load. Abu’s eye bulge.  He gets in Tony’s face. "
ABU,A WASHING MACHINE?  DOES HE THINK I’M A FOOL? 
TONY,Must have everything.  Great Satan make big boom-kill for powerful Abu Bakar.  Big boom-kill. Tony pulls open a missile-housing and removes a glass ring from the inner workings of its guts.  Then -- He leads Yinsen up to a large missile crate.  They remove the chip-rack cylinder from a larger warhead. 
YINSEN,You do know they’ve removed all the explosives before they brought this to us. 
TONY,"I know, they’re crazy not stupid. Tony walks the heavy chip-rack to the work-bench and removes a tiny palladium strip. "
TONY,This is what we’re looking for.  I need eleven of these. 
YINSEN,"Eleven? SHOT OF: Yinsen removes chip-rack cylinders, bringing them to Tony.  Tony extracts palladium strips. "
TONY,Heat the palladium to 1825 Kelvin. 
YINSEN,(at furnace) How will I know when it reaches that temperature? 
TONY,The palladium will melt. INSERT OF:  Tony wraps a copper coil around the glass ring. INSERT OF: Tony drops palladium strips into a crucible on the fire. INSERT OF: Tony sculpts a sand-mold for the palladium ring. SHOT OF: Yinsen bringing the crucible of melted palladium to Tony. 
TONY,"Careful, careful... "
YINSEN,Relax.  I always had steady hands. It’s why you’re still alive. 
TONY,"Oh yeah, thanks.  What do I call you? "
YINSEN,My name is Yinsen. 
TONY,Nice to meet you. 
YINSEN,Nice to meet you too. SHOT OF:  Tony lifts the palladium ring out of the mold with a tweezer. 
YINSEN,What are you building? 
TONY,A better mousetrap. Tony plugs a cable into the generator. 
TONY,What are you shaving for?  We’re almost done. 
YINSEN,"(taking his time shaving) Look like an animal, and soon you’ll start behaving like one. Tony throws a generator switch.  The lights go up and down. INSERT SHOT OF: the finished RT device, wired to the generator cable, beginning to glow on the workbench. Yinsen wipes his face, and trails Tony to the workbench.  He undoes the wires, holding up the glowing RT device. "
YINSEN,That doesn’t look like a Jericho missile. 
TONY,That’s because it’s a miniature ARK reactor.  It should suspend the shrapnel in my chest and keep it from entering my heart. 
YINSEN,What an original invention. 
TONY,"Yeah, but this one is going to last a bit longer than a week. "
YINSEN,"It’s pretty small, what can it generate? "
TONY,Three gigajoules -- per second. Yinsen marvels. 
YINSEN,That could run your heart for fifty lifetimes. 
TONY,"Or something very big for fifteen minutes. Their eyes meet a moment, then -- "
TONY,"Let’s put it in. PUSH IN - MONITOR: Tony lying on a workbench, Yinsen craning over him. PUSH IN - ON: Raza, watching as he spoons peanut-butter from a military airdrop care-package. Pepper enters and is surprised to see Obadiah sitting behind Tony’s desk, head in his hands. "
OBADIAH,"Sorry, did I startle you? "
PEPPER,"A little... He watches as Pepper swaps yesterday’s unread L.A. Times and Wall Street Journal with today’s.  Her little vigil. Stane rises, gazes out the windows at the vast Stark compound.  Pepper comes up behind him. "
OBADIAH,"This was a bad idea, I should never have let him go over there... He starts to break down.  She touches his shoulder. "
