character,line
COMMERCIAL ANNOUNCER,"Meanwhile, overseas, our brave boys are showing the Axis powers that the price freedom is never too high."
LOUD JERK,"Let’s got! Get on with it! Hey, just start the cartoon!"
STEVE ROGER,"Hey buddy, you wanna shut up?!"
COMMERCIAL ANNOUNCER,"Together with Allied forces, we’ll face any threat, no matter the size."
LOUD JERK,"You just don’t know when to give up, do you?"
STEVE ROGERS,I can do this all day.
JAMES BARNES,Hey! Pick on someone your own size.
JAMES BARNES,"Sometimes, I think you like getting punched."
STEVE ROGERS,I had him on the ropes.
JAMES BARNES,How many times is this?
JAMES BARNES,"Oh, you’re from Paramus now? You know it’s illegal to lie on the enlistment form. And seriously, Jersey?"
STEVE ROGERS,You get your orders?
JAMES BARNES,The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
STEVE ROGERS,I should be going.
JAMES BARNES,"Come on, man. My last night! Gotta get you cleaned up."
STEVE ROGERS,Why? Where are we going?
JAMES BARNES,The future.
JAMES BARNES,"I don’t see what the problem is. You’re about to be the last eligible man in New York. You know, there’s three and a half million women here."
STEVE ROGERS,"Well, I’d settle for just one."
JAMES BARNES,Good thing I took care of that.
CONNIE,"Hey, Bucky!"
STEVE ROGERS,What did you tell her about me?
JAMES BARNES,Only the good stuff.
EXPO ANNOUNCER,Welcome to the Modern Marvels Paviliion and the World of Tomorrow. A greater world. A better world.
CONNIE,"Oh, my God! It’s starting!"
MANDY,"Ladies and gentlemen, Mr. Howard Stark!"
RANDOM WOMAN,"I love you, Howard!"
HOWARD STARK,"Ladies and gentlemen, what if I told you that in just a few short years, your automobile won’t even have to touch the ground at all."
HOWARD STARK,"Yes. Thanks, Mandy.  With Stark robotic reversion technology, you’ll be able to do just that."
JAMES BARNES,Holy cow.
HOWARD STARK,"I did say a few years, didn’t I?"
JAMES BARNES,"Hey, Steve, what do you say we treat these girls…"
WOMAN,"Come on, soldier."
JAMES BARNES,Come on. You’re kind of missing the point of a double date. We’re taking the girls dancing.
STEVE ROGERS,You go ahead. I’ll catch up with you.
JAMES BARNES,You’re really gonna do this again?
STEVE ROGERS,"Well, it’s a fair. I’m gonna try my luck."
JAMES BARNES,"As who? Steve from Ohio? They’ll catch you. Or worse, they’ll actually take you."
STEVE ROGERS,"Look, I know you don’t think I can do this."
JAMES BARNES,"This isn’t a back alley, Steve. It’s war!"
STEVE ROGERS,I know it’s a war. You don’t have to tell me.
JAMES BARNES,Why are you so keen to fight? There are so many important jobs.
STEVE ROGERS,What am I gonna do? Collect scrap metal…
JAMES BARNES,Yes!
STEVE ROGERS,…in my little red wagon.
JAMES BARNES,Why not?
STEVE ROGERS,"I’m not gonna sit in a factory, Bucky."
JAMES BARNES,I don’t…
STEVE ROGERS,"Bucky, come on! There are men laying down their lives. I got no right to do any less than them. That’s what you don’t understand. This isn’t about me."
JAMES BARNES,Right. Cause you got nothing to prove.
CONNIE,"Hey, Sarge! Are we going dancing?"
JAMES BARNES,"Yes, we are.  Don’t do anything stupid until I get back."
STEVE ROGERS,How can I? You’re taking all the stupid with you.
JAMES BARNES,You’re a punk.
STEVE ROGERS,Jerk. Be careful.
STEVE ROGERS,Don’t win the war till I get there!
JAMES BARNES,Come on girls. They’re playing our song.
YOUNG DOCTOR,Wait here.
STEVE ROGERS,Is there a problem?
YOUNG DOCTOR,Just wait here.
DR. ABRAHAM ERSKINE,"Thank you.  So, you want to go overseas. Kill some Nazis."
STEVE ROGERS,Excuse me?
DR. ABRAHAM ERSKINE,Dr. Abraham Erskine.  I represent the Strategic Scientific Reserve.
STEVE ROGERS,Steve Rogers.
STEVE ROGERS,Where are you from?
DR. ABRAHAM ERSKINE,"Queens. 73rd Street and Utopia Parkway. Before that, Germany. This troubles you?"
STEVE ROGERS,No.
DR. ABRAHAM ERSKINE,"Where are you from, Mr. Rogers? Mmm? Is it New Haven? Or Paramus? Five exams in five different cities."
STEVE ROGERS,That might not be the right file.
DR. ABRAHAM ERSKINE,"No, it’s not the exams I’m interested in. It’s the five tries. But you didn’t answer my question. Do you want to kill Nazis?"
STEVE ROGERS,Is this a test?
DR. ABRAHAM ERSKINE,Yes.
STEVE ROGERS,I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
DR. ABRAHAM ERSKINE,"Well, there are already so many big men fighting this war. Maybe what we need now is the little guy, huh? I can offer you a chance."
DR. ABRAHAM ERSKINE,Only a chance.
STEVE ROGERS,I’ll take it.
DR. ABRAHAM ERSKINE,"Good. So where is the little guy from, actually?"
STEVE ROGERS,Brooklyn.
DR. ABRAHAM ERSKINE,"Congratulations, soldier."
JOHANN SCHMIDT,"Are you ready, Dr. Zola?"
DR. ARNIM ZOLA,My machine requires the most delicate calibration. Forgive me if I seem overcautious.
JOHANN SCHMIDT,And are you certain that those conductors of yours can withstand the energy surge long enough for a transference?
DR. ARNIM ZOLA,"With this artifact, I am certain of nothing. I fear it may not work at all."
DR. ARNIM ZOLA,Twenty percent. Forty. Sixty. Stabilising at 70%.
JOHANN SCHMIDT,"I have not come all this way for safety, Doctor."
DR. ARNIM ZOLA,What is that?
JOHANN SCHMIDT,"I must congratulate you, Arnim. Your designs do not disappoint. Though they may require some slight reinforcement."
DR. ARNIM ZOLA,"The exchange is stable. Amazing! The energy we have just collected could power my design, all my designs. This will change the war."
JOHANN SCHMIDT,"Dr. Zola, this will change the world."
OFFICER,"Ready, exercise!"
PEGGY CARTER,"Recruits, attention! Gentlemen, I’m Agent Carter. I supervise all operations for this division."
GILMORE HODGE,"What’s with the accent, Queen Victoria? Thought I was signing up for the U.S. Army."
PEGGY CARTER,"What’s your name, soldier?"
GILMORE HODGE,"Gilmore Hodge, your Majesty."
PEGGY CARTER,"Step forward, Hodge."
PEGGY CARTER,Put your right foot forward.
GILMORE HODGE,Mmm… We gonna wrassle? Cause I got a few moves I know you’ll like.
COL. CHESTER PHILLIPS,Agent Carter.
PEGGY CARTER,Colonel Phillips.
COL. CHESTER PHILLIPS,I see you’re breaking in the candidates. That’s good!  Get your ass up out of that dirt and stand in that line at attention 'til somebody comes tells you what to do.
GILMORE HODGE,"Yes, sir."
COL. CHESTER PHILLIPS,General Patton has said that wars are fought with weapons but they are won by men. We are going to win this war because we have the best men…  And because they’re gonna get better. Much better. The Strategic Scientific Reserve is an Allied effort made up of the best minds in the free world. Our goal is to create the best army in history. But every army starts with one man. At the end of this week we will choose that man. He will be the first in a new breed of super-soldiers.
SERGEANT DUFFY,Rogers! Get that rifle out of the mud!
COL. CHESTER PHILLIPS,"And they, will personally escort Adolf Hitler to the gates of Hell."
SERGEANT DUFFY,"Pick up the pace, ladies! Let’s go! Double time! Come on! Faster! Faster! Move! Move!  Squad, halt! That flag means we’re only at the halfway point. First man to bring it to me gets a ride back with Agent Carter. Move, move!"
SOLDIERS,Come on! Get up there!
SERGEANT DUFFY,"If that’s all you got, this army’s in trouble! Get up there, Hodge! Come on! Get up there! Nobody’s got that flag in 17 years! Now fall back into line! Come on, fall in! Let’s go! Get back into formation! Rogers! I said fall in!"
STEVE ROGERS,"Thank you, sir."
PEGGY CARTER,"Faster, ladies! Come on. My grandmother has more life in her, God rest her soul. Move it!"
COL. CHESTER PHILLIPS,"You’re not really thinking about picking Rogers, are you?"
DR. ABRAHAM ERSKINE,I am more than just thinking about it. He is the clear choice.
COL. CHESTER PHILLIPS,"When you brought a ninety-pound asthmatic onto my army base, I let it slide. I thought, what the hell? Maybe he’ll be useful to you, like a gerbil. I never thought you’d pick him."
PEGGY CARTER,Up.
COL. CHESTER PHILLIPS,You stick a needle in that kids arm and it’s gonna go right through him.
PEGGY CARTER,"Come on, girls."
COL. CHESTER PHILLIPS,Look at that. He’s making me cry.
DR. ABRAHAM ERSKINE,I am looking for qualities beyond the physical.
COL. CHESTER PHILLIPS,Do you know how long it took to set up this project?
DR. ABRAHAM ERSKINE,"Yeah, I know."
COL. CHESTER PHILLIPS,All the groveling I had to do in front of Senator What’s-His-Name’s committees?
DR. ABRAHAM ERSKINE,"Brandt. Yes, I know. I am well aware of your efforts."
COL. CHESTER PHILLIPS,"Then throw me a bone. Hodge passed every test we gave him. He’s big, he’s fast, he obeys orders. He’s a soldier."
DR. ABRAHAM ERSKINE,He’s a bully.
COL. CHESTER PHILLIPS,"You don’t win wars with niceness, doctor.  You win war with guts.  Grenade!"
STEVE ROGERS,Get away! Get back!
OFFICER,It was a dummy grenade. All clear. Back in formation.
STEVE ROGERS,Is this is a test?
COL. CHESTER PHILLIPS,He’s still skinny.
DR. ABRAHAM ERSKINE,May I?
STEVE ROGERS,Yeah.
DR. ABRAHAM ERSKINE,Can’t sleep?
STEVE ROGERS,"I got the jitters, I guess."
DR. ABRAHAM ERSKINE,"Me, too."
STEVE ROGERS,Can I ask you a question?
DR. ABRAHAM ERSKINE,Just one?
STEVE ROGERS,Why me?
DR. ABRAHAM ERSKINE,"I suppose that is the only question that matters.  This is from Augsburg. My city. So many people forget that the first country that the Nazi’s invaded was their own. You know, after the last war the… my people struggled. They… they felt weak. They felt small. And then Hitler comes along with the marching and the big show and the flags and the… and the…  And he… he hears of me, my work and he finds me. And he says, ""You."" He says, ""You will make us strong."" Well, I am not interested. So he sends the head of HYDRA, his research division. A brilliant scientist by the name of Johann Schmidt. Now, Schmidt is a member of the inner circle and he’s ambitious. He and Hitler share a passion for occult power and Teutonic myth. Hitler uses his fantasies to inspire his followers. But for Schmidt, it is not fantasy. For him, it is real. He has become convinced that there is a great power hidden in the earth, left here by the Gods, waiting to be seized by a superior man. So when he hears about my formula and what it can do, he cannot resist."
DR. ABRAHAM ERSKINE,Schmidt must become that superior man.
STEVE ROGERS,Did it make him stronger?
DR. ABRAHAM ERSKINE,"Yeah. But, there were other effects. The serum was not ready. But more important, the man. The serum amplifies everything that is inside. So, good becomes great. Bad becomes worse. This is why you were chosen. Because a strong man, who has known power all his life, will lose respect for that power. But a weak man knows the value of strength, and knows compassion."
STEVE ROGERS,Thanks. I think.
DR. ABRAHAM ERSKINE,"Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
STEVE ROGERS,To the little guys.
DR. ABRAHAM ERSKINE,No! No! Wait! Wait! What I am doing? No! You have a procedure tomorrow. No fluids.
STEVE ROGERS,All right. We’ll drink it after.
DR. ABRAHAM ERSKINE,No! I don’t have procedure tomorrow. Drink it after? Drink it now!
JOHANN SCHMIDT,Is there something in particular you need?
DR. ARNIM ZOLA,I understand you found him.
JOHANN SCHMIDT,See for yourself.  You disapprove.
DR. ARNIM ZOLA,I just don’t see why you need concern yourself. I can’t imagine he will succeed.  Again.
JOHANN SCHMIDT,"His serum is the Allies’ only defence against this power we now possess. If we take it away from them, then our victory is assured."
DR. ARNIM ZOLA,Shall I give the order?
JOHANN SCHMIDT,It has been given.
DR. ARNIM ZOLA,Good.
JOHANN SCHMIDT,Dr. Zola.  What do you think?
DR. ARNIM ZOLA,A masterpiece.
STEVE ROGERS,I know this neighborhood. I got beat up in that alley. And that parking lot. And behind that diner.
PEGGY CARTER,Did you have something against running away?
STEVE ROGERS,"You start running they’ll never let you stop. You stand up, push back. Can’t say no forever, right?"
PEGGY CARTER,I know a little of what that’s like. To have every door shut in your face.
STEVE ROGERS,"I guess I just don’t why you’d wanna join the army if you’re a beautiful dame. Or a beautiful… a woman. An agent, not a dame! You are beautiful, but…"
PEGGY CARTER,"You have no idea how to talk to a woman, do you?"
STEVE ROGERS,This is the longers conversation I’ve had with one. Women aren’t exactly lining up to dance with a guy they might step on.
PEGGY CARTER,You must have danced?
STEVE ROGERS,"Well, asking a woman to dance always seems so terrifying. And the past few years just didn’t seem to matter that much. Figured I’d wait."
PEGGY CARTER,For what?
STEVE ROGERS,The right partner.
PEGGY CARTER,This way.
STEVE ROGERS,What are we doing here?
PEGGY CARTER,Follow me.
ANTIQUE STORE OWNER,Wonderful weather this morning isn’t it?
PEGGY CARTER,"Yes, but I always carry an umbrella."
DR. ABRAHAM ERSKINE,"Good morning.  Please, not now.  Are you ready?  Good. Take off your shirt, your tie and your hat."
COL. CHESTER PHILLIPS,"Senator Brandt, glad you could make it."
SENATOR BRANDT,Why exactly am I in Brooklyn?
COL. CHESTER PHILLIPS,"We needed access to the city’s power grid. Of course, if you’d given me the generators I requisitioned…"
SENATOR BRANDT,"A lot of people are asking for funds, Colonel.  Oh, this is…"
HEINZ KRUGER,"Fred Clemson, State Department.  If this project of yours comes through, we’d like to see it used for something other than headlines."
SENATOR BRANDT,Jesus. Somebody get that kid a sandwich.
DR. ABRAHAM ERSKINE,Comfortable?
STEVE ROGERS,It’s a little big. You save me any of that schnapps?
DR. ABRAHAM ERSKINE,"Not as much as I should have. Sorry. Next time. Mr. Stark, how are your levels?"
HOWARD STARK,Levels at 100%.
DR. ABRAHAM ERSKINE,Good.
HOWARD STARK,"We may dim half the lights in Brooklyn, but we are ready as we’ll ever be."
DR. ABRAHAM ERSKINE,Agent Carter? Don’t you think you would be more comfortable in the booth?
PEGGY CARTER,"Oh, yes. Of course. Sorry."
DR. ABRAHAM ERSKINE,"Good.  Do you hear me? is this on?  Ladies and gentlemen, today we take not another step towards annihilation, but the first step on the path to peace. We begin with a series of micro injections into the subjects major muscle groups. The serum infusion will cause immediate cellular change. And then to stimulate growth, the subject will be saturated with Vita-Rays."
STEVE ROGERS,That wasn’t so bad.
DR. ABRAHAM ERSKINE,"That was penicillin.  Serum infusion beginning in five, four, three, two, one.  Now, Mr. Stark.   Steven, can you hear me?"
STEVE ROGERS,"It’s probably too late to go to the bathroom, right?"
DR. ABRAHAM ERSKINE,We will proceed.
HOWARD STARK,That’s ten percent. Twenty percent. Thirty. That’s 40 %.
SSR DOCTOR,Vital signs are normal.
HOWARD STARK,That’s 50 %. Sixty. Seventy.
DR. ABRAHAM ERSKINE,Steven!
PEGGY CARTER,Shut it down.
DR. ABRAHAM ERSKINE,Steven!
PEGGY CARTER,Shut it down!
DR. ABRAHAM ERSKINE,"Kill the reactor, Mr. Stark! Turn it off! Kill it! Kill the reactor!"
STEVE ROGERS,No! Don’t! I can do this!
HOWARD STARK,Eighty. Ninety. That’s 100 %.
DR. ABRAHAM ERSKINE,Mr. Stark?
DR. ABRAHAM ERSKINE,Steven. Steven.
COL. CHESTER PHILLIPS,The son of a bitch did it.
STEVE ROGERS,I did it.
DR. ABRAHAM ERSKINE,"Yeah, yeah. I think we did it."
HOWARD STARK,We actually did it.
PEGGY CARTER,How do you feel?
STEVE ROGERS,Taller.
PEGGY CARTER,You look taller.
COL. CHESTER PHILLIPS,"How do you like Brooklyn now, Senator?"
SENATOR BRANDT,"I can think of some folks in Berlin who are about to get very nervous. Congratulations, Doctor."
DR. ABRAHAM ERSKINE,"Thank you, sir."
DR. ABRAHAM ERSKINE,Stop him!
TAXI DRIVER,"What are you doing? Buddy, are you all right? Hey, this guy’s been shot!"
,
STEVE ROGERS,"Sorry!   I’m sorry.  Whoa, whoa, whoa!"
MOTHER,No! No! Not my son!
YOUNG BOY,Stop it!
MOTHER,Don’t hurt him!
HEINZ KRUGER,Get back!
YOUNG BOY,Let me go!
MOTHER,Let go of my son! Don’t hurt him!
STEVE ROGERS,"Wait, don’t! Don’t!  No! Don’t!"
YOUNG BOY,Go get him! I can swim!
STEVE ROGERS,Who the hell are you?
HEINZ KRUGER,"The first of many. Cut off one head, two more shall take its place. Hail HYDRA!"
HUTTER,"The Führer is not accustomed to being ignored, Herr Schmidt. He funds your research because you promised him weapons."
SCHNEIDER,You serve at his pleasure. He gave you this facility as a reward for your injuries.
JOHANN SCHMIDT,Reward? Call it what it is. Exile. I no longer reflect his image of Aryan perfection.
ROEDER,You think this is about appearances? Your HYDRA division has failed to deliver so much as a rifle in over a year. And we had learned through local intelligence you had mounted a full-scale incursion into Norway.
SCHNEIDER,"The Führer feels… How does he put it? ""The Red Skull has been indulged long enough!"""
JOHANN SCHMIDT,"Gentlemen, you have come to see the results of our work. Let me show you.  Hitler speaks of a thousand-year Reich, but he cannot feed his army for a month. His troops spill their blood across every field in Europe. But still he is no closer to achieving his goals."
ROEDER,And I suppose you still aim to end this war through magic?
JOHANN SCHMIDT,"Science. But I understand your confusion. Great power has always baffled primitive men. HYDRA is assembling an arsenal to destroy my enemies in one stroke. Where ever they are, regardless of how many forces they possess. All in a matter of hours."
ROEDER,Your enemies?
JOHANN SCHMIDT,"My weapons contain enough destructive power to decimate every hostile capital on earth. Quite simply, gentlemen, I have harnessed the power of the Gods."
SCHNEIDER,"Thank you, Schmidt."
JOHANN SCHMIDT,For what?
SCHNEIDER,For making it clear how obviously mad you are.
HUTTER,Berlin is on this map!
JOHANN SCHMIDT,So it is.
HUTTER,You will be punished for your insolence! You will be brought before the Führer himself!
ROEDER,Schmidt!!!
JOHANN SCHMIDT,"My apolpgies, Doctor, but we both knew HYDRA could grow no further in Hitler’s shadow. Hail HYDRA."
HYDRA TECHNICIANS,Hail HYDRA!
DR. ARNIM ZOLA,Hail HYDRA!
STEVE ROGERS,Think you got enough?
PEGGY CARTER,"Any hope of reproducing a program is locked in your genetic code. But without Dr. Erskine, it could take years."
STEVE ROGERS,He deserved more than this.
PEGGY CARTER,"If it could only work once, he’d be proud it was you."
SENATOR BRANDT,"Colonel Phillips, my committee is demanding answers."
COL. CHESTER PHILLIPS,Great. Why don’t we start with how a German spy got a ride to my secret installation in your car?  What have we got here?
HOWARD STARK,"Speaking modestly, I’m the best mechanical engineer in this country. But I don’t know what’s inside this thing or how it works. We’re not even close to this technology."
SENATOR BRANDT,Then who is?
COL. CHESTER PHILLIPS,HYDRA. I’m sure you’ve been reading our briefings.
SENATOR BRANDT,"I’m on a number of committees, Colonel."
PEGGY CARTER,HYDRA is the Nazi deep science division. It’s led by Johann Schmidt. But he has much bigger ambitions.
COL. CHESTER PHILLIPS,"HYDRA’s practically a cult. They worship Schmidt, they think he’s invincible."
SENATOR BRANDT,So what are you gonna do about it?
COL. CHESTER PHILLIPS,Spoke to the president this morning. As of today the SSR is being retasked.
PEGGY CARTER,Colonel?
COL. CHESTER PHILLIPS,"We are taking the fight to HYDRA. Pack your bags Agent Carter. You too, Stark. You’re flying to London tonight."
STEVE ROGERS,"Sir, if you’re going after Schmidt, I want in."
COL. CHESTER PHILLIPS,You’re an experiment. You’re going to Alamogordo.
STEVE ROGERS,The serum worked.
COL. CHESTER PHILLIPS,I asked for an army and all I got was you. You are not enough.
SENATOR BRANDT,"With all due respect to the Colonel, I think we may be missing the point. I’ve seen you in action, Steve. More importantly, the country’s seen it.  Paper. The enlistment lines have been around the block since your picture hit the newsstands. You don’t take a soldier, a symbol like that, and hide him in a lab. Son, do you want to serve your country on the most important battlefield of the war?"
STEVE ROGERS,"Sir, that’s all I want."
SENATOR BRANDT,"Then, congratulations. You just got promoted."
STEVE ROGERS,I don’t know if I can do this.
BRANDT’S AIDE,"Nothing to it. Sell off a few bonds, bonds buy bullets, bullets kills Nazi’s. Bing bang boom. You’re an American hero."
STEVE ROGERS,It’s just not how I pictured getting there.
BRANDT’S AIDE,"The senator’s got a lot of pull up on the hill. You play ball with us, you’ll be leading your own platoon in no time. Take the shield."
USO SINGER,"Who’s strong and brave, here to save the American way?"
STEVE ROGERS,Not all of us can storm a beach or drive a tank. But there’s still a way all of us can fight.
USO SINGER,"Who vows to fight like a man, for what’s right, night and day?"
STEVE ROGERS,Series E Defence Bonds. Each one you buy is a bullet in the barrel of your best guy’s gun.
USO SINGER,"Who will campaign door-to-door for America? Carry the flag shore to shore for America? From Hoboken to Spokane, the star-spangeld man with a plan."
DIRECTOR,"Cut. Guys, don’t look ath the camera."
USO SINGER,We can’t ignore there’s a threat and a war we must win.
STEVE ROGERS,Each one you buy is a bullet in the barrel of your best guy’s gun.
USO SINGER,"Who’ll hang a noose on the goose-stepping goons from Berlin? Who will redeem, heed the call for America? Who’ll rise or fall, give his all for America? Who’s here to prove that we can? The star-spangled man with a plan."
STEVE ROGERS,"We all know this is about trying to win the war. We can’t do that without bullets and bandages, tanks and tents. That’s where you come in. Every bond you buy will help protect someone you love."
KIDS IN USO AUDIENCE,Turn around! He’s right behind you!
STEVE ROGERS,"Keep our boys armed and ready, and the Germans will think twice about trying to get the drop on us."
USO SINGER,"Stalwart and steady and true, forcefull and ready to defend, the red, white, and blue. Who’ll give the Axis the sack and is smart as a fox? Far as an eagle will soar. Who’s making Adolf afraid to step out of his box? He knows what we’re fighting for. Who waked the giant that napped in America? We know it’s no one but Captain America. Who’ll finish what they began? Who’ll kick the Krauts to Japan? The star-spangled man with a aplan!"
STEVE ROGERS,How many of you ready to help me sock old Adolf on the jaw?  Okay. Uh… I need a volunteer.
ARMY HECKLER#1,I already volunteered! How do you think I got here?  Bring back the girls!
STEVE ROGERS,I think they only know the one song. But um…let me…I’ll…I’ll see what I can do.
ARMY HECKLER#1,"You do that, sweetheart."
ARMY HECKLER#2,"Nice boots, Tinker Bell!"
STEVE ROGERS,"Come on, guys. We’re all on the same team here."
ARMY HECKLER#3,"Hey, Captain! Sign this!"
ARMY HECKLER#4,Bring back the girls!
BRANDT’S AIDE,"Don’t worry, pal. They’ll warm up to you. Don’t worry."
PEGGY CARTER,"Hello, Steve."
STEVE ROGERS,Hi.
PEGGY CARTER,Hi.
STEVE ROGERS,What are you doin’ here?
PEGGY CARTER,Officially I’m not here at all. That was quite a performance.
STEVE ROGERS,Yeah. Uh… I had to improvise a little bit. Crowds I’m used to are usually more uh… twelve.
PEGGY CARTER,"I understand you’re ""America’s New Hope""?"
STEVE ROGERS,Bond sales take a ten percent bump in every state I visit.
PEGGY CARTER,Is that Senator Brandt I hear?
STEVE ROGERS,At least he’s got me doin’ this. Phillips would have had be stuck in lab.
PEGGY CARTER,"And these are your only two options? A lab rat or a dancing monkey? You were meant for more than this, you know?  What?"
STEVE ROGERS,"You know for the longest time I dreamed about coming overseas and being on the front lines. Serving my country. I finally get everything I wanted, and I’m wearing tights.  They look like they’ve been through hell."
PEGGY CARTER,These men more than most. Schmidt sent out a force to Azzano. Two hundred men went up against him and less than fifty returned. Your audience contained what was left of the one-oh-seventh. The rest were killed or captured.
STEVE ROGERS,The one-oh-seventh?
PEGGY CARTER,What?
STEVE ROGERS,Come on!  Colonel Phillips.
COL. CHESTER PHILLIPS,"Well, if it isn’t the Star-Spangled Man With A Plan. And what is your plan today?"
STEVE ROGERS,I need the casualty list from Azzano.
COL. CHESTER PHILLIPS,"You don’t get to give me orders, son."
STEVE ROGERS,I just need one name. Sergeant James Barnes from the hundred and seventh.
COL. CHESTER PHILLIPS,You and I are gonna have a conversation later that you won’t enjoy.
STEVE ROGERS,"Please tell me if he’s alive, sir. B-A-R…"
COL. CHESTER PHILLIPS,I can spell.  I have signed more of these condolence letters today than I would care to count. But the name does sound familiar. I’m sorry.
STEVE ROGERS,What about the others? Are you planning a rescue mission?
COL. CHESTER PHILLIPS,Yeah! It’s called winning the war.
STEVE ROGERS,"But if you know where they are, why not at least…?"
COL. CHESTER PHILLIPS,"They’re thirty miles behind the lines. Through the most heavily fortified territory in Europe. We’d lose more men than we’d save. But I don’t expect you to understand that, because you’re a chorus girl."
STEVE ROGERS,I think I understand just fine.
COL. CHESTER PHILLIPS,"Well then understand it somewhere else. If I read the posters correctly, you got some place to be in thirty minutes."
STEVE ROGERS,"Yes, sir. I do."
COL. CHESTER PHILLIPS,"If you have something to say, right now is the perfect time to keep it to yourself."
PEGGY CARTER,What do you plan to do? Walk to Austria?
STEVE ROGERS,If that’s what it takes.
PEGGY CARTER,"You heard the Colonel, your friend is most likely dead."
STEVE ROGERS,You don’t know that.
PEGGY CARTER,"Even so, he’s devising a strategy. If he detects…"
STEVE ROGERS,"By the time he’s done that, it could be too late!  You told me you thought I was meant for more than this. Did you mean that?"
PEGGY CARTER,Every word.
STEVE ROGERS,Then you gotta let me go.
PEGGY CARTER,I can do more than that.
BRANDT’S AIDE,"On stage, girls. Five minutes!"
USO GIRL,Where’s my helmet?
BRANDT’S AIDE,Has anyone seen Rogers?
PEGGY CARTER,"The HYDRA camp is in Krausberg, tucked between these two mountain ranges. It’s a factory of some kind."
HOWARD STARK,We should be able to drop you right on the doorstep.
STEVE ROGERS,"Just get me as close as you can.  You know, you two are gonna be in a lot of trouble at the lab."
PEGGY CARTER,And you won’t?
STEVE ROGERS,"Where I’m goin’, if anybody yells at me I can just shoot ‘em."
PEGGY CARTER,They will undoubtedly shoot back.
STEVE ROGERS,"Well, let’s hope it’s good for somethin’."
HOWARD STARK,"Agent Carter, if we’re not in too much of a hurry I thought we could stop off in Lucerne for a late night fondue."
PEGGY CARTER,"Stark is the best civilian pilot I’ve ever seen. He’s mad enough to brave this airspace, we’re lucky to have him."
