character,line
TONY STARK,"Okay, okay. Hey! Sorry, it's an occupational hazard."
MRS. SPENCER,I work for the State Department. Human Resources. I know it's boring . . . but it enabled me to raise a son. I'm very proud of what he grew up to be.
MRS SPENCER,His name was Charlie Spencer. You murdered him. In Sokovia. Not that it matters in the least to you. You think you fight for us. You just fight for yourself.
MRS SPENCER,"Who's going to avenge my son, Stark? He's dead . . . and I blame you."
NEWS ANCHOR #1,"11 Wakandans were among those killed during a confrontation between the Avengers and a group of mercenaries in Lagos, Nigeria, last month. The traditionally reclusive Wakandans were on an outreach mission in Lagos when the attack occurred."
KING T'CHAKA,"Our people's blood is spilled on foreign soil. Not only because of the actions of criminals, but by the indifference of those pledged to stop them. Victory at the expense of the innocent, is no victory at all."
NEWS ANCHOR #1,The Wakanda king went on to . . .
NEWS ANCHOR #2,"They are operating outside and above the international law. Because that's the reality, if we don't respond to acts like these."
,
WANDA MAXIMOFF,It's my fault.
STEVE ROGERS,That's not true.
WANDA MAXIMOFF,Turn the TV back on. They're being very specific.
STEVE ROGERS,I should've clocked that bomb vest long before you had to deal with it.
STEVE ROGERS,"Rumlow said ""Bucky"" and . . . all of a sudden I was a 16-year-old kid again, in Brooklyn."
STEVE ROGERS,And people died. It's on me.
WANDA MAXIMOFF,It's on both of us.
STEVE ROGERS,"This job . . . we try to save as many people as we can. Sometimes that doesn't mean everybody. But if we can't find a way to live with that, next time . . . maybe nobody gets saved."
WANDA MAXIMOFF,Vis! We talked about this.
VISION,"Yes, but the door was open so I assumed that . . ."
VISION,Captain Rogers wished to know when Mr. Stark was arriving.
STEVE ROGERS,Thank you. We'll be right down.
VISION,"I'll . . . use the door. Oh, and apparently, he's brought a guest."
STEVE ROGERS,We know who it is?
VISION,The Secretary of State.
SECRETARY ROSS,"Five years ago, I had a heart attack. I dropped right in the middle of my back-swing. Turned out it was the best round of my life, because after 13 hours of surgery and a triple bypass . . . I found something 40 years in the Army had never taught me: Perspective. The world owes the Avengers an un-payable debt. You have fought for us, protected us, risked your lives . . . but while a great many people see you as heroes, there are some . . . who would prefer the word ""vigilantes""."
NATASHA ROMANOFF,"And what word would you use, Mr. Secretary?"
SECRETARY ROSS,"How about ""dangerous""? What would you call a group of US-based, enhanced individuals who routinely ignore sovereign borders and inflict their will wherever they choose and who, frankly, seem unconcerned about what they leave behind?"
SECRETARY ROSS,New York.
SECRETARY ROSS,Washington DC.
SECRETARY ROSS,Sokovia.
SECRETARY ROSS,Lagos.
STEVE ROGERS,Okay. That's enough.
SECRETARY ROSS,"For the past four years, you've operated with unlimited power and no supervision. That's an arrangement the governments of the world can no longer tolerate. But I think we have a solution."
SECRETARY ROSS,"The Sokovia Accords. Approved by 117 countries . . . it states that the Avengers shall no longer be a private organization. Instead, they'll operate under the supervision of a United Nations panel, only when and if that panel deems it necessary."
STEVE ROGERS,The Avengers were formed to make the world a safer place. I feel we've done that.
SECRETARY ROSS,"Tell me, Captain, do you know where Thor and Banner are right now?"
SECRETARY ROSS,"If I misplaced a couple of 30 megaton nukes . . . you can bet there'd be consequences. Compromise. Reassurance. That's how the world works. Believe me, this is the middle ground."
JAMES RHODES,"So, there are contingencies."
SECRETARY ROSS,"Three days from now, the UN meets in Vienna to ratify the Accords."
SECRETARY ROSS,Talk it over.
NATASHA ROMANOFF,And if we come to a decision you don't like?
SECRETARY ROSS,Then you retire.
HELMUT ZEMO,Hello? Is this your car out front?
HELMUT ZEMO,I jumped the curb.
HELMUT ZEMO,"Maybe we could take care of it ourselves. If you wanna call the cops, tha--that's okay too, I guess."
VASILY KARPOV,No. No cops.
HELMUT ZEMO,Thank you.
HELMUT ZEMO,"You have kept your looks, Colonel. Congratulations."
HELMUT ZEMO,"""Mission report: December 16, 1991."""
VASILY KARPOV,Who are you?
HELMUT ZEMO,"My name is Zemo. I will repeat my question. Mission report. December 16, 1991."
VASILY KARPOV,How did you find me?
HELMUT ZEMO,"When SHIELD fell, Black Widow released HYDRA files to the public. Millions of pages much of it encrypted, not easy to decipher. But . . . I have experience. And patience. A man can do anything if he has those."
VASILY KARPOV,What do you want?
HELMUT ZEMO,Mission report. December 16. 1991.
VASILY KARPOV,Go . . . to . . . hell.
HELMUT ZEMO,HYDRA deserves its place on the ash heap. So your death would not bother me. But I'd have to use this book . . . and other bloodier methods to find what I need. I don't look forward to that. You'd only be dying for . . . your pride.
VASILY KARPOV,Hail HYDRA.
JAMES RHODES,"Secretary Ross has a Congressional Medal of Honor, which is one more than you have."
SAM WILSON,So let's say we agree to this thing. How long is it gonna be before they LoJack us like a bunch of common criminals?
JAMES RHODES,"A 117 countries want to sign this. 117, Sam, and you're just like, ""No, that's cool. We got it. """
SAM WILSON,How long are you going to play both sides?
VISION,I have an equation.
SAM WILSON,"Oh, this will clear it up."
VISION,"In the eight years since Mr. Stark announced himself as Iron Man, the number of known enhanced persons has grown exponentially. And during the same period, the number of potentially world-ending events has risen at a commensurate rate."
STEVE ROGERS,Are you saying it's our fault?
VISION,I'm saying there may be a causality. Our very strength invites challenge. Challenge incites conflict. And conflict . . . breeds catastrophe. Oversight . . . oversight is not an idea that can be dismissed out of hand.
JAMES RHODES,Boom.
NATASHA ROMANOFF,Tony. You are being uncharacteristically non-hyper-verbal.
STEVE ROGERS,It's because he's already made up his mind.
TONY STARK,"Boy, you know me so well."
TONY STARK,"Actually, I'm nursing an electromagnetic headache."
TONY STARK,"That's what's going on, Cap. It's just pain. It's discomfort. Who's putting coffee grounds in the disposal? Am I running a bed and breakfast for a biker gang?"
TONY STARK,"Oh, that's Charles Spencer, by the way. He's a great kid. Computer engineering degree, 3.6 GPA. Had a floor level gig at Intel planned for the fall. But first, he wanted to put a few miles on his soul, before he parked it behind a desk. See the world. Maybe be of service. Charlie didn't want to go to Vegas or Fort Lauderdale, which is what I would do. He didn't go to Paris or Amsterdam, which sounds fun. He decided to spend his summer building sustainable housing for the poor. Guess where, Sokovia."
TONY STARK,"He wanted to make a difference, I suppose. I mean, we won't know because we dropped a building on him while we were kicking ass."
TONY STARK,"There's no decision-making process here. We need to be put in check! Whatever form that takes, I'm game. If we can't accept limitations, if we're boundary-less, we're no better than the bad guys."
STEVE ROGERS,"Tony, someone dies on your watch, you don't give up."
TONY STARK,Who said we're giving up?
STEVE ROGERS,We are if we're not taking responsibility for our actions. This document just shifts the blames.
JAMES RHODES,"I'm sorry. Steve. That - that is dangerously arrogant. This is the United Nations we're talking about. It's not the World Security Council, it's not SHIELD, it's not HYDRA."
STEVE ROGERS,"No, but it's run by people with agendas, and agendas change."
TONY STARK,"That's good. That's why I'm here. When I realized what my weapons were capable of in the wrong hands, I shut it down and stop manufacturing."
STEVE ROGERS,"Tony, you chose to do that. If we sign this, we surrender our right to choose. What if this panel sends us somewhere we don't think we should go? What if there is somewhere we need to go, and they don't let us? We may not be perfect, but the safest hands are still our own."
TONY STARK,"If we don't do this now, it's gonna be done to us later. That's the fact. That won't be pretty."
WANDA MAXIMOFF,You're saying they'll come for me.
VISION,We would protect you.
NATASHA ROMANOFF,Maybe Tony's right.
NATASHA ROMANOFF,"If we have one hand on the wheel, we can still steer. If we take it off -"
SAM WILSON,Aren't you the same woman who told the government to kiss her ass a few years ago?
NATASHA ROMANOFF,I'm just . . . I'm reading the terrain. We have made . . . some very public mistakes. We need to win their trust back.
TONY STARK,"Focus up. I'm sorry, did I just mishear you or did you agree with me?"
NATASHA ROMANOFF,"Oh, I want to take it back now."
TONY STARK,"No, no, no. You can't retract it. Thank you. Unprecedented. Okay, case closed--I win."
STEVE ROGERS,I have to go.
PRIEST,"And now, I would like to invite Sharon Carter to come up and say a few words."
SHARON CARTER,Margaret Carter was known to most as a founder of SHIELD . . . but I just knew her as Aunt Peggy.
SHARON CARTER,"She had a photograph in her office. Aunt Peggy standing next to JFK. As a kid, that was pretty cool. But it was a lot to live up to. Which is why I never told anyone we were related."
SHARON CARTER,"I asked her once how she managed to master diplomacy and espionage in a time when no one wanted to see a woman succeed at either. And she said, compromise where you can. But where you can't, don't. Even if everyone is telling you that something wrong is something right. Even if the whole world is telling you to move . . . it is your duty to plant yourself like a tree, look them in they eye and say "" No, you move."""
STEVE ROGERS,"When I came out of the ice, I thought everyone I had known was gone. Then I found out that she was alive. I was just lucky to have her."
NATASHA ROMANOFF,"She had you back, too."
STEVE ROGERS,Who else signed?
NATASHA ROMANOFF,Tony. Rhodey. Vision.
STEVE ROGERS,Clint?
NATASHA ROMANOFF,Says he's retired.
STEVE ROGERS,Wanda?
NATASHA ROMANOFF,TBD (To Be Determined). I'm off to Vienna for the signing of the Accords. There's plenty of room on the jet.
NATASHA ROMANOFF,Just because it's the path of least resistance doesn't mean it's the wrong path. Staying together is more important than how we stay together.
STEVE ROGERS,What are we giving up to do it?
STEVE ROGERS,"I'm sorry, Nat. I can't sign it."
NATASHA ROMANOFF,I know.
STEVE ROGERS,Then what are you doing here?
NATASHA ROMANOFF,I didn't want you to be alone.
NATASHA ROMANOFF,Come here.
NEWS ANCHOR #3,At a special United Nations conference 117 countries have come together to ratify the Sokovia Accords.
UN STAFFER,"Excuse me, Miss Romanoff?"
NATASHA ROMANOFF,Yes?
UN STAFFER,These need your signature.  Thank you.
NATASHA ROMANOFF,Thanks.
T'CHALLA,I suppose neither of us is used to the spotlight.
NATASHA ROMANOFF,"Oh, well, it's not always so flattering."
T'CHALLA,You seem to be doing alright so far. Considering your last trip to Capitol Hill . . . I wouldn't think you would be particularly comfortable in this company.
NATASHA ROMANOFF,"Well, I'm not."
T'CHALLA,"That alone makes me glad you're here, Miss Romanoff."
NATASHA ROMANOFF,Why? You don't approve of all this?
T'CHALLA,"The Accords, yes. The politics, not really. Two people in a room can get more done than a hundred."
KING T'CHAKA,Unless you need to move a piano.
T'CHALLA,Father.
KING T'CHAKA,Son. Miss Romanoff.
NATASHA ROMANOFF,"King T'Chaka. Please, allow me to apologize for what happened in Nigeria."
KING T'CHAKA,Thank you. Thank you for agreeing to all this. I'm sad to hear that Captain Rogers will not be joining us today.
NATASHA ROMANOFF,"Yes, so am I."
MAN ON SPEAKERS,If everyone could please be seated. This assembly is now in session.
T'CHALLA,That is the future calling. Such a pleasure.
NATASHA ROMANOFF,Thank you.
KING T'CHAKA,"For a man who disapproves of diplomacy, you're getting quite good at it."
T'CHALLA,"I'm happy, Father."
KING T'CHAKA,Thank you.
T'CHALLA,Thank you.
KING T'CHAKA,"When stolen Wakandan vibranium was used to make a terrible weapon, we in Wakanda were forced to question our legacy. Those men and women killed in Nigeria, were part of a goodwill mission from a country too long in the shadows. We will not, however, let misfortune drive us back. We will fight to improve the world we wish to join. I am grateful to the Avengers for supporting this initiative.  Wakanda is proud to extend its hand in peace."
T'CHALLA,EVERYBODY GET DOWN!
SHARON CARTER,"My mom tried to talk me out of enlisting, but, um, not Aunt Peggy. She bought me my first thigh holster."
STEVE ROGERS,Very practical.
SHARON CARTER,And stylish.
STEVE ROGERS,CIA has you stationed over here now?
SHARON CARTER,"In Berlin, Joint Terrorism Task Force."
STEVE ROGERS,Right. Right. Sounds fun.
SHARON CARTER,"I know, right?"
STEVE ROGERS,I've been meaning to ask you. When you were spying on me from across the hall . . . .
SHARON CARTER,You mean when I was doing my job.
STEVE ROGERS,Did Peggy know?
SHARON CARTER,She kept so many secrets. I didn't want her to have one from you.  Thanks for walking me back.
STEVE ROGERS,Sure.
SAM WILSON,Steve. There's something you gotta see.
NEWS ANCHOR #4,A bomb hidden in a news van . . .
SHARON CARTER,Who's coordinating?
NEWS ANCHOR #4,. . . ripped through the UN building in Vienna.
SHARON CARTER,Good. They're solid. Forensics?
NEWS ANCHOR #4,"More than 70 people have been injured. At least 12 are dead, including Wakanda's King T'Chaka. Officials have released a video of a suspect who they have identified as James Buchanan Barnes, the Winter Soldier. The infamous HYDRA agent, linked to numerous acts of terrorism and political assassinations."
SHARON CARTER,I have to go to work.
SHARON CARTER,"Call MI-6, see if we can get Micro Forensics to hurry this up. We need the whole team here in two hours or it's not worth it."
NATASHA ROMANOFF,I'm very sorry.
T'CHALLA,"In my culture death is not the end. It's more of a . . . stepping-off point. You reach out with both hands and Bast and Sekhmet, they lead you into the green veldt where . . . you can run forever."
NATASHA ROMANOFF,That sounds very peaceful.
T'CHALLA,My father thought so.  I am not my father.
NATASHA ROMANOFF,T'Challa. Task force will decide who brings in Barnes.
T'CHALLA,"Don't bother, Miss Romanoff. I'll kill him myself."
NATASHA ROMANOFF,Yeah?
STEVE ROGERS,You alright?
NATASHA ROMANOFF,"Ah, yeah, thanks. I got lucky.  I know how much Barnes means to you. I really do. Stay home. You'll only make this worse. For all of us. Please."
STEVE ROGERS,Are you saying you'll arrest me?
NATASHA ROMANOFF,No. Someone will. If you interfere. That's how it works now.
STEVE ROGERS,"If he's this far gone, Nat, I should be the one to bring him in."
NATASHA ROMANOFF,Why?
STEVE ROGERS,Because I'm the one least likely to die trying.
NATASHA ROMANOFF,Shit.
SAM WILSON,She tell you to stay out of it?  Might have a point.
STEVE ROGERS,He'd do it for me.
SAM WILSON,"1945, maybe. I just want to make sure we considered all our options. The people that shoot at you usually wind up shooting at me."
SHARON CARTER,"Tips have been pouring in since that footage went public. Everybody thinks the Winter soldier goes to their gym. Most of it's noise. Except for this.  My boss expects a briefing, pretty much now . . . so that's all the head start you're gonna get."
STEVE ROGERS,Thank you.
SHARON CARTER,And you're gonna have to hurry. We have orders to shoot on sight.
HELMUT ZEMO,Возвращение на Родину. Возвращение на Родину. Один. Один. Грузовой вагон… Грузовой вагон. Грузов- ( Homecoming. One. One. Fright Car.)
GERMAN INNKEEPER,"Herr Müller, ich habe Ihr Frühstück. ( Mr. Müller. I have your breakfast.)"
HELMUT ZEMO,Ich konnte es schon von weitem riechen. Danke. ( I could smell it before I opened the door. Thank you.)
GERMAN INNKEEPER,"Speck und schwarzer Kaffe. Wieder. Ich kann Ihnen auch was anderes machen, wenn Sie das möchten. ( Side of bacon and black coffee. Again. I can make you something different, if you like.)"
HELMUT ZEMO,"Bitte sehr, das ist wunderbar. ( It's okay. This is wonderful.)"
GERMAN INNKEEPER,Ich stell es dann mal hier hin… ( I'll put this on your . . .)
HELMUT ZEMO,"Nein, nein. Das geht schon. Ich mach das. Vielen Dank, Frau Leiber. ( No, no. It's okay. I can manage. Thank you Mrs. Leiber.)"
BUCKY BARNES,"( How are they? Are they good? Give me six, thank you.)"
SAM WILSON,"Heads up, Cap. German Special Forces, approaching from the south."
STEVE ROGERS,Understood.  Do you know me?
BUCKY BARNES,You're Steve. I read about you in a museum.
SAM WILSON,They've set the perimeter.
STEVE ROGERS,I know you're nervous. And you have plenty of reason to be. But you're lying.
BUCKY BARNES,I wasn't in Vienna. I don't do that anymore.
SAM WILSON,They're entering the building.
STEVE ROGERS,"Well, the people who think you did are coming here now. And they're not planning on taking you alive."
BUCKY BARNES,That's smart. Good strategy.
SAM WILSON,They're on the roof. I'm compromised.
STEVE ROGERS,"This doesn't have end in a fight, Buck."
BUCKY BARNES,It always ends in a fight.
SAM WILSON,5 seconds.
STEVE ROGERS,You pulled me from the river. Why?
BUCKY BARNES,I don't know.
SAM WILSON,3 seconds!
STEVE ROGERS,"Yes, you do."
SAM WILSON,Breach! Breach! Breach!
GSG-9 SOLDIER,Schieß die Tür auf! (Shoot the door!)
STEVE ROGERS,"Buck, stop! You're gonna kill someone."
BUCKY BARNES,I'm not gonna kill anyone.
GSG-9 SOLDIER,Der Verdächtige ist ausgebrochen. Er ist am östlichen Treppenschacht. ( Suspect has broken containment! He's headed down the east stairwell!)
STEVE ROGERS,"Come on, man."
STEVE ROGERS,"Sam, southwest rooftop."
SAM WILSON,Who the hell's the other guy?
STEVE ROGERS,About to find out.
STEVE ROGERS,Sam.
SAM WILSON,Got him.
GSG-9 DRIVER,Stand down! Stand down!
STEVE ROGERS,"Sam, I can't shake this guy."
SAM WILSON,Right behind you.
JAMES RHODES,"Stand down, now.  Congratulations, Cap. You're a criminal."
GSG-9 SOLDIER,Wie lautet der Befehl? (What's the order?)
JAMES RHODES,Your highness.
VISION,'A pinch of paprika.' A pinch.
WANDA MAXIMOFF,Is that paprikash?
VISION,I thought it might . . . lift your spirits.
WANDA MAXIMOFF,Spirits lifted.
VISION,"In my defense, I haven't actually ever . . . eaten anything before, so . . ."
WANDA MAXIMOFF,May I?
VISION,Please. Wanda?
WANDA MAXIMOFF,Hmm.
VISION,"No one dislikes you, Wanda."
WANDA MAXIMOFF,Thanks.
VISION,"Oh, you're welcome. No, it's a . . . involuntary response in their amygdala. They can't help but be afraid of you."
WANDA MAXIMOFF,Are you?
VISION,"My amygdala is synthetic, so . . ."
WANDA MAXIMOFF,"I used to think of myself one way. But after this . . .  I am something else. I'm still me, I think, but . . . that's not what everyone else sees."
VISION,"Do you know, I don't know what this is?  Not really. I know it's not of this world, that it powered Loki's staff, gave you your abilities, but . . . its true nature is a mystery. And yet, it is part of me."
WANDA MAXIMOFF,Are you afraid of it?
VISION,"I wish to understand it. The more I do, the less it controls me. One day . . . who knows? I may even control it."
WANDA MAXIMOFF,I don't know what's in this but it is not paprika. I'm gonna go to the store. I'll be back in 20 minutes.
VISION,"Alternatively, we could order a pizza?"
WANDA MAXIMOFF,"Vision, are you not letting me leave?"
VISION,It is a question of safety.
WANDA MAXIMOFF,I can protect myself.
VISION,Not yours. Mr. Stark would like to avoid the possibility of another public incident. Until the Accords are on a . . . more secured foundation.
WANDA MAXIMOFF,And what do you want?
VISION,For people to see you . . . as I do.
SAM WILSON,"So, you like cats?"
STEVE ROGERS,Sam.
SAM WILSON,What? Dude shows up dressed like a cat and you don't wanna know more?
STEVE ROGERS,Your suit . . . t's Vibranium?
T'CHALLA,"The Black Panther has been the protector of Wakanda for generations. A mantle, passed from warrior to warrior. And now, because your friend murdered my father, I also wear the mantle of king. So, I ask you . . . as both warrior and king . . . how long do you think you can keep your friend safe from me?"
STEVE ROGERS,What's gonna happen to him?
EVERETT ROSS,Same thing that ought to happen to you. Psychological evaluation and extradition.
SHARON CARTER,"This is Everett Ross, Deputy Task Force Commander."
STEVE ROGERS,What about our lawyer?
EVERETT ROSS,"Lawyer. That's funny. See their weapons are placed in lockup. Oh, we'll write you a receipt."
SAM WILSON,I better not look out the window and see anybody flying around in that.
EVERETT ROSS,"You'll be provided with an office instead of a cell. Now, do me a favor, stay in it?"
T'CHALLA,I don't intend on going anywhere.
NATASHA ROMANOFF,"For the record, this is what making things worse looks like."
STEVE ROGERS,He's alive.
TONY STARK,"No. Romania was not Accords-sanctioned. And, Colonel Rhodes is supervising cleanup."
NATASHA ROMANOFF,Try not to break anything while we fix this.
TONY STARK,"Consequences? You bet there'll be consequences. Obviously you can quote me on that 'cause I just said it. Anything else? Thank you, sir."
STEVE ROGERS,'Consequences'?
TONY STARK,Secretary Ross wants you both prosecuted. Had to give him something.
STEVE ROGERS,"I'm not getting that shield back, am I?"
NATASHA ROMANOFF,"Technically, it's the government's property. Wings, too."
SAM WILSON,That's cold.
TONY STARK,Warmer than jail.
DELIVERY TRUCK DRIVER,Das kann nicht richtig sein. Was zum Teufel? (This can't be right. What the hell?)
TONY STARK,"Hey, you wanna see something cool? I pulled something from Dad's archives. Felt timely.  FDR signed the Lend-Lease bill with these in 1941. Provided support to the Allies when they needed it most."
STEVE ROGERS,Some would say it brought our country closer to war.
TONY STARK,"See? If not for these, you wouldn't be here. I'm trying to . . . what do you call it? That's an olive branch. Is that what you call it?"
STEVE ROGERS,Is Pepper here? I didn't see her.
TONY STARK,"We're kinda . . . well, not kinda . . ."
STEVE ROGERS,Pregnant?
TONY STARK,No. Definitely not. We're taking a break. It's nobody's fault.
STEVE ROGERS,"I'm so sorry, Tony. I didn't know."
TONY STARK,"A few years ago, I almost lost her, so I trashed all my suits. Then, we had to mop up HYDRA . . . and then Ultron. My fault. And then, and then, and then, I never stopped. Because the truth is I don't wanna stop. I don't wanna lose her. I thought maybe the Accords could split the difference.  In her defense, I'm a handful. Yet, Dad was a pain in the ass, but he and Mom always made it work."
STEVE ROGERS,"You know, I'm glad Howard got married. I only knew him when he was young and single."
TONY STARK,"Oh, really? You two knew each other? He never mentioned that. Maybe only a thousand times. God, I hated you."
STEVE ROGERS,I don't mean to make things difficult.
TONY STARK,"I know, because you're a very polite person."
STEVE ROGERS,If I see a situation pointed south . . . I can't ignore it. Sometimes I wish I could.
TONY STARK,"No, you don't."
STEVE ROGERS,"No, I don't. Sometimes . . ."
TONY STARK,"Sometimes I wanna punch you in your perfect teeth. But I don't wanna see you gone. We need you, Cap. So far, nothing's happened that can't be undone, if you sign. We can make the last 24 hours legit. Barnes gets transferred to an American psych-center . . . instead of a Wakandan prison."
STEVE ROGERS,"I'm not saying it's impossible, but there would have to be safeguards."
TONY STARK,"Sure. Once we put out the PR fire, those documents can be amended. I'd file a motion to have you and Wanda reinstated . . ."
STEVE ROGERS,Wanda? What about Wanda?
TONY STARK,"She's fine. She's confined to the compound, currently. Vision's keeping her company."
STEVE ROGERS,"Oh God, Tony! Every time. Every time I think you see things the right way . . ."
TONY STARK,What? It's a 100 acres with a lap pool. It's got a screening room. There's worse ways to protect people.
STEVE ROGERS,"Protection? Is that how you see this? This is protection? It's internment, Tony."
