,0,words,is_character_name,is_dialogue
175,THROATS.  THE TWO HUGE SOLDIERS DROP...,7,0,0
502,FLYING PAST.  PETER PERCHES ATOP PEGASUS.,7,0,0
138,"THE AETHER CONTAINER, AND A QUESTION MARK.",7,0,0
510,"TONY’S HUD: TONY FLIES OVERHEAD, SEARCHING UPWARD.",7,0,0
156,"THE VILLAGE.  SUDDENLY...BOOM, THE CHARIOTS EXPLODE.",7,0,0
59,"DANVERS, RHODEY, ROCKET AND NEBULA, AND OKOYE.",7,0,0
209,"THE LOBBY BUZZES, SHIELD AGENTS RUNNING EVERYWHERE.",7,0,0
58,NATASHA SITS SURROUNDED BY HOLO-SCREENS FEATURING CAROL,7,0,0
406,TONY’S HUD: FRIDAY TRIES TO REVIVE HIM.,7,0,0
436,AND WONG LEADING A SQUAD OF SORCERERS.,7,0,0
197,"SERVICE ELEVATOR, CROWDED WITH RUMLOW’S STRIKE TEAM.",7,0,0
203,SCOTT DROPS BENEATH TONY’S BLACK SABBATH SHIRT.,7,0,0
191,A1 THOR WALKS LOKI PAST A1 STEVE.,7,0,0
226,"STREET, UP TO...THE BURNING HONG KONG SANCTUM.",7,0,0
354,A MUSHROOM CLOUD BILLOWS OVER AVENGERS COMPOUND.,7,0,0
512,"SUDDENLY, THE COMET VEERS...RIGHT TOWARD THE SHIP.",7,0,0
234,"GAMORA WATCHES, TORN.  SOON...AN ALERT FLASHES.",7,0,0
517,"CAROL EYES THE BATTLEFIELD, EXHAUSTED, LIGHT FADING.",7,0,0
236,THANOS PEERS INTO BAD NEBULA’S GLASSY EYES...,7,0,0
76,MAKING ADJUSTMENTS TO A NEW CONTROL PANEL.,7,0,0
129,NOW CAN’T BE CHANGED BY YOUR NEW,7,0,0
464,"THANOS TURNS TO SEE...CLINT FIGHTING THROUGH THE HORDE,",8,0,0
560,"TONY, EXCRUCIATING, BUT HE STILL LIFTS HIS HAND...",8,0,0
314,SKULL POINTS A BONY FINGER DOWN THE WELL.,8,0,0
32,"STORMBREAKER WHIPS PAST HER HEAD, RUFFLING HER HAIR.",8,0,0
474,TO FLOAT.  THANOS LOOKS UP TO SEE...,8,0,0
548,"CAROL PRESSES THANOS DOWN, BUT BEFORE HE FALLS...",8,0,0
350,CLINT FINALLY PUTS THE PHONE TO HIS EAR.,8,0,0
451,"TACKLING QUILL INTO A WRECKED FUSELAGE, WHERE ANOTHER",8,0,0
72,"WORMHOLE, LOOPING...RETURNING TO THE PLACE IT FIRST LEFT.",8,0,0
146,"& CLINT, THOR & ROCKET, TONY & SCOTT.",8,0,0
456,"ABOVE, VALKYRIE SCANS THE FIELD FROM HER PEGASUS.",8,0,0
475,"WANDA, HOVERING IN THE AIR, WAITING FOR HIM.",8,0,0
81,"ROCKET SIT IN BACK, WEIGHING DOWN THE TRUCK.",8,0,0
472,OFF HIS FEET.  THE GAUNTLET GOES TUMBLING.,8,0,0
562,WHOOSH.  THE TIDAL WAVE EVAPORATES INTO MIST.,8,0,0
402,THOR USES STORMBREAKER TO BAT MJOLNIR AT THANOS...,8,0,0
400,TONY SENDS THE RESULTING OVERLOAD AT THANOS...BUT THANOS,8,0,0
520,"WANDA, OKOYE, GAMORA, NEBULA, VALKYRIE, HOPE, AND SHURI",8,0,0
334,STEEL DOORS SLIDE SHUT ALL AROUND THE WORKSHOP.,8,0,0
67,"SCOTT, STEVE, AND NATASHA SIT ACROSS FROM HIM.",8,0,0
242,"EBONY MAW ZOOMS IN, REVEALING...A REFLECTION OF NEBULA.",8,0,0
558,FORMING A NEW GAUNTLET ON HIS OWN WRIST:,8,0,0
455,"SAM WILSON SWOOPS IN, CUTTING THE CREATURE DOWN.",8,0,0
397,"TONY’S HUD: TONY GLARES RIGHT AT US, AS...",8,0,0
396,AND SHOOTS HER DOWN.  BAD NEBULA DROPS.,8,0,0
538,"TIME SLOWS AS...STEVE, THOR, AND TONY SPOT...THE GAUNTLET,",8,0,0
154,"AVENGERS GATHER IN A CIRCLE, FACING IMPOSSIBLE ODDS.",8,0,0
65,SCOTT GET OUT OF THE CAR BEHIND HIM.,8,0,0
557,"HE LIFTS HIS HAND IN THE AIR, TRIUMPHANT.",8,0,0
348,"SMART HULK COLLAPSES, ARM WITHERED, SIDE BURNT BLACK.",8,0,0
200,THE DOORS CLOSE.  STEVE SMILES TO HIMSELF.,8,0,0
241,"THE IMAGE FREEZES.  THANOS STARES, RECOGNIZING THEM.",8,0,0
219,A1 STEVE PULLS HIS SHIELD OFF HIS BACK.,8,0,0
255,"PEDESTAL, SURROUNDED BY A WEB OF LASER THREADS.",8,0,0
480,"MANIPULATES THE EARTH, PULLING THE GAUNTLET TOWARD HIM.",8,0,0
392,AFFIXES ARROW-CHARGES TO THE WALLS AS HE RUNS.,8,0,0
211,"SMASHING TONY IN THE FACE, SENDING HIM TUMBLING.",8,0,0
122,"ROCKET, COVERED IN GREASE, WRIGGLES OUT A HATCH.",8,0,0
212,A1 HULK BASHES HIS WAY THROUGH THE LOBBY.,8,0,0
229,"THE GOLDEN RIVER, CREATING FIVE MORE BLACKENED TRIBUTARIES.",8,0,0
481,"T’CHALLA WRAPS HIMSELF AROUND THE GLOVE, GETTING DRAGGED.",8,0,0
442,"RHODEY, NOW IN HIS COSMIC IRON PATRIOT ARMOR.",8,0,0
578,"ON THE PORCH, HAPPY HOGAN HOLDS MORGAN’S HAND.",8,0,0
519,"THE GAUNTLET TIGHT.  HE LOOKS UP, CONFUSED.",8,0,0
379,"PULL UP THROUGH THE HAZE, TO THE SANCTUARY-2...",8,0,0
261,"THANOS’ LODGE, THE AVENGERS SURROUND A ONE-ARMED THANOS.",8,0,0
388,"LANG ZOOMS PAST, RIDING A PLASTIC BOTTLE CAP.",8,0,0
432,"FROM ANOTHER: T’CHALLA, OKOYE, SHURI, M’BAKU, WANDA, BUCKY,",8,0,0
280,CUFFS.  TONY AND STEVE SHRINK TO NOTHING...,8,0,0
411,"IN, KNOCKING THE AXE OUT OF HIS HAND.",8,0,0
586,SAM LOOKS TO SMART HULK AT THE CONSOLE.,8,0,0
207,"IN THE LOBBY, A1 TONY GRIPS HIS CHEST.",8,0,0
284,"IN GREEN KHAKIS, LOW-PULLED CAP, AND MIRRORED SUNGLASSES.",8,0,0
373,STEVE AND THOR FAN OUT ON EITHER SIDE.,8,0,0
125,THAT’S NOT TRUE.  IF YOU TRAVEL TO,8,0,0
492,THE BARRAGE HAMMERS THE RIVERBANK.  CRACKS FORM.,8,0,0
41,"RHODEY BASH THROUGH THE ROOF, PINNING THANOS’ ARMS.",8,0,0
113,"THE MYSTERIOUS FIGURE GRACEFULLY LEAPS AFTER HIM, BOUNCING",8,0,0
529,THE VAN...WHERE THE QUANTUM TUNNEL BURSTS TO LIFE.,8,0,0
249,"PRELAP: “COME AND GET YOUR LOVE,” BY REDBONE.",8,0,0
133,"FLARES, REVEALING CLINT BARTON IN A TIME SUIT.",8,0,0
448,TWO MIGHTY ARMIES RACE TOWARD EACH OTHER UNTIL...CLASH!,8,0,0
112,"THE WET STREET, LANDING HARD ON HIS ANKLE.",8,0,0
239,"STEVE, TONY, RHODEY, SCOTT, SMART HULK, ROCKET, NATASHA,",8,0,0
240,"CLINT, AND THOR GATHER IN THE LIVING AREA.",8,0,0
587,STEVE TAPS HIS CUFF AND SHRINKS TO NOTHING.,8,0,0
206,SCOTT YANKS THE WIRE OUT OF ITS SOCKET.,8,0,0
554,GAUNTLET.  JUST AS THE ENERGY SURGES THROUGH HIM...,9,0,0
556,IT IN A VISE.  THANOS KNOCKS HIM ASIDE.,9,0,0
439,"JUST THEN, THE GROUND SHAKES AND RUBBLE EXPLODES UPWARDS",9,0,0
434,"FROM A THIRD: VALKYRIE, KORG, MIEK...AND AN ASGARDIAN ARMY.",9,0,0
398,"THOR SMASHES HIS HAMMERS TOGETHER, HURLING LIGHTNING INTO THE",9,0,0
394,"COVERING CLINT, BAD NEBULA TURNS TO SEE...GAMORA, GUN RAISED.",9,0,0
368,FIRES SMOULDER BENEATH THE COLLAPSED CEILING.  MOVE THROUGH,9,0,0
552,ACROSS THE FIELD...WATER STARTS TO SPILL INTO THE CRATER.,9,0,0
366,DOZENS OF OUTRIDERS SCRABBLING ALONG THE WALLS AND CEILING.,9,0,0
393,BRINGING THE ROOF DOWN ON TOP OF THE OUTRIDERS.,9,0,0
430,"FROM ONE: DR. STRANGE, PETER QUILL, DRAX, MANTIS, PETER",9,0,0
555,"TONY LUNGES FOR THE GAUNTLET IN THANOS’ HAND, NANO-CLAMPING",9,0,0
447,"ACROSS THE WAY, THANOS SMILES AND POINTS HIS BLADE.",9,0,0
21,HOPE VAN DYNE.  HANK PYM.  NICK FURY.,9,0,0
559,COMPLETE WITH SIX INFINITY STONES.  POWER SURGES THROUGH,9,0,0
391,SHRIEKING OUTRIDERS CHASE BARTON THROUGH THE TUNNELS.  CLINT,9,0,0
371,"STEVE TIGHTENS HIS SHIELD, LEADING THEM INTO THE CRATER...",9,0,0
410,"THANOS GRINS, ABOUT TO FINISH THOR OFF, WHEN...MJOLNIR FLIES",9,0,0
358,"RHODEY LIES IN THE RUBBLE, WAR MACHINE SUIT SPARKING.",9,0,0
419,"THANOS HACKS THE SHIELD TO PIECES, FINALLY KNOCKING STEVE",9,0,0
422,"ORDER LEADS A PLATOON OF CHITAURI, SAKAARANS, AND OUTRIDERS.",9,0,0
359,"THE CEILING RUMBLES.  SMART HULK WAVERS, MUSCLES QUIVERING.",9,0,0
256,"SUDDENLY, NEBULA REACHES HER CYBERNETIC ARM THROUGH THE WEB.",9,0,0
17,A HOLO-DISPLAY ROTATING THROUGH FACES OF PEOPLE WE’VE LOST:,9,0,0
47,"CARS LIE STACKED ON THE DOCKS, WAITING THEIR TURN.",9,0,0
204,SCOTT SQUEEZES BETWEEN A1 TONY’S SKIN AND THE RT.,9,0,0
508,"SUDDENLY, EVERYTHING GOES SILENT.  ROCKET PEERS OUT FROM",9,0,0
182,"SUDDENLY, A HOLO-PROJECTION OF RHODEY BEAMS FROM HER EYE.",9,0,0
509,COVER TO SEE...THE CANNONS SWIVELING UP TOWARD THE CLOUDS.,9,0,0
178,"A DARK FIGURE ADVANCES ACROSS THE SMOKY FIELD, RELENTLESS.",9,0,0
582,CONSTRUCTION CREWS REMOVE RUBBLE FROM AVENGERS COMPOUND.  A,9,0,0
515,"CAROL GLOWS BRIGHTER AS SHE GOES BINARY, ROCKETING AGAIN",9,0,0
158,"SMART HULK THINKS, THEN GROWLS, TRYING TO INTIMIDATE HER.",9,0,0
151,THE QUANTUM CONSOLE STOPS VIBRATING.  HULK’S PENCIL SLOWLY,9,0,0
150,"SUDDENLY, THEY STRETCH AND VANISH, SHRINKING AWAY.  WHOOSH.",9,0,0
149,THE PLATFORM BEGINS TO VIBRATE.  NATASHA LOOKS AROUND.,9,0,0
148,"SMART HULK STEPS ONTO THE PLATFORM, COMPLETING THE LINEUP.",9,0,0
524,"ACROSS THE FIELD...EBONY MAW SENDS WANDA TUMBLING, BUT SHURI",9,0,0
526,"CULL OBSIDIAN HAMMERS VALKYRIE, BUT NEBULA TAKES HIM OUT.",9,0,0
527,"CAROL KEEPS GOING, GAUNTLET TUCKED UNDER HER ARM, GETTING",9,0,0
134,QUANTUM CUFF VIBRATES.  A SCREEN COUNTS DOWN: 0:03.,9,0,0
114,OFF THE AWNING AND DROPPING TO THE STREET BELOW.,9,0,0
109,"SUDDENLY, THE FOURTH WINDOW SHATTERS AS A YAKUZA BOSS,",9,0,0
108,GUNFIRE FLASHES AS THE FIGHT CONTINUES PAST THREE WINDOWS...,9,0,0
96,RIDER TUMBLING PAST US IN A WHITE MOHAWKED HELMET.,9,0,0
94,"WE HEAR RAIN, A REVVING ENGINE, AND THEN GUNFIRE.",9,0,0
92,KEEP PULLING BACK...PAST A CAR SMASHED THROUGH THE FRONT,9,0,0
542,"THANOS KNOCKS TONY ASIDE, THEN SQUEEZES THE CRUSHED GAUNTLET,",9,0,0
544,"STEVE LUNGES, BUT THANOS THROTTLES HIM.  FINALLY CLEAR,",9,0,0
221,"SHE CONJURES A MAGICAL PROJECTION OF THE INFINITY STONES,",9,0,0
577,THE MOURNERS MOVE TO THE EDGE OF THE LAKE.,9,0,0
505,"HE GASPS, COVERED IN DEBRIS, STILL CLUTCHING THE GAUNTLET.",9,0,0
38,SMOKE CURLS FROM THE CHIMNEY OF A SOLITARY LODGE.,9,0,0
478,HIM.  AS THANOS FIGHTS HIS WAY THROUGH IT...,9,0,0
479,T’CHALLA DIVES FOR THE FALLEN GAUNTLET.  SUDDENLY...EBONY MAW,9,0,0
245,"ROCKET TEARS DOWN THE HALL, EXTRACTION DEVICE IN HAND.",9,0,0
290,TONY LOCKS THE CUBE IN THE BRIEFCASE JUST BEFORE...,9,0,0
285,"TONY TOUCHES HIS GLASSES: HE X-RAYS INTO THE GROUND,",9,0,0
282,BIRTHPLACE OF CAPTAIN AMERICA.”  MOVE INTO THE BASE...,9,0,0
34,"WHOOSH!  THE BENATAR WARPS, LEAPING INTO JUMP SPACE.",9,0,0
473,"AS THANOS MOVES IN ON T’CHALLA...ALL AROUND, WRECKAGE BEGINS",9,0,0
276,AS A TRACTOR BEAM PULLS THE ENTIRE POD SKYWARD.,9,0,0
15,"JUST THEN, PEPPER POTTS THROWS HERSELF INTO TONY’S ARMS.",9,0,0
484,"HE LANDS, ONLY TO FIND HIMSELF SURROUNDED BY OUTRIDERS.",9,0,0
565,"THANOS LOOKS AROUND, WATCHING HIS TROOPS DISAPPEAR.  SHIPS",9,0,0
553,ACROSS THE FIELD...THANOS RETURNS THE POWER STONE TO THE,9,0,0
471,T’CHALLA RACES THROUGH THE HORDE...BUT THEN THANOS KNOCKS HIM,9,0,0
466,"A CULL HAMMERS CLINT, BUT THEN...T’CHALLA SLASHES THE CULL.",9,0,0
330,"ROBOTIC ARMS ENTER FRAME, PLUCKING UP THE POWER STONE.",9,0,0
569,ACROSS THE FIELD...TONY STARK FALLS BACK AGAINST THE UPTURNED,9,0,0
308,"CLINT AND NATASHA TREK ACROSS THE DUNES OF VORMIR,",9,0,0
535,"BOOM!  THE VAN EXPLODES, SENDING SCOTT AND CAROL FLYING,",10,0,0
536,TAKING OUT SOME OF THE WIZARDS HOLDING BACK THE RIVER.,10,0,0
454,"ACROSS THE FIELD...CLINT RUNS WITH THE GAUNTLET, PURSUED BY A",10,0,0
540,TIME RESUMES AS...THEY ALL SCRAMBLE FOR THE STONES.  THEY,10,0,0
18,WANDA.  VISION.  BUCKY.  T’CHALLA.  MARIA HILL.,10,0,0
541,"COLLIDE.  THANOS SNATCHES UP THE GAUNTLET, KICKING THOR DOWN.",10,0,0
543,POPPING IT OPEN...JUST WIDE ENOUGH TO PUT HIS HAND INSIDE.,10,0,0
530,ACROSS THE FIELD...GROUNDED HEROES LOOK UP TO SEE CAROL NOW,10,0,0
498,STEVE HURLS MJOLNIR OVER THE THRONG.  PETER WEBS ON...LETTING,10,0,0
